道具组id	道具id	道具名称	道具数量	道具权重	需求货币类型	需求货币数量
10005	64000005	水晶矿脉	20	10	1	1000
10005	64000006	有毒泥浆	1	10	1	50
10005	64000006	有毒泥浆	3	10	1	150
10005	64000006	有毒泥浆	5	10	1	250
10005	64000006	有毒泥浆	10	10	1	500
10005	64000006	有毒泥浆	15	10	1	750
10005	64000006	有毒泥浆	20	10	1	1000
10005	64000007	海洋珍珠	1	10	1	50
10005	64000007	海洋珍珠	3	10	1	150
10005	64000007	海洋珍珠	5	10	1	250
10005	64000007	海洋珍珠	10	10	1	500
10005	64000007	海洋珍珠	15	10	1	750
10005	64000007	海洋珍珠	20	10	1	1000
10005	64000008	龙骨碎片	1	10	1	50
10005	64000008	龙骨碎片	3	10	1	150
10005	64000008	龙骨碎片	5	10	1	250
10005	64000008	龙骨碎片	10	10	1	500
10005	64000008	龙骨碎片	15	10	1	750
10005	64000008	龙骨碎片	20	10	1	1000
10005	64000009	刀锋碎片	1	10	1	50
10005	64000009	刀锋碎片	3	10	1	150
10005	64000009	刀锋碎片	5	10	1	250
10005	64000009	刀锋碎片	10	10	1	500
10005	64000009	刀锋碎片	15	10	1	750
10005	64000009	刀锋碎片	20	10	1	1000
10005	64000010	戈壁石	1	10	1	50
10005	64000010	戈壁石	3	10	1	150
10005	64000010	戈壁石	5	10	1	250
10005	64000010	戈壁石	10	10	1	500
10005	64000010	戈壁石	15	10	1	750
10005	64000010	戈壁石	20	10	1	1000
10005	64000011	燃烧心脏	1	10	1	50
10005	64000011	燃烧心脏	3	10	1	150
10005	64000011	燃烧心脏	5	10	1	250
10005	64000011	燃烧心脏	10	10	1	500
10005	64000011	燃烧心脏	15	10	1	750
10005	64000011	燃烧心脏	20	10	1	1000
10005	64000012	龙人鳞片	1	10	1	50
10005	64000012	龙人鳞片	3	10	1	150
10005	64000012	龙人鳞片	5	10	1	250
10005	64000012	龙人鳞片	10	10	1	500
10005	64000012	龙人鳞片	15	10	1	750
10005	64000012	龙人鳞片	20	10	1	1000
10005	65000001	龙人之眼	1	10	1	100
10005	65000001	龙人之眼	3	10	1	300
10005	65000001	龙人之眼	5	10	1	500
10005	65000001	龙人之眼	10	10	1	1000
10005	65000001	龙人之眼	15	10	1	1500
10005	65000001	龙人之眼	20	10	1	2000
10005	65000002	有毒药剂	1	10	1	100
10005	65000002	有毒药剂	3	10	1	300
10005	65000002	有毒药剂	5	10	1	500
10005	65000002	有毒药剂	10	10	1	1000
10005	65000002	有毒药剂	15	10	1	1500
10005	65000002	有毒药剂	20	10	1	2000
10005	65000003	古董瓷器	1	10	1	100
10005	65000003	古董瓷器	3	10	1	300
10005	65000003	古董瓷器	5	10	1	500
10005	65000003	古董瓷器	10	10	1	1000
10005	65000003	古董瓷器	15	10	1	1500
10005	65000003	古董瓷器	20	10	1	2000
10005	65000004	破损的墙砖	1	10	1	100
10005	65000004	破损的墙砖	3	10	1	300
10005	65000004	破损的墙砖	5	10	1	500
10005	65000004	破损的墙砖	10	10	1	1000
10005	65000004	破损的墙砖	15	10	1	1500
10005	65000004	破损的墙砖	20	10	1	2000
10005	65000005	世界之树碎片	1	10	1	100
10005	65000005	世界之树碎片	3	10	1	300
10005	65000005	世界之树碎片	5	10	1	500
10005	65000005	世界之树碎片	10	10	1	1000
10005	65000005	世界之树碎片	15	10	1	1500
10005	65000005	世界之树碎片	20	10	1	2000
10005	65000006	猎人的徽章	1	10	1	100
10005	65000006	猎人的徽章	3	10	1	300
10005	65000006	猎人的徽章	5	10	1	500
10005	65000006	猎人的徽章	10	10	1	1000
10005	65000006	猎人的徽章	15	10	1	1500
10005	65000006	猎人的徽章	20	10	1	2000
10005	65000007	鲛人丝绸	1	10	1	100
10005	65000007	鲛人丝绸	3	10	1	300
10005	65000007	鲛人丝绸	5	10	1	500
10005	65000007	鲛人丝绸	10	10	1	1000
10005	65000007	鲛人丝绸	15	10	1	1500
10005	65000007	鲛人丝绸	20	10	1	2000
10005	65000008	金色嫩草	1	10	1	100
10005	65000008	金色嫩草	3	10	1	300
10005	65000008	金色嫩草	5	10	1	500
10005	65000008	金色嫩草	10	10	1	1000
10005	65000008	金色嫩草	15	10	1	1500
10005	65000008	金色嫩草	20	10	1	2000
10005	65000009	海洋精魄	1	10	1	100
10005	65000009	海洋精魄	3	10	1	300
10005	65000009	海洋精魄	5	10	1	500
10005	65000009	海洋精魄	10	10	1	1000
10005	65000009	海洋精魄	15	10	1	1500
10005	65000009	海洋精魄	20	10	1	2000
10005	65000010	精灵翅膀	1	10	1	100
10005	65000010	精灵翅膀	3	10	1	300
10005	65000010	精灵翅膀	5	10	1	500
10005	65000010	精灵翅膀	10	10	1	1000
10005	65000010	精灵翅膀	15	10	1	1500
10005	65000010	精灵翅膀	20	10	1	2000
10005	65000011	燃烧之血	1	10	1	100
10005	65000011	燃烧之血	3	10	1	300
10005	65000011	燃烧之血	5	10	1	500
10005	65000011	燃烧之血	10	10	1	1000
10005	65000011	燃烧之血	15	10	1	1500
10005	65000011	燃烧之血	20	10	1	2000
10005	65000012	熊爪	1	10	1	100
10005	65000012	熊爪	3	10	1	300
10005	65000012	熊爪	5	10	1	500
10005	65000012	熊爪	10	10	1	1000
10005	65000012	熊爪	15	10	1	1500
10005	65000012	熊爪	20	10	1	2000
10005	65000013	镇长钥匙	1	10	1	100
10005	65000013	镇长钥匙	3	10	1	300
10005	65000013	镇长钥匙	5	10	1	500
10005	65000013	镇长钥匙	10	10	1	1000
10005	65000013	镇长钥匙	15	10	1	1500
10005	65000013	镇长钥匙	20	10	1	2000
10005	65000014	盾牌残片	1	10	1	100
10005	65000014	盾牌残片	3	10	1	300
10005	65000014	盾牌残片	5	10	1	500
10005	65000014	盾牌残片	10	10	1	1000
10005	65000014	盾牌残片	15	10	1	1500
10005	65000014	盾牌残片	20	10	1	2000
10005	60000001	暗夜猫眼石	1	10	0	2000
10005	60000001	暗夜猫眼石	3	10	0	6000
10005	60000001	暗夜猫眼石	5	10	0	10000
10005	60000001	暗夜猫眼石	10	10	0	20000
10005	60000001	暗夜猫眼石	15	10	0	30000
10005	60000001	暗夜猫眼石	20	10	0	40000
10005	60000002	骷髅骨灰	1	10	0	2000
10005	60000002	骷髅骨灰	3	10	0	6000
10005	60000002	骷髅骨灰	5	10	0	10000
10005	60000002	骷髅骨灰	10	10	0	20000
10005	60000002	骷髅骨灰	15	10	0	30000
10005	60000002	骷髅骨灰	20	10	0	40000
10005	60000003	秘银碎屑	1	10	0	2000
10005	60000003	秘银碎屑	3	10	0	6000
10005	60000003	秘银碎屑	5	10	0	10000
10005	60000003	秘银碎屑	10	10	0	20000
10005	60000003	秘银碎屑	15	10	0	30000
10005	60000003	秘银碎屑	20	10	0	40000
10005	60000004	冰霜残迹	1	10	0	2000
10005	60000004	冰霜残迹	3	10	0	6000
10005	60000004	冰霜残迹	5	10	0	10000
10005	60000004	冰霜残迹	10	10	0	20000
10005	60000004	冰霜残迹	15	10	0	30000
10005	60000004	冰霜残迹	20	10	0	40000
10005	60000005	骷髅法师手骨	1	10	0	2000
10005	60000005	骷髅法师手骨	3	10	0	6000
10005	60000005	骷髅法师手骨	5	10	0	10000
10005	60000005	骷髅法师手骨	10	10	0	20000
10005	60000005	骷髅法师手骨	15	10	0	30000
10005	60000005	骷髅法师手骨	20	10	0	40000
10005	60000006	腐骨羊骨椎	1	10	0	2000
10005	60000006	腐骨羊骨椎	3	10	0	6000
10005	60000006	腐骨羊骨椎	5	10	0	10000
10005	60000006	腐骨羊骨椎	10	10	0	20000
10005	60000006	腐骨羊骨椎	15	10	0	30000
10005	60000006	腐骨羊骨椎	20	10	0	40000
10005	61000001	白巫女泪痕	1	10	0	10000
10005	61000001	白巫女泪痕	3	10	0	30000
10005	61000001	白巫女泪痕	5	10	0	50000
10005	61000001	白巫女泪痕	10	10	0	100000
10005	61000001	白巫女泪痕	15	10	0	150000
10005	61000001	白巫女泪痕	20	10	0	200000
10005	61000002	赤蝎尾针	1	10	0	10000
10005	61000002	赤蝎尾针	3	10	0	30000
10005	61000002	赤蝎尾针	5	10	0	50000
10005	61000002	赤蝎尾针	10	10	0	100000
10005	61000002	赤蝎尾针	15	10	0	150000
10005	61000002	赤蝎尾针	20	10	0	200000
10005	61000003	猩红毒针	1	10	0	10000
10005	61000003	猩红毒针	3	10	0	30000
10005	61000003	猩红毒针	5	10	0	50000
10005	61000003	猩红毒针	10	10	0	100000
10005	61000003	猩红毒针	15	10	0	150000
10005	61000003	猩红毒针	20	10	0	200000
10005	61000004	赤影元素	1	10	0	10000
10005	61000004	赤影元素	3	10	0	30000
10005	61000004	赤影元素	5	10	0	50000
10005	61000004	赤影元素	10	10	0	100000
10005	61000004	赤影元素	15	10	0	150000
10005	61000004	赤影元素	20	10	0	200000
10005	61000005	磨砂石	1	10	0	10000
10005	61000005	磨砂石	3	10	0	30000
10005	61000005	磨砂石	5	10	0	50000
10005	61000005	磨砂石	10	10	0	100000
10005	61000005	磨砂石	15	10	0	150000
10005	61000005	磨砂石	20	10	0	200000
10005	61000006	沙蚕丝	1	10	0	10000
10005	61000006	沙蚕丝	3	10	0	30000
10005	61000006	沙蚕丝	5	10	0	50000
10005	61000006	沙蚕丝	10	10	0	100000
10005	61000006	沙蚕丝	15	10	0	150000
10005	61000006	沙蚕丝	20	10	0	200000
10005	61000007	琥珀晶石	1	10	0	10000
10005	61000007	琥珀晶石	3	10	0	30000
10005	61000007	琥珀晶石	5	10	0	50000
10005	61000007	琥珀晶石	10	10	0	100000
10005	61000007	琥珀晶石	15	10	0	150000
10005	61000007	琥珀晶石	20	10	0	200000
10005	61000008	烈焰石	1	10	0	10000
10005	61000008	烈焰石	3	10	0	30000
10005	61000008	烈焰石	5	10	0	50000
10005	61000008	烈焰石	10	10	0	100000
10005	61000008	烈焰石	15	10	0	150000
10005	61000008	烈焰石	20	10	0	200000
10005	62000001	火精华	1	10	0	30000
10005	62000001	火精华	3	10	0	90000
10005	62000001	火精华	5	10	0	150000
10005	62000001	火精华	10	10	0	300000
10005	62000001	火精华	15	10	0	450000
10005	62000001	火精华	20	10	0	600000
10005	62000002	魔法师印章	1	10	0	30000
10005	62000002	魔法师印章	3	10	0	90000
10005	62000002	魔法师印章	5	10	0	150000
10005	62000002	魔法师印章	10	10	0	300000
10005	62000002	魔法师印章	15	10	0	450000
10005	62000002	魔法师印章	20	10	0	600000
10005	62000003	魔法溶解剂	1	10	0	30000
10005	62000003	魔法溶解剂	3	10	0	90000
10005	62000003	魔法溶解剂	5	10	0	150000
10005	62000003	魔法溶解剂	10	10	0	300000
10005	62000003	魔法溶解剂	15	10	0	450000
10005	62000003	魔法溶解剂	20	10	0	600000
10005	62000004	蓝白晶	1	10	0	30000
10005	62000004	蓝白晶	3	10	0	90000
10005	62000004	蓝白晶	5	10	0	150000
10005	62000004	蓝白晶	10	10	0	300000
10005	62000004	蓝白晶	15	10	0	450000
10005	62000004	蓝白晶	20	10	0	600000
10005	62000005	岩之气息	1	10	0	30000
10005	62000005	岩之气息	3	10	0	90000
10005	62000005	岩之气息	5	10	0	150000
10005	62000005	岩之气息	10	10	0	300000
10005	62000005	岩之气息	15	10	0	450000
10005	62000005	岩之气息	20	10	0	600000
10005	62000006	岩之精魄	1	10	0	30000
10005	62000006	岩之精魄	3	10	0	90000
10005	62000006	岩之精魄	5	10	0	150000
10005	62000006	岩之精魄	10	10	0	300000
10005	62000006	岩之精魄	15	10	0	450000
10005	62000006	岩之精魄	20	10	0	600000
10005	62000007	流地徽章	1	10	0	30000
10005	62000007	流地徽章	3	10	0	90000
10005	62000007	流地徽章	5	10	0	150000
10005	62000007	流地徽章	10	10	0	300000
10005	62000007	流地徽章	15	10	0	450000
10005	62000007	流地徽章	20	10	0	600000
10005	62000008	剔髓龙脊	1	10	0	30000
10005	62000008	剔髓龙脊	3	10	0	90000
10005	62000008	剔髓龙脊	5	10	0	150000
10005	62000008	剔髓龙脊	10	10	0	300000
10005	62000008	剔髓龙脊	15	10	0	450000
10005	62000008	剔髓龙脊	20	10	0	600000
10005	62000009	浪人的勇气	1	10	0	30000
10005	62000009	浪人的勇气	3	10	0	90000
10005	62000009	浪人的勇气	5	10	0	150000
10005	62000009	浪人的勇气	10	10	0	300000
10005	62000009	浪人的勇气	15	10	0	450000
10005	62000009	浪人的勇气	20	10	0	600000
10005	62000010	术愿之心	1	10	0	30000
10005	62000010	术愿之心	3	10	0	90000
10005	62000010	术愿之心	5	10	0	150000
10005	62000010	术愿之心	10	10	0	300000
10005	62000010	术愿之心	15	10	0	450000
10005	62000010	术愿之心	20	10	0	600000
10005	64000001	红袍碎片	1	10	0	50000
10005	64000001	红袍碎片	3	10	0	150000
10005	64000001	红袍碎片	5	10	0	250000
10005	64000001	红袍碎片	10	10	0	500000
10005	64000001	红袍碎片	15	10	0	750000
10005	64000001	红袍碎片	20	10	0	1000000
10005	64000002	时之沙	1	10	0	50000
10005	64000002	时之沙	3	10	0	150000
10005	64000002	时之沙	5	10	0	250000
10005	64000002	时之沙	10	10	0	500000
10005	64000002	时之沙	15	10	0	750000
10005	64000002	时之沙	20	10	0	1000000
10005	64000003	寒冰石	1	10	0	50000
10005	64000003	寒冰石	3	10	0	150000
10005	64000003	寒冰石	5	10	0	250000
10005	64000003	寒冰石	10	10	0	500000
10005	64000003	寒冰石	15	10	0	750000
10005	64000003	寒冰石	20	10	0	1000000
10005	64000004	落日岩浆	1	10	0	50000
10005	64000004	落日岩浆	3	10	0	150000
10005	64000004	落日岩浆	5	10	0	250000
10005	64000004	落日岩浆	10	10	0	500000
10005	64000004	落日岩浆	15	10	0	750000
10005	64000004	落日岩浆	20	10	0	1000000
10005	64000005	水晶矿脉	1	10	0	50000
10005	64000005	水晶矿脉	3	10	0	150000
10005	64000005	水晶矿脉	5	10	0	250000
10005	64000005	水晶矿脉	10	10	0	500000
10005	64000005	水晶矿脉	15	10	0	750000
10005	64000005	水晶矿脉	20	10	0	1000000
10005	64000006	有毒泥浆	1	10	0	50000
10005	64000006	有毒泥浆	3	10	0	150000
10005	64000006	有毒泥浆	5	10	0	250000
10005	64000006	有毒泥浆	10	10	0	500000
10005	64000006	有毒泥浆	15	10	0	750000
10005	64000006	有毒泥浆	20	10	0	1000000
10005	64000007	海洋珍珠	1	10	0	50000
10005	64000007	海洋珍珠	3	10	0	150000
10005	64000007	海洋珍珠	5	10	0	250000
10005	64000007	海洋珍珠	10	10	0	500000
10005	64000007	海洋珍珠	15	10	0	750000
10005	64000007	海洋珍珠	20	10	0	1000000
10005	64000008	龙骨碎片	1	10	0	50000
10005	64000008	龙骨碎片	3	10	0	150000
10005	64000008	龙骨碎片	5	10	0	250000
10005	64000008	龙骨碎片	10	10	0	500000
10005	64000008	龙骨碎片	15	10	0	750000
10005	64000008	龙骨碎片	20	10	0	1000000
10005	64000009	刀锋碎片	1	10	0	50000
10005	64000009	刀锋碎片	3	10	0	150000
10005	64000009	刀锋碎片	5	10	0	250000
10005	64000009	刀锋碎片	10	10	0	500000
10005	64000009	刀锋碎片	15	10	0	750000
10005	64000009	刀锋碎片	20	10	0	1000000
10005	64000010	戈壁石	1	10	0	50000
10005	64000010	戈壁石	3	10	0	150000
10005	64000010	戈壁石	5	10	0	250000
10005	64000010	戈壁石	10	10	0	500000
10005	64000010	戈壁石	15	10	0	750000
10005	64000010	戈壁石	20	10	0	1000000
10005	64000011	燃烧心脏	1	10	0	50000
10005	64000011	燃烧心脏	3	10	0	150000
10005	64000011	燃烧心脏	5	10	0	250000
10005	64000011	燃烧心脏	10	10	0	500000
10005	64000011	燃烧心脏	15	10	0	750000
10005	64000011	燃烧心脏	20	10	0	1000000
10005	64000012	龙人鳞片	1	10	0	50000
10005	64000012	龙人鳞片	3	10	0	150000
10005	64000012	龙人鳞片	5	10	0	250000
10005	64000012	龙人鳞片	10	10	0	500000
10005	64000012	龙人鳞片	15	10	0	750000
10005	64000012	龙人鳞片	20	10	0	1000000
10005	65000001	龙人之眼	1	10	0	100000
10005	65000001	龙人之眼	3	10	0	300000
10005	65000001	龙人之眼	5	10	0	500000
10005	65000001	龙人之眼	10	10	0	1000000
10005	65000001	龙人之眼	15	10	0	1500000
10005	65000001	龙人之眼	20	10	0	2000000
10005	65000002	有毒药剂	1	10	0	100000
10005	65000002	有毒药剂	3	10	0	300000
10005	65000002	有毒药剂	5	10	0	500000
10005	65000002	有毒药剂	10	10	0	1000000
10005	65000002	有毒药剂	15	10	0	1500000
10005	65000002	有毒药剂	20	10	0	2000000
10005	65000003	古董瓷器	1	10	0	100000
10005	65000003	古董瓷器	3	10	0	300000
10005	65000003	古董瓷器	5	10	0	500000
10005	65000003	古董瓷器	10	10	0	1000000
10005	65000003	古董瓷器	15	10	0	1500000
10005	65000003	古董瓷器	20	10	0	2000000
10005	65000004	破损的墙砖	1	10	0	100000
10005	65000004	破损的墙砖	3	10	0	300000
10005	65000004	破损的墙砖	5	10	0	500000
10005	65000004	破损的墙砖	10	10	0	1000000
10005	65000004	破损的墙砖	15	10	0	1500000
10005	65000004	破损的墙砖	20	10	0	2000000
10005	65000005	世界之树碎片	1	10	0	100000
10005	65000005	世界之树碎片	3	10	0	300000
10005	65000005	世界之树碎片	5	10	0	500000
10005	65000005	世界之树碎片	10	10	0	1000000
10005	65000005	世界之树碎片	15	10	0	1500000
10005	65000005	世界之树碎片	20	10	0	2000000
10005	65000006	猎人的徽章	1	10	0	100000
10005	65000006	猎人的徽章	3	10	0	300000
10005	65000006	猎人的徽章	5	10	0	500000
10005	65000006	猎人的徽章	10	10	0	1000000
10005	65000006	猎人的徽章	15	10	0	1500000
10005	65000006	猎人的徽章	20	10	0	2000000
10005	65000007	鲛人丝绸	1	10	0	100000
10005	65000007	鲛人丝绸	3	10	0	300000
10005	65000007	鲛人丝绸	5	10	0	500000
10005	65000007	鲛人丝绸	10	10	0	1000000
10005	65000007	鲛人丝绸	15	10	0	1500000
10005	65000007	鲛人丝绸	20	10	0	2000000
10005	65000008	金色嫩草	1	10	0	100000
10005	65000008	金色嫩草	3	10	0	300000
10005	65000008	金色嫩草	5	10	0	500000
10005	65000008	金色嫩草	10	10	0	1000000
10005	65000008	金色嫩草	15	10	0	1500000
10005	65000008	金色嫩草	20	10	0	2000000
10005	65000009	海洋精魄	1	10	0	100000
10005	65000009	海洋精魄	3	10	0	300000
10005	65000009	海洋精魄	5	10	0	500000
10005	65000009	海洋精魄	10	10	0	1000000
10005	65000009	海洋精魄	15	10	0	1500000
10005	65000009	海洋精魄	20	10	0	2000000
10005	65000010	精灵翅膀	1	10	0	100000
10005	65000010	精灵翅膀	3	10	0	300000
10005	65000010	精灵翅膀	5	10	0	500000
10005	65000010	精灵翅膀	10	10	0	1000000
10005	65000010	精灵翅膀	15	10	0	1500000
10005	65000010	精灵翅膀	20	10	0	2000000
10005	65000011	燃烧之血	1	10	0	100000
10005	65000011	燃烧之血	3	10	0	300000
10005	65000011	燃烧之血	5	10	0	500000
10005	65000011	燃烧之血	10	10	0	1000000
10005	65000011	燃烧之血	15	10	0	1500000
10005	65000011	燃烧之血	20	10	0	2000000
10005	65000012	熊爪	1	10	0	100000
10005	65000012	熊爪	3	10	0	300000
10005	65000012	熊爪	5	10	0	500000
10005	65000012	熊爪	10	10	0	1000000
10005	65000012	熊爪	15	10	0	1500000
10005	65000012	熊爪	20	10	0	2000000
10005	65000013	镇长钥匙	1	10	0	100000
10005	65000013	镇长钥匙	3	10	0	300000
10005	65000013	镇长钥匙	5	10	0	500000
10005	65000013	镇长钥匙	10	10	0	1000000
10005	65000013	镇长钥匙	15	10	0	1500000
10005	65000013	镇长钥匙	20	10	0	2000000
10005	65000014	盾牌残片	1	10	0	100000
10005	65000014	盾牌残片	3	10	0	300000
10005	65000014	盾牌残片	5	10	0	500000
10005	65000014	盾牌残片	10	10	0	1000000
10005	65000014	盾牌残片	15	10	0	1500000
10005	65000014	盾牌残片	20	10	0	2000000
20001	51101000	剑客图纸	1	10	1	10
20001	51111000	狂战图纸	1	10	1	10
20001	51121000	鬼阵图纸	1	10	1	10
20001	51131000	魔剑士图纸	1	10	1	10
20001	51201000	枪炮师图纸	1	10	1	10
20001	51211000	神枪手图纸	1	10	1	10
20001	51221000	弹药专家图纸	1	10	1	10
20001	51301000	拳法家图纸	1	10	1	10
20001	51311000	流氓图纸	1	10	1	10
20001	51321000	气功师图纸	1	10	1	10
20001	51401000	战斗法师图纸	1	10	1	10
20001	51411000	元素法师图纸	1	10	1	10
20001	51101000	剑客图纸	1	10	0	10000
20001	51111000	狂战图纸	1	10	0	10000
20001	51121000	鬼阵图纸	1	10	0	10000
20001	51131000	魔剑士图纸	1	10	0	10000
20001	51201000	枪炮师图纸	1	10	0	10000
20001	51211000	神枪手图纸	1	10	0	10000
20001	51221000	弹药专家图纸	1	10	0	10000
20001	51301000	拳法家图纸	1	10	0	10000
20001	51311000	流氓图纸	1	10	0	10000
20001	51321000	气功师图纸	1	10	0	10000
20001	51401000	战斗法师图纸	1	10	0	10000
20001	51411000	元素法师图纸	1	10	0	10000
20001	51231000		1	10	1	10
20001	51231000		1	10	0	10000
20002	51101000	剑客图纸	1	10	1	10
20002	51111000	狂战图纸	1	10	1	10
20002	51121000	鬼阵图纸	1	10	1	10
20002	51131000	魔剑士图纸	1	10	1	10
20002	51201000	枪炮师图纸	1	10	1	10
20002	51211000	神枪手图纸	1	10	1	10
20002	51221000	弹药专家图纸	1	10	1	10
20002	51301000	拳法家图纸	1	10	1	10
20002	51311000	流氓图纸	1	10	1	10
20002	51321000	气功师图纸	1	10	1	10
20002	51401000	战斗法师图纸	1	10	1	10
20002	51411000	元素法师图纸	1	10	1	10
20002	52101000	剑客图纸	1	10	1	100
20002	52111000	狂战图纸	1	10	1	100
20002	52121000	鬼阵图纸	1	10	1	100
20002	52131000	魔剑士图纸	1	10	1	100
20002	52201000	枪炮师图纸	1	10	1	100
20002	52211000	神枪手图纸	1	10	1	100
20002	52221000	弹药专家图纸	1	10	1	100
20002	52301000	拳法家图纸	1	10	1	100
20002	52311000	流氓图纸	1	10	1	100
20002	52321000	气功师图纸	1	10	1	100
20002	52401000	战斗法师图纸	1	10	1	100
20002	52411000	元素法师图纸	1	10	1	100
20002	51101000	剑客图纸	1	10	0	10000
20002	51111000	狂战图纸	1	10	0	10000
20002	51121000	鬼阵图纸	1	10	0	10000
20002	51131000	魔剑士图纸	1	10	0	10000
20002	51201000	枪炮师图纸	1	10	0	10000
20002	51211000	神枪手图纸	1	10	0	10000
20002	51221000	弹药专家图纸	1	10	0	10000
20002	51301000	拳法家图纸	1	10	0	10000
20002	51311000	流氓图纸	1	10	0	10000
20002	51321000	气功师图纸	1	10	0	10000
20002	51401000	战斗法师图纸	1	10	0	10000
20002	51411000	元素法师图纸	1	10	0	10000
20002	52101000	剑客图纸	1	10	0	100000
20002	52111000	狂战图纸	1	10	0	100000
20002	52121000	鬼阵图纸	1	10	0	100000
20002	52131000	魔剑士图纸	1	10	0	100000
20002	52201000	枪炮师图纸	1	10	0	100000
20002	52211000	神枪手图纸	1	10	0	100000
20002	52221000	弹药专家图纸	1	10	0	100000
20002	52301000	拳法家图纸	1	10	0	100000
20002	52311000	流氓图纸	1	10	0	100000
20002	52321000	气功师图纸	1	10	0	100000
20002	52401000	战斗法师图纸	1	10	0	100000
20002	52411000	元素法师图纸	1	10	0	100000
20002	51231000		1	10	1	10
20002	51231000		1	10	0	10000
20002	52231000		1	10	1	100
20002	52231000		1	10	0	100000
20003	51101000	剑客图纸	1	10	1	10
20003	51111000	狂战图纸	1	10	1	10
20003	51121000	鬼阵图纸	1	10	1	10
20003	51131000	魔剑士图纸	1	10	1	10
20003	51201000	枪炮师图纸	1	10	1	10
20003	51211000	神枪手图纸	1	10	1	10
20003	51221000	弹药专家图纸	1	10	1	10
20003	51301000	拳法家图纸	1	10	1	10
20003	51311000	流氓图纸	1	10	1	10
20003	51321000	气功师图纸	1	10	1	10
20003	51401000	战斗法师图纸	1	10	1	10
20003	51411000	元素法师图纸	1	10	1	10
20003	52101000	剑客图纸	1	10	1	100
20003	52111000	狂战图纸	1	10	1	100
20003	52121000	鬼阵图纸	1	10	1	100
20003	52131000	魔剑士图纸	1	10	1	100
20003	52201000	枪炮师图纸	1	10	1	100
20003	52211000	神枪手图纸	1	10	1	100
20003	52221000	弹药专家图纸	1	10	1	100
20003	52301000	拳法家图纸	1	10	1	100
20003	52311000	流氓图纸	1	10	1	100
20003	52321000	气功师图纸	1	10	1	100
20003	52401000	战斗法师图纸	1	10	1	100
20003	52411000	元素法师图纸	1	10	1	100
20003	53101000	剑客图纸	1	10	1	500
20003	53111000	狂战图纸	1	10	1	500
20003	53121000	鬼阵图纸	1	10	1	500
20003	53131000	魔剑士图纸	1	10	1	500
20003	53201000	枪炮师图纸	1	10	1	500
20003	53211000	神枪手图纸	1	10	1	500
20003	53221000	弹药专家图纸	1	10	1	500
20003	53301000	拳法家图纸	1	10	1	500
20003	53311000	流氓图纸	1	10	1	500
20003	53321000	气功师图纸	1	10	1	500
20003	53401000	战斗法师图纸	1	10	1	500
20003	53411000	元素法师图纸	1	10	1	500
20003	51101000	剑客图纸	1	10	0	10000
20003	51111000	狂战图纸	1	10	0	10000
20003	51121000	鬼阵图纸	1	10	0	10000
20003	51131000	魔剑士图纸	1	10	0	10000
20003	51201000	枪炮师图纸	1	10	0	10000
20003	51211000	神枪手图纸	1	10	0	10000
20003	51221000	弹药专家图纸	1	10	0	10000
20003	51301000	拳法家图纸	1	10	0	10000
20003	51311000	流氓图纸	1	10	0	10000
20003	51321000	气功师图纸	1	10	0	10000
20003	51401000	战斗法师图纸	1	10	0	10000
20003	51411000	元素法师图纸	1	10	0	10000
20003	52101000	剑客图纸	1	10	0	100000
20003	52111000	狂战图纸	1	10	0	100000
20003	52121000	鬼阵图纸	1	10	0	100000
20003	52131000	魔剑士图纸	1	10	0	100000
20003	52201000	枪炮师图纸	1	10	0	100000
20003	52211000	神枪手图纸	1	10	0	100000
20003	52221000	弹药专家图纸	1	10	0	100000
20003	52301000	拳法家图纸	1	10	0	100000
20003	52311000	流氓图纸	1	10	0	100000
20003	52321000	气功师图纸	1	10	0	100000
20003	52401000	战斗法师图纸	1	10	0	100000
20003	52411000	元素法师图纸	1	10	0	100000
20003	53101000	剑客图纸	1	10	0	500000
20003	53111000	狂战图纸	1	10	0	500000
20003	53121000	鬼阵图纸	1	10	0	500000
20003	53131000	魔剑士图纸	1	10	0	500000
20003	53201000	枪炮师图纸	1	10	0	500000
20003	53211000	神枪手图纸	1	10	0	500000
20003	53221000	弹药专家图纸	1	10	0	500000
20003	53301000	拳法家图纸	1	10	0	500000
20003	53311000	流氓图纸	1	10	0	500000
20003	53321000	气功师图纸	1	10	0	500000
20003	53401000	战斗法师图纸	1	10	0	500000
20003	53411000	元素法师图纸	1	10	0	500000
20003	51231000		1	10	1	10
20003	51231000		1	10	0	10000
20003	52231000		1	10	1	100
20003	52231000		1	10	0	100000
20003	53231000		1	10	1	500
20003	53231000		1	10	0	500000
20004	51101000	剑客图纸	1	10	1	10
20004	51111000	狂战图纸	1	10	1	10
20004	51121000	鬼阵图纸	1	10	1	10
20004	51131000	魔剑士图纸	1	10	1	10
20004	51201000	枪炮师图纸	1	10	1	10
20004	51211000	神枪手图纸	1	10	1	10
20004	51221000	弹药专家图纸	1	10	1	10
20004	51301000	拳法家图纸	1	10	1	10
20004	51311000	流氓图纸	1	10	1	10
20004	51321000	气功师图纸	1	10	1	10
20004	51401000	战斗法师图纸	1	10	1	10
20004	51411000	元素法师图纸	1	10	1	10
20004	52101000	剑客图纸	1	10	1	100
20004	52111000	狂战图纸	1	10	1	100
20004	52121000	鬼阵图纸	1	10	1	100
20004	52131000	魔剑士图纸	1	10	1	100
