技能索引	类型	技能树上的显示位置	动画资源名	图标	天赋名称	职业所属	等级	升级所需等级	所需金币	材料1	材料1数量	材料2	材料2数量	降低冷却	增加物理伤害比例	增加魔法伤害比例	增加物理固定伤害	增加魔法固定伤害	增加物理暴击值	增加魔法暴击值	增加命中值	附加BUFF	技能消耗能量	技能说明	附加效果描述	增加生命	增加物理攻击	增加物理防御	增加魔法攻击	增加魔法防御	增加物理抗暴击	增加魔法抗暴击	增加物理暴击	增加魔法暴击	增加格挡率	增加格挡值	增加命中率	血球回复率
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	28	34	0	72000001	18	73000001	9	0	0	0	0	5376	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]5376;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	29	34	0	72000001	18	73000001	10	0	0	0	0	5568	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]5568;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	30	35	0	72000001	19	73000001	10	0	0	0	0	5760	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]5760;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	31	35	0	72000001	20	73000001	10	0	0	0	0	5952	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]5952;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	32	36	0	72000001	20	73000001	11	0	0	0	0	6144	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]6144;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	33	36	0	72000001	21	73000001	11	0	0	0	0	6336	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]6336;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	34	37	0	72000001	21	73000001	11	0	0	0	0	6528	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]6528;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	35	37	0	72000001	22	73000001	11	0	0	0	0	6720	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]6720;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	36	38	0	72000001	23	73000001	12	0	0	0	0	6912	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]6912;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	37	38	0	72000001	23	73000001	12	0	0	0	0	7104	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]7104;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	38	39	0	72000001	24	73000001	12	0	0	0	0	7296	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]7296;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	39	39	0	72000001	25	73000001	13	0	0	0	0	7488	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]7488;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	40	40	0	72000001	25	73000001	13	0	0	0	0	7680	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]7680;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	41	41	0	73000001	14	74000001	9	0	0	0	0	7872	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]7872;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	42	42	0	73000001	14	74000001	9	0	0	0	0	8064	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]8064;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	43	43	0	73000001	15	74000001	10	0	0	0	0	8256	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]8256;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	44	44	0	73000001	16	74000001	10	0	0	0	0	8448	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]8448;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	45	45	0	73000001	16	74000001	11	0	0	0	0	8640	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]8640;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	46	46	0	73000001	17	74000001	11	0	0	0	0	8832	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]8832;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	47	47	0	73000001	17	74000001	12	0	0	0	0	9024	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]9024;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	48	48	0	73000001	18	74000001	12	0	0	0	0	9216	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]9216;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	49	49	0	73000001	19	74000001	12	0	0	0	0	9408	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]9408;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	50	50	0	73000001	19	74000001	13	0	0	0	0	9600	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]9600;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	51	51	0	73000001	20	74000001	13	0	0	0	0	9792	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]9792;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	52	52	0	73000001	21	74000001	14	0	0	0	0	9984	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]9984;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	53	53	0	73000001	21	74000001	14	0	0	0	0	10176	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]10176;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	54	54	0	73000001	22	74000001	14	0	0	0	0	10368	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]10368;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	55	55	0	73000001	22	74000001	15	0	0	0	0	10560	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]10560;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	56	56	0	73000001	23	74000001	15	0	0	0	0	10752	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]10752;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	57	57	0	73000001	24	74000001	16	0	0	0	0	10944	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]10944;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	58	58	0	73000001	24	74000001	16	0	0	0	0	11136	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]11136;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	59	59	0	73000001	25	74000001	16	0	0	0	0	11328	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]11328;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	60	60	0	73000001	26	74000001	17	0	0	0	0	11520	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]11520;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	61	61	0	74000001	18	75000001	9	0	0	0	0	11712	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]11712;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	62	62	0	74000001	19	75000001	10	0	0	0	0	11904	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]11904;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	63	63	0	74000001	20	75000001	10	0	0	0	0	12096	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]12096;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	64	64	0	74000001	22	75000001	11	0	0	0	0	12288	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]12288;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	65	65	0	74000001	23	75000001	11	0	0	0	0	12480	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]12480;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	66	66	0	74000001	24	75000001	12	0	0	0	0	12672	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]12672;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	67	67	0	74000001	25	75000001	13	0	0	0	0	12864	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]12864;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	68	68	0	74000001	27	75000001	13	0	0	0	0	13056	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]13056;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	69	69	0	74000001	28	75000001	14	0	0	0	0	13248	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]13248;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	70	70	0	74000001	29	75000001	14	0	0	0	0	13440	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]13440;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	71	71	0	74000001	30	75000001	15	0	0	0	0	13632	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]13632;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	72	72	0	74000001	31	75000001	16	0	0	0	0	13824	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]13824;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	73	73	0	74000001	33	75000001	16	0	0	0	0	14016	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]14016;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	74	74	0	74000001	34	75000001	17	0	0	0	0	14208	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]14208;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	75	75	0	74000001	35	75000001	17	0	0	0	0	14400	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]14400;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	76	76	0	74000001	36	75000001	18	0	0	0	0	14592	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]14592;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	77	77	0	74000001	38	75000001	19	0	0	0	0	14784	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]14784;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	78	78	0	74000001	39	75000001	19	0	0	0	0	14976	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]14976;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	79	79	0	74000001	40	75000001	20	0	0	0	0	15168	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]15168;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	80	80	0	74000001	41	75000001	20	0	0	0	0	15360	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]15360;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	81	81	0	74000001	42	75000001	21	0	0	0	0	15552	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]15552;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	82	82	0	74000001	44	75000001	22	0	0	0	0	15744	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]15744;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	83	83	0	74000001	45	75000001	22	0	0	0	0	15936	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]15936;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	84	84	0	74000001	46	75000001	23	0	0	0	0	16128	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]16128;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	85	85	0	74000001	47	75000001	23	0	0	0	0	16320	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]16320;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	86	86	0	74000001	49	75000001	24	0	0	0	0	16512	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]16512;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	87	87	0	74000001	50	75000001	25	0	0	0	0	16704	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]16704;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	88	88	0	74000001	51	75000001	25	0	0	0	0	16896	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]16896;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	89	89	0	74000001	52	75000001	26	0	0	0	0	17088	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]17088;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	90	90	0	74000001	53	75000001	26	0	0	0	0	17280	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]17280;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	91	91	0	74000001	55	75000001	27	0	0	0	0	17472	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]17472;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	92	92	0	74000001	56	75000001	28	0	0	0	0	17664	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]17664;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	93	93	0	74000001	57	75000001	28	0	0	0	0	17856	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]17856;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	94	94	0	74000001	58	75000001	29	0	0	0	0	18048	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]18048;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	95	95	0	74000001	60	75000001	29	0	0	0	0	18240	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]18240;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	96	96	0	74000001	61	75000001	30	0	0	0	0	18432	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]18432;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	97	97	0	74000001	62	75000001	31	0	0	0	0	18624	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]18624;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	98	98	0	74000001	63	75000001	31	0	0	0	0	18816	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]18816;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	99	99	0	74000001	64	75000001	32	0	0	0	0	19008	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]19008;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10201	2	3	0	item_skill_6001.png	魔影盛宴	20	100	100	0	74000001	66	75000001	32	0	0	0	0	19200	0	0	0	0	0	[txt:size=18 color=white]增加加农炮固定伤害：[txt:size=18 color=green]19200;[txt:size=18 color=white]天赋等级越高可蓄力的时间越长。		0	0	0	0	0	0	0	0	0	0	0	0	0
10202	11	1	0	item_skill_6014.png	灵魂献祭	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色生命值		0	0	0	0	0	0	0	0	0	0	0	0	0
10202	11	1	0	item_skill_6014.png	灵魂献祭	20	1	10	0	71000001	2	72000001	1	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色生命值[txt:size=18 color=green]996[txt:size=18 color=white]点。		996	0	0	0	0	0	0	0	0	0	0	0	0
10202	11	1	0	item_skill_6014.png	灵魂献祭	20	2	10	0	71000001	3	72000001	2	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色生命值[txt:size=18 color=green]1158[txt:size=18 color=white]点。		1158	0	0	0	0	0	0	0	0	0	0	0	0
10202	11	1	0	item_skill_6014.png	灵魂献祭	20	3	10	0	71000001	4	72000001	2	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色生命值[txt:size=18 color=green]1335[txt:size=18 color=white]点。		1335	0	0	0	0	0	0	0	0	0	0	0	0
10202	11	1	0	item_skill_6014.png	灵魂献祭	20	4	10	0	71000001	5	72000001	3	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色生命值[txt:size=18 color=green]1528[txt:size=18 color=white]点。		1528	0	0	0	0	0	0	0	0	0	0	0	0
10202	11	1	0	item_skill_6014.png	灵魂献祭	20	5	10	0	71000001	6	72000001	4	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色生命值[txt:size=18 color=green]1736[txt:size=18 color=white]点。		1736	0	0	0	0	0	0	0	0	0	0	0	0
10202	11	1	0	item_skill_6014.png	灵魂献祭	20	6	10	0	71000001	7	72000001	4	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色生命值[txt:size=18 color=green]1960[txt:size=18 color=white]点。		1960	0	0	0	0	0	0	0	0	0	0	0	0
10202	11	1	0	item_skill_6014.png	灵魂献祭	20	7	10	0	71000001	8	72000001	5	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色生命值[txt:size=18 color=green]2201[txt:size=18 color=white]点。		2201	0	0	0	0	0	0	0	0	0	0	0	0
10202	11	1	0	item_skill_6014.png	灵魂献祭	20	8	10	0	71000001	9	72000001	5	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色生命值[txt:size=18 color=green]2459[txt:size=18 color=white]点。		2459	0	0	0	0	0	0	0	0	0	0	0	0
10202	11	1	0	item_skill_6014.png	灵魂献祭	20	9	10	0	71000001	10	72000001	6	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色生命值[txt:size=18 color=green]2734[txt:size=18 color=white]点。		2734	0	0	0	0	0	0	0	0	0	0	0	0
10202	11	1	0	item_skill_6014.png	灵魂献祭	20	10	10	0	71000001	11	72000001	7	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色生命值[txt:size=18 color=green]3026[txt:size=18 color=white]点。		3026	0	0	0	0	0	0	0	0	0	0	0	0
10202	11	1	0	item_skill_6014.png	灵魂献祭	20	11	11	0	71000001	12	72000001	7	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色生命值[txt:size=18 color=green]3336[txt:size=18 color=white]点。		3336	0	0	0	0	0	0	0	0	0	0	0	0
