任务ID	前置ID	任务名称	任务类型	场景ID	任务方式	任务条件1	任务条件2	等级	最高等级	职业	是否自动接取	是否可放弃	接任务NPC	交任务NPC	接任务对话	交任务对话	任务描述	完成奖励金钱	完成奖励钻石	完成奖励经验	完成奖励体力	完成奖励物品	完成奖励卡牌	奖励武器
10003005	0	成长的回报	1	0	3	5	0	0	999	0	0	0	0	0	0	0	主角等级达到5级	0	0	0	0	71000001:40:0:0:0;72000001:40:0:0:0;		
10003010	10003005	成长的回报	1	0	3	10	0	0	999	0	0	0	0	0	0	0	主角等级达到10级	0	0	0	0	71000001:100:0:0:0;72000001:100:0:0:0;		
10003011	10003010	成长的回报	1	0	3	15	0	0	999	0	0	0	0	0	0	0	主角等级达到15级	0	0	0	0	20000019:1:0:0:10;20000020:1:0:0:20;20000041:1:0:0:30;20000051:1:0:0:43;		
10003012	10003011	成长的回报	1	0	3	20	0	0	999	0	0	0	0	0	0	0	主角等级达到20级	0	0	0	0	20000008:20:0:0:0;72000001:100:0:0:0;		
10003013	10003012	成长的回报	1	0	3	25	0	0	999	0	0	0	0	0	0	0	主角等级达到25级	0	25	0	0	91000001:5:0:0:0;72000003:1:0:0:0		
10003014	10003013	成长的回报	1	0	3	30	0	0	999	0	0	0	0	0	0	0	主角等级达到30级	0	0	0	0	20000009:15:0:0:0;73000001:100:0:0:0;		
10003015	10003014	成长的回报	1	0	3	35	0	0	999	0	0	0	0	0	0	0	主角等级达到35级	0	25	0	0	20000010:10:0:0:0;		
10003016	10003015	成长的回报	1	0	3	40	0	0	999	0	0	0	0	0	0	0	主角等级达到40级	0	0	0	0	72000001:100:0:0:0;		
10003017	10003016	成长的回报	1	0	3	45	0	0	999	0	0	0	0	0	0	0	主角等级达到45级	0	50	0	0	20000013:5:0:0:0;		
10003018	10003017	成长的回报	1	0	3	50	0	0	999	0	0	0	0	0	0	0	主角等级达到50级	0	0	0	0	20000029:1:0:0:0;73000001:100:0:0:0;		
10003019	10003018	成长的回报	1	0	3	55	0	0	999	0	0	0	0	0	0	0	主角等级达到55级	0	50	0	0	20000010:5:0:0:0;		
10003020	10003019	成长的回报	1	0	3	60	0	0	999	0	0	0	0	0	0	0	主角等级达到60级	0	0	0	0	20000013:5:0:0:0;74000001:40:0:0:0;		
10003021	10003020	成长的回报	1	0	3	65	0	0	999	0	0	0	0	0	0	0	主角等级达到65级	0	50	0	0	20000011:5:0:0:0;		
10003022	10003021	成长的回报	1	0	3	70	0	0	999	0	0	0	0	0	0	0	主角等级达到70级	0	0	0	0	20000013:5:0:0:0;73000001:100:0:0:0;		
10003023	10003022	成长的回报	1	0	3	75	0	0	999	0	0	0	0	0	0	0	主角等级达到75级	0	75	0	0	20000013:5:0:0:0;		
10003024	10003023	成长的回报	1	0	3	80	0	0	999	0	0	0	0	0	0	0	主角等级达到80级	0	0	0	0	20000013:10:0:0:0;74000001:40:0:0:0;		
10003025	10003024	成长的回报	1	0	3	85	0	0	999	0	0	0	0	0	0	0	主角等级达到85级	0	75	0	0	20000012:5:0:0:0;		
10003026	10003025	成长的回报	1	0	3	90	0	0	999	0	0	0	0	0	0	0	主角等级达到90级	0	0	0	0	20000012:5:0:0:0;75000001:40:0:0:0;		
10003027	10003026	成长的回报	1	0	3	95	0	0	999	0	0	0	0	0	0	0	主角等级达到95级	0	100	0	0	20000012:5:0:0:0;		
10003028	10003027	成长的回报	1	0	3	100	0	0	999	0	0	0	0	0	0	0	主角等级达到100级	0	100	0	0	20000012:5:0:0:0;74000001:20:0:0:0;75000001:20:0:0:0;		
10004001	0	英雄联盟	1	0	4	1	0	10	999	0	0	0	0	0	0	0	招募1名不同英雄	2000	0	0	0	10000004:1:0:0:0		
10004002	10004001	英雄联盟	1	0	4	2	0	10	999	0	0	0	0	0	0	0	招募2名不同英雄	2200	0	0	0	10000004:1:0:0:0		
10004003	10004002	英雄联盟	1	0	4	3	0	10	999	0	0	0	0	0	0	0	招募3名不同英雄	2400	0	0	0	10000004:1:0:0:0		
10004004	10004003	英雄联盟	1	0	4	4	0	10	999	0	0	0	0	0	0	0	招募4名不同英雄	2600	0	0	0	10000004:1:0:0:0		
10004005	10004004	英雄联盟	1	0	4	5	0	10	999	0	0	0	0	0	0	0	招募5名不同英雄	2800	0	0	0	10000004:1:0:0:0		
10004006	10004005	英雄联盟	1	0	4	6	0	10	999	0	0	0	0	0	0	0	招募6名不同英雄	3000	0	0	0	10000004:1:0:0:0		
10004007	10004006	英雄联盟	1	0	4	7	0	10	999	0	0	0	0	0	0	0	招募7名不同英雄	3200	0	0	0	10000004:1:0:0:0		
10004008	10004007	英雄联盟	1	0	4	8	0	10	999	0	0	0	0	0	0	0	招募8名不同英雄	3400	0	0	0	10000004:1:0:0:0		
10004009	10004008	英雄联盟	1	0	4	9	0	10	999	0	0	0	0	0	0	0	招募9名不同英雄	3600	0	0	0	10000004:1:0:0:0		
10004010	10004009	英雄联盟	1	0	4	10	0	10	999	0	0	0	0	0	0	0	招募10名不同英雄	3800	0	0	0	10000004:1:0:0:0		
10004011	10004010	英雄联盟	1	0	4	11	0	10	999	0	0	0	0	0	0	0	招募11名不同英雄	4000	0	0	0	10000004:1:0:0:0		
10004012	10004011	英雄联盟	1	0	4	12	0	10	999	0	0	0	0	0	0	0	招募12名不同英雄	4200	0	0	0	10000004:1:0:0:0		
10004013	10004012	英雄联盟	1	0	4	13	0	10	999	0	0	0	0	0	0	0	招募13名不同英雄	4400	0	0	0	10000004:1:0:0:0		
10004014	10004013	英雄联盟	1	0	4	14	0	10	999	0	0	0	0	0	0	0	招募14名不同英雄	4600	0	0	0	10000004:1:0:0:0		
10004015	10004014	英雄联盟	1	0	4	15	0	10	999	0	0	0	0	0	0	0	招募15名不同英雄	4800	0	0	0	10000004:1:0:0:0		
10004016	10004015	英雄联盟	1	0	4	16	0	10	999	0	0	0	0	0	0	0	招募16名不同英雄	5000	0	0	0	10000004:1:0:0:0		
10004017	10004016	英雄联盟	1	0	4	17	0	10	999	0	0	0	0	0	0	0	招募17名不同英雄	5200	0	0	0	10000004:1:0:0:0		
10004018	10004017	英雄联盟	1	0	4	18	0	10	999	0	0	0	0	0	0	0	招募18名不同英雄	5400	0	0	0	10000004:1:0:0:0		
10004019	10004018	英雄联盟	1	0	4	19	0	10	999	0	0	0	0	0	0	0	招募19名不同英雄	5600	0	0	0	10000004:1:0:0:0		
10004020	10004019	英雄联盟	1	0	4	20	0	10	999	0	0	0	0	0	0	0	招募20名不同英雄	5800	0	0	0	10000004:1:0:0:0		
10004021	10004020	英雄联盟	1	0	4	21	0	10	999	0	0	0	0	0	0	0	招募21名不同英雄	6000	0	0	0	10000004:1:0:0:0		
10004022	10004021	英雄联盟	1	0	4	22	0	10	999	0	0	0	0	0	0	0	招募22名不同英雄	6200	0	0	0	10000004:1:0:0:0		
10004023	10004022	英雄联盟	1	0	4	23	0	10	999	0	0	0	0	0	0	0	招募23名不同英雄	6400	0	0	0	10000004:1:0:0:0		
10004024	10004023	英雄联盟	1	0	4	24	0	10	999	0	0	0	0	0	0	0	招募24名不同英雄	6600	0	0	0	10000004:1:0:0:0		
10004025	10004024	英雄联盟	1	0	4	25	0	10	999	0	0	0	0	0	0	0	招募25名不同英雄	6800	0	0	0	10000004:1:0:0:0		
10004026	10004025	英雄联盟	1	0	4	26	0	10	999	0	0	0	0	0	0	0	招募26名不同英雄	7000	0	0	0	10000004:1:0:0:0		
10004027	10004026	英雄联盟	1	0	4	27	0	10	999	0	0	0	0	0	0	0	招募27名不同英雄	7200	0	0	0	10000004:1:0:0:0		
10004028	10004027	英雄联盟	1	0	4	28	0	10	999	0	0	0	0	0	0	0	招募28名不同英雄	7400	0	0	0	10000004:1:0:0:0		
10004029	10004028	英雄联盟	1	0	4	29	0	10	999	0	0	0	0	0	0	0	招募29名不同英雄	7600	0	0	0	10000004:1:0:0:0		
10004030	10004029	英雄联盟	1	0	4	30	0	10	999	0	0	0	0	0	0	0	招募30名不同英雄	7800	0	0	0	10000004:1:0:0:0		
10004031	10004030	英雄联盟	1	0	4	31	0	10	999	0	0	0	0	0	0	0	招募31名不同英雄	8000	0	0	0	10000004:1:0:0:0		
10004032	10004031	英雄联盟	1	0	4	32	0	10	999	0	0	0	0	0	0	0	招募32名不同英雄	8200	0	0	0	10000004:1:0:0:0		
10004033	10004032	英雄联盟	1	0	4	33	0	10	999	0	0	0	0	0	0	0	招募33名不同英雄	8400	0	0	0	10000004:1:0:0:0		
10004034	10004033	英雄联盟	1	0	4	34	0	10	999	0	0	0	0	0	0	0	招募34名不同英雄	8600	0	0	0	10000004:1:0:0:0		
10004035	10004034	英雄联盟	1	0	4	35	0	10	999	0	0	0	0	0	0	0	招募35名不同英雄	8800	0	0	0	10000004:1:0:0:0		
10004036	10004035	英雄联盟	1	0	4	36	0	10	999	0	0	0	0	0	0	0	招募36名不同英雄	9000	0	0	0	10000004:1:0:0:0		
10004037	10004036	英雄联盟	1	0	4	37	0	10	999	0	0	0	0	0	0	0	招募37名不同英雄	9200	0	0	0	10000004:1:0:0:0		
10004038	10004037	英雄联盟	1	0	4	38	0	10	999	0	0	0	0	0	0	0	招募38名不同英雄	9400	0	0	0	10000004:1:0:0:0		
10004039	10004038	英雄联盟	1	0	4	39	0	10	999	0	0	0	0	0	0	0	招募39名不同英雄	9600	0	0	0	10000004:1:0:0:0		
10004040	10004039	英雄联盟	1	0	4	40	0	10	999	0	0	0	0	0	0	0	招募40名不同英雄	9800	0	0	0	10000004:1:0:0:0		
10004041	10004040	英雄联盟	1	0	4	41	0	10	999	0	0	0	0	0	0	0	招募41名不同英雄	10000	0	0	0	10000004:1:0:0:0		
10004042	10004041	英雄联盟	1	0	4	42	0	10	999	0	0	0	0	0	0	0	招募42名不同英雄	10200	0	0	0	10000004:1:0:0:0		
10004043	10004042	英雄联盟	1	0	4	43	0	10	999	0	0	0	0	0	0	0	招募43名不同英雄	10400	0	0	0	10000004:1:0:0:0		
10004044	10004043	英雄联盟	1	0	4	44	0	10	999	0	0	0	0	0	0	0	招募44名不同英雄	10600	0	0	0	10000004:1:0:0:0		
10004045	10004044	英雄联盟	1	0	4	45	0	10	999	0	0	0	0	0	0	0	招募45名不同英雄	10800	0	0	0	10000004:1:0:0:0		
10004046	10004045	英雄联盟	1	0	4	46	0	10	999	0	0	0	0	0	0	0	招募46名不同英雄	11000	0	0	0	10000004:1:0:0:0		
10004047	10004046	英雄联盟	1	0	4	47	0	10	999	0	0	0	0	0	0	0	招募47名不同英雄	11200	0	0	0	10000004:1:0:0:0		
10004048	10004047	英雄联盟	1	0	4	48	0	10	999	0	0	0	0	0	0	0	招募48名不同英雄	11400	0	0	0	10000004:1:0:0:0		
10004049	10004048	英雄联盟	1	0	4	49	0	10	999	0	0	0	0	0	0	0	招募49名不同英雄	11600	0	0	0	10000004:1:0:0:0		
10004050	10004049	英雄联盟	1	0	4	50	0	10	999	0	0	0	0	0	0	0	招募50名不同英雄	11800	0	0	0	10000004:1:0:0:0		
10004051	10004050	英雄联盟	1	0	4	51	0	10	999	0	0	0	0	0	0	0	招募51名不同英雄	12000	0	0	0	10000004:1:0:0:0		
10004052	10004051	英雄联盟	1	0	4	52	0	10	999	0	0	0	0	0	0	0	招募52名不同英雄	13000	0	0	0	10000004:1:0:0:0		
10027001	0	训练卡牌	1	0	27	10	0	11	999	0	0	0	0	0	0	0	任意卡牌训练等级至10级	0	10	0	0			
10027002	10027001	训练卡牌	1	0	27	20	0	11	999	0	0	0	0	0	0	0	任意卡牌训练等级至20级	0	15	0	0			
10027003	10027002	训练卡牌	1	0	27	30	0	11	999	0	0	0	0	0	0	0	任意卡牌训练等级至30级	0	20	0	0			
10027004	10027003	训练卡牌	1	0	27	40	0	11	999	0	0	0	0	0	0	0	任意卡牌训练等级至40级	0	25	0	0			
10027005	10027004	训练卡牌	1	0	27	50	0	11	999	0	0	0	0	0	0	0	任意卡牌训练等级至50级	0	30	0	0			
10027006	10027005	训练卡牌	1	0	27	60	0	11	999	0	0	0	0	0	0	0	任意卡牌训练等级至60级	0	35	0	0			
10027007	10027006	训练卡牌	1	0	27	70	0	11	999	0	0	0	0	0	0	0	任意卡牌训练等级至70级	0	40	0	0			
10027008	10027007	训练卡牌	1	0	27	80	0	50	999	0	0	0	0	0	0	0	任意卡牌训练等级至80级	0	45	0	0			
10027009	10027008	训练卡牌	1	0	27	90	0	50	999	0	0	0	0	0	0	0	任意卡牌训练等级至90级	0	50	0	0			
10027010	10027009	训练卡牌	1	0	27	100	0	50	999	0	0	0	0	0	0	0	任意卡牌训练等级至100级	0	55	0	0			
10033001	0	无上荣耀	1	0	34	30	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得30荣誉点	2000	0	0	0	20000046:1:0:0:0		
10033002	10033001	无上荣耀	1	0	34	60	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得60荣誉点	3000	0	0	0	20000046:1:0:0:0		
10033003	10033002	无上荣耀	1	0	34	90	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得90荣誉点	4000	0	0	0	20000046:1:0:0:0		
10033004	10033003	无上荣耀	1	0	34	120	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得120荣誉点	5000	0	0	0	20000046:1:0:0:0		
10033005	10033004	无上荣耀	1	0	34	150	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得150荣誉点	6000	0	0	0	20000046:1:0:0:0		
10033006	10033005	无上荣耀	1	0	34	180	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得180荣誉点	7000	0	0	0	20000046:1:0:0:0		
10033007	10033006	无上荣耀	1	0	34	210	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得210荣誉点	8000	0	0	0	20000046:1:0:0:0		
10033008	10033007	无上荣耀	1	0	34	400	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得400荣誉点	9000	0	0	0	20000046:2:0:0:0		
10033009	10033008	无上荣耀	1	0	34	450	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得450荣誉点	10000	0	0	0	20000046:2:0:0:0		
10033010	10033009	无上荣耀	1	0	34	500	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得500荣誉点	11000	0	0	0	20000046:2:0:0:0		
10033011	10033010	无上荣耀	1	0	34	550	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得550荣誉点	12000	0	0	0	20000046:2:0:0:0		
10033012	10033011	无上荣耀	1	0	34	600	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得600荣誉点	13000	0	0	0	20000046:2:0:0:0		
10033013	10033012	无上荣耀	1	0	34	650	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得650荣誉点	14000	0	0	0	20000046:2:0:0:0		
10033014	10033013	无上荣耀	1	0	34	700	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得700荣誉点	15000	0	0	0	20000046:2:0:0:0		
10033015	10033014	无上荣耀	1	0	34	750	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得750荣誉点	16000	0	0	0	20000046:2:0:0:0		
10033016	10033015	无上荣耀	1	0	34	800	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得800荣誉点	17000	0	0	0	20000046:2:0:0:0		
10033017	10033016	无上荣耀	1	0	34	850	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得850荣誉点	18000	0	0	0	20000046:2:0:0:0		
10033018	10033017	无上荣耀	1	0	34	900	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得900荣誉点	19000	0	0	0	20000046:2:0:0:0		
10033019	10033018	无上荣耀	1	0	34	950	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得950荣誉点	20000	0	0	0	20000046:2:0:0:0		
10033020	10033019	无上荣耀	1	0	34	1000	0	13	999	0	0	0	0	0	0	0	通过天梯战斗累计获得1000荣誉点	21000	0	0	0	20000046:2:0:0:0		
10024001	0	武器品质提升1	1	0	24	2	0	20	999	0	0	0	0	0	0	0	任意武器提升至蓝色品质	0	10	0	0			
10024002	10024001	武器品质提升2	1	0	24	3	0	20	999	0	0	0	0	0	0	0	任意武器提升至黄色品质	0	30	0	0			
10024003	10024002	武器品质提升3	1	0	24	4	0	20	999	0	0	0	0	0	0	0	任意武器提升至紫色品质	0	50	0	0			
10024004	10024003	武器品质提升4	1	0	24	5	0	20	999	0	0	0	0	0	0	0	任意武器提升至橙色品质	0	100	0	0			
10024005	10024004	武器品质提升5	1	0	24	6	0	20	999	0	0	0	0	0	0	0	任意武器提升至银色品质	0	200	0	0			
10053001	10024005	武器大师1	1	0	53	1	0	14	999	0	0	0	0	0	0	0	任意银武精练至1星	0	250	0	0			
10053002	10053001	武器大师2	1	0	53	2	0	14	999	0	0	0	0	0	0	0	任意银武精练至2星	0	260	0	0			
10053003	10053002	武器大师3	1	0	53	3	0	14	999	0	0	0	0	0	0	0	任意银武精练至3星	0	270	0	0			
10053004	10053003	武器大师4	1	0	53	4	0	14	999	0	0	0	0	0	0	0	任意银武精练至4星	0	280	0	0			
10053005	10053004	武器大师5	1	0	53	5	0	14	999	0	0	0	0	0	0	0	任意银武精练至5星	0	290	0	0			
10053006	10053005	武器大师6	1	0	53	6	0	14	999	0	0	0	0	0	0	0	任意银武精练至6星	0	300	0	0			
10053007	10053006	武器大师7	1	0	53	7	0	14	999	0	0	0	0	0	0	0	任意银武精练至7星	0	310	0	0			
10053008	10053007	武器大师8	1	0	53	8	0	14	999	0	0	0	0	0	0	0	任意银武精练至8星	0	320	0	0			
10053009	10053008	武器大师9	1	0	53	9	0	14	999	0	0	0	0	0	0	0	任意银武精练至9星	0	330	0	0			
10053010	10053009	武器大师10	1	0	53	10	0	14	999	0	0	0	0	0	0	0	任意银武精练至10星	0	340	0	0			
10022001	0	卡牌突破	1	0	22	1	0	17	999	0	0	0	0	0	0	0	任意卡牌突破一星	0	10	0	0			
10022002	10021001	卡牌突破+2	1	0	22	2	0	17	999	0	0	0	0	0	0	0	任意卡牌突破二星	0	20	0	0			
10022003	10022001	卡牌突破+3	1	0	22	3	0	17	999	0	0	0	0	0	0	0	任意卡牌突破三星	0	30	0	0			
10022004	10022002	卡牌突破+4	1	0	22	4	0	17	999	0	0	0	0	0	0	0	任意卡牌突破四星	0	100	0	0			
10022005	10022003	卡牌突破+Max	1	0	22	5	0	17	999	0	0	0	0	0	0	0	任意卡牌突破五星	0	300	0	0			
10025001	0	实力的证明	1	0	25	2000	0	15	999	0	0	0	0	0	0	0	战斗力达到2000	0	10	0	0			
10025002	10025001	实力的证明	1	0	25	3000	0	15	999	0	0	0	0	0	0	0	战斗力达到3000	0	12	0	0			
10025003	10025002	实力的证明	1	0	25	4000	0	15	999	0	0	0	0	0	0	0	战斗力达到4000	0	14	0	0			
10025004	10025003	实力的证明	1	0	25	5000	0	15	999	0	0	0	0	0	0	0	战斗力达到5000	0	16	0	0			
10025005	10025004	实力的证明	1	0	25	7000	0	15	999	0	0	0	0	0	0	0	战斗力达到7000	0	18	0	0			
10025006	10025005	实力的证明	1	0	25	10000	0	15	999	0	0	0	0	0	0	0	战斗力达到10000	0	20	0	0			
10025007	10025006	实力的证明	1	0	25	15000	0	15	999	0	0	0	0	0	0	0	战斗力达到15000	0	22	0	0			
10025008	10025007	实力的证明	1	0	25	20000	0	15	999	0	0	0	0	0	0	0	战斗力达到20000	0	24	0	0			
10025009	10025008	实力的证明	1	0	25	25000	0	15	999	0	0	0	0	0	0	0	战斗力达到25000	0	26	0	0			
10025010	10025009	实力的证明	1	0	25	30000	0	15	999	0	0	0	0	0	0	0	战斗力达到30000	0	28	0	0			
10025011	10025010	实力的证明	1	0	25	35000	0	15	999	0	0	0	0	0	0	0	战斗力达到35000	0	30	0	0			
10025012	10025011	实力的证明	1	0	25	40000	0	15	999	0	0	0	0	0	0	0	战斗力达到40000	0	32	0	0			
10025013	10025012	实力的证明	1	0	25	50000	0	15	999	0	0	0	0	0	0	0	战斗力达到50000	0	34	0	0			
10025014	10025013	实力的证明	1	0	25	60000	0	15	999	0	0	0	0	0	0	0	战斗力达到60000	0	36	0	0			
10025015	10025014	实力的证明	1	0	25	70000	0	15	999	0	0	0	0	0	0	0	战斗力达到70000	0	38	0	0			
10025016	10025015	实力的证明	1	0	25	80000	0	15	999	0	0	0	0	0	0	0	战斗力达到80000	0	40	0	0			
10025017	10025016	实力的证明	1	0	25	90000	0	15	999	0	0	0	0	0	0	0	战斗力达到90000	0	42	0	0			
10025018	10025017	实力的证明	1	0	25	100000	0	15	999	0	0	0	0	0	0	0	战斗力达到100000	0	44	0	0			
10025019	10025018	实力的证明	1	0	25	120000	0	15	999	0	0	0	0	0	0	0	战斗力达到120000	0	46	0	0			
10025020	10025019	实力的证明	1	0	25	140000	0	15	999	0	0	0	0	0	0	0	战斗力达到140000	0	48	0	0			
10025021	10025020	实力的证明	1	0	25	160000	0	15	999	0	0	0	0	0	0	0	战斗力达到160000	0	50	0	0			
10025022	10025021	实力的证明	1	0	25	180000	0	15	999	0	0	0	0	0	0	0	战斗力达到180000	0	52	0	0			
10025023	10025022	实力的证明	1	0	25	200000	0	15	999	0	0	0	0	0	0	0	战斗力达到200000	0	54	0	0			
10025024	10025023	实力的证明	1	0	25	220000	0	15	999	0	0	0	0	0	0	0	战斗力达到220000	0	56	0	0			
10025025	10025024	实力的证明	1	0	25	240000	0	15	999	0	0	0	0	0	0	0	战斗力达到240000	0	58	0	0			
10025026	10025025	实力的证明	1	0	25	260000	0	15	999	0	0	0	0	0	0	0	战斗力达到260000	0	60	0	0			
10025027	10025026	实力的证明	1	0	25	280000	0	15	999	0	0	0	0	0	0	0	战斗力达到280000	0	62	0	0			
10025028	10025027	实力的证明	1	0	25	300000	0	15	999	0	0	0	0	0	0	0	战斗力达到300000	0	64	0	0			
10025029	10025028	实力的证明	1	0	25	350000	0	15	999	0	0	0	0	0	0	0	战斗力达到350000	0	66	0	0			
10025030	10025029	实力的证明	1	0	25	400000	0	15	999	0	0	0	0	0	0	0	战斗力达到400000	0	68	0	0			
10054001	0	俱乐部强者	1	0	54	10	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利10次	2000	10	0	0			
10054002	10054001	俱乐部强者	1	0	54	20	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利20次	2000	10	0	0			
10054003	10054002	俱乐部强者	1	0	54	30	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利30次	2000	10	0	0			
10054004	10054003	俱乐部强者	1	0	54	40	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利40次	2000	10	0	0			
10054005	10054004	俱乐部强者	1	0	54	50	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利50次	2000	10	0	0			
10054006	10054005	俱乐部强者	1	0	54	60	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利60次	2000	10	0	0			
10054007	10054006	俱乐部强者	1	0	54	70	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利70次	2000	10	0	0			
10054008	10054007	俱乐部强者	1	0	54	80	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利80次	2000	10	0	0			
10054009	10054008	俱乐部强者	1	0	54	90	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利90次	2000	10	0	0			
10054010	10054009	俱乐部强者	1	0	54	100	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利100次	2000	10	0	0			
10054011	10054010	俱乐部强者	1	0	54	120	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利120次	2000	15	0	0			
10054012	10054011	俱乐部强者	1	0	54	140	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利140次	2000	20	0	0			
10054013	10054012	俱乐部强者	1	0	54	160	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利160次	2000	25	0	0			
10054014	10054013	俱乐部强者	1	0	54	180	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利180次	2000	30	0	0			
10054015	10054014	俱乐部强者	1	0	54	200	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利200次	2000	35	0	0			
10054016	10054015	俱乐部强者	1	0	54	220	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利220次	2000	40	0	0			
10054017	10054016	俱乐部强者	1	0	54	240	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利240次	2000	45	0	0			
10054018	10054017	俱乐部强者	1	0	54	260	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利260次	2000	50	0	0			
10054019	10054018	俱乐部强者	1	0	54	280	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利280次	2000	55	0	0			
10054020	10054019	俱乐部强者	1	0	54	300	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利300次	2000	60	0	0			
10054021	10054020	俱乐部强者	1	0	54	350	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利350次	2000	70	0	0			
10054022	10054021	俱乐部强者	1	0	54	400	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利400次	2000	80	0	0			
10054023	10054022	俱乐部强者	1	0	54	450	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利450次	2000	90	0	0			
10054024	10054023	俱乐部强者	1	0	54	500	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利500次	2000	100	0	0			
10054025	10054024	俱乐部强者	1	0	54	550	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利550次	2000	110	0	0			
10054026	10054025	俱乐部强者	1	0	54	600	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利600次	2000	120	0	0			
10054027	10054026	俱乐部强者	1	0	54	650	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利650次	2000	130	0	0			
10054028	10054027	俱乐部强者	1	0	54	700	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利700次	2000	140	0	0			
10054029	10054028	俱乐部强者	1	0	54	750	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利750次	2000	150	0	0			
10054030	10054029	俱乐部强者	1	0	54	800	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利800次	2000	160	0	0			
10054031	10054030	俱乐部强者	1	0	54	850	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利850次	2000	170	0	0			
10054032	10054031	俱乐部强者	1	0	54	900	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利900次	2000	180	0	0			
10054033	10054032	俱乐部强者	1	0	54	950	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利950次	2000	190	0	0			
10054034	10054033	俱乐部强者	1	0	54	1000	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利1000次	2000	200	0	0			
10054035	10054034	俱乐部强者	1	0	54	1100	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利1100次	2000	220	0	0			
10054036	10054035	俱乐部强者	1	0	54	1200	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利1200次	2000	240	0	0			
10054037	10054036	俱乐部强者	1	0	54	1300	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利1300次	2000	260	0	0			
10054038	10054037	俱乐部强者	1	0	54	1500	0	10	999	0	0	0	0	0	0	0	累计挑战任意星级俱乐部胜利1500次	2000	300	0	0			
10055001	0	无尽回廊	1	0	55	5	0	23	999	0	0	0	0	0	0	0	无尽回廊达到5层	2000	10	0	0			
