编号	魔力珠名称	生命固定值	生命百分比（基础）	生命百分比（最终）	物攻固定值	物攻百分比（基础）	物攻百分比（最终）	魔攻固定值	魔攻百分比（基础）	魔攻百分比（最终）	物防固定值	物防百分比（基础）	物防百分比（最终）	魔防固定值	魔防百分比（基础）	魔防百分比（最终）	物暴固定值	物暴百分比（基础）	物暴百分比（最终）	魔暴固定值	魔暴百分比（基础）	魔暴百分比（最终）	命中固定值	命中百分比（基础）	命中百分比（最终）	格挡固定值	格挡百分比（基础）	格挡百分比（最终）	物理暴抗固定值	物理暴抗百分比（基础）	物理暴抗百分比（最终）	魔法暴抗固定值	魔法暴抗百分比（基础）	魔法暴抗百分比（最终）	是否可全队享受	特殊类功能	特殊功能所需参数	魔能珠构成	效能提升次数	效能提升成长率	注魔次数	时限	次限	逝魔后获得的魔力残骸数量	生效限制	显示描述
87211106	盖波加之刃·小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	"2,3,5,9"	9	3	1	0	0	20	1	全队命中率+%d%%（基础值）。
87411107	盖波加之刃·中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	"1,4,7,9,10"	9	4	0	0	0	50	1	全队命中率+%d%%（基础值）。
87511108	盖波加之刃·大	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	7	0	0	0	100	1	全队命中率+%d%%（基础值）。
87201109	耀武锋芒·小	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"1,2,2,3"	0	0	1	0	10	20	3	天梯赛时，物理攻击力+40%（最终值）
87401110	耀武锋芒·中	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"1,2,2,3,5"	0	0	0	0	10	50	3	天梯赛时，物理攻击力+100%（最终值）
87501111	耀武锋芒·大	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	100	3	天梯赛时，物理攻击力+300%（最终值）
87201112	王之禁卫·小	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"1,4,10"	0	0	2	0	10	20	3	天梯赛时，物理防御力+50%（最终值）
87401113	王之禁卫·中	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"1,2,2,5"	0	0	1	0	10	50	3	天梯赛时，物理防御力+150%（最终值）
87501114	王之禁卫·大	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	100	3	天梯赛时，物理防御力+350%（最终值）
87201115	尘封古书·小	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"1,2,2,6"	0	0	1	0	10	20	3	天梯赛时，魔法攻击力+40%（最终值）
87401116	尘封古书·中	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"1,2,2,3,7"	0	0	0	0	10	50	3	天梯赛时，魔法攻击力+100%（最终值）
87501117	尘封古书·大	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	100	3	天梯赛时，魔法攻击力+300%（最终值）
87201118	能量守卫·小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"1,5,6"	0	0	2	0	10	20	3	天梯赛时，魔法防御力+50%（最终值）
87401119	能量守卫·中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"1,2,2,7"	0	0	1	0	10	50	3	天梯赛时，魔法防御力+150%（最终值）
87501120	能量守卫·大	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	100	3	天梯赛时，魔法防御力+350%（最终值）
87201121	血之回忆·小	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"1,5,8"	0	0	2	0	10	20	3	天梯赛时，生命上限+50%（最终值）
87401122	血之回忆·中	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"1,2,2,8"	0	0	1	0	10	50	3	天梯赛时，生命上限+150%（最终值）
87501123	血之回忆·大	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	100	3	天梯赛时，生命上限+350%（最终值）
87201124	鲁莽之袭·小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"1,7,11"	0	0	2	0	10	20	3	天梯赛时，物理暴击率+40%（最终值）
87401125	鲁莽之袭·中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"4,4,7"	0	0	2	0	10	50	3	天梯赛时，物理暴击率+100%（最终值）
87501126	鲁莽之袭·大	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	100	3	天梯赛时，物理暴击率+300%（最终值）
87201127	黑波流动·小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"1,5,10"	0	0	2	0	10	20	3	天梯赛时，魔法暴击率+40%（最终值）
87401128	黑波流动·中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"2,2,5"	0	0	2	0	10	50	3	天梯赛时，魔法暴击率+100%（最终值）
87501129	黑波流动·大	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	100	3	天梯赛时，魔法暴击率+300%（最终值）
87201130	金刚不坏·小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	3	0	"1,5,11"	0	0	2	0	10	20	3	天梯赛时，物理暴击抵抗+50%（最终值）
87401131	金刚不坏·中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	3	0	"3,3,12"	0	0	2	0	10	50	3	天梯赛时，物理暴击抵抗+150%（最终值）
87501132	金刚不坏·大	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	3	0	0	0	0	0	0	10	100	3	天梯赛时，物理暴击抵抗+350%（最终值）
87201133	精神干扰·小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	3	0	"1,6,7"	0	0	2	0	10	20	3	天梯赛时，魔法暴击抵抗+50%（最终值）
87401134	精神干扰·中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	3	0	"6,6,8"	0	0	2	0	10	50	3	天梯赛时，魔法暴击抵抗+150%（最终值）
87501135	精神干扰·大	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	3	0	0	0	0	0	0	10	100	3	天梯赛时，魔法暴击抵抗+350%（最终值）
87411136	胜利法则·小	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	"1,2,3,3,7"	0	0	0	0	10	50	1	天梯赛时，全队物理攻击力+40%（最终值）
87511137	胜利法则·中	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	100	1	天梯赛时，全队物理攻击力+150%（最终值）
87611138	胜利法则·大	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	150	1	天梯赛时，全队物理攻击力+200%（最终值）
87411139	不败之秘·小	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	"1,2,2,9"	0	0	1	0	10	50	1	天梯赛时，全队物理防御力+50%（最终值）
87511140	不败之秘·中	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	100	1	天梯赛时，全队物理防御力+200%（最终值）
87611141	不败之秘·大	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	150	1	天梯赛时，全队物理防御力+350%（最终值）
87411142	秘术卷宗·小	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	"2,2,3,5,11"	0	0	0	0	10	50	1	天梯赛时，全队魔法攻击力+40%（最终值）
87511143	秘术卷宗·中	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	100	1	天梯赛时，全队魔法攻击力+150%（最终值）
87611144	秘术卷宗·大	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	150	1	天梯赛时，全队魔法攻击力+200%（最终值）
87411145	扰敌秘籍·小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	"1,3,3,4"	0	0	1	0	10	50	1	天梯赛时，全队魔法防御力+50%（最终值）
87511146	扰敌秘籍·中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	100	1	天梯赛时，全队魔法防御力+200%（最终值）
87611147	扰敌秘籍·大	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	150	1	天梯赛时，全队魔法防御力+350%（最终值）
87411148	幸存之道·小	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	"1,3,3,5"	0	0	1	0	10	50	1	天梯赛时，全队生命上限+50%（最终值）
87511149	幸存之道·中	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	100	1	天梯赛时，全队生命上限+200%（最终值）
87611150	幸存之道·大	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	150	1	天梯赛时，全队生命上限+350%（最终值）
87211151	进攻艺术·小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	"1,6,10"	0	0	2	0	10	50	1	天梯赛时，全队物理暴击率+40%（最终值）
87411152	进攻艺术·中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	100	1	天梯赛时，全队物理暴击率+150%（最终值）
87511153	进攻艺术·大	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	150	1	天梯赛时，全队物理暴击率+200%（最终值）
87211154	施法心得·小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	"1,6,11"	0	0	2	0	10	50	1	天梯赛时，全队魔法暴击率+40%（最终值）
87411155	施法心得·中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	100	1	天梯赛时，全队魔法暴击率+150%（最终值）
87511156	施法心得·大	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	10	150	1	天梯赛时，全队魔法暴击率+200%（最终值）
87211157	防御艺术·小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	1	3	0	"1,7,9"	0	0	2	0	10	50	1	天梯赛时，全队物理暴击抵抗+50%（最终值）
87411158	防御艺术·中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	1	3	0	0	0	0	0	0	10	100	1	天梯赛时，全队物理暴击抵抗+200%（最终值）
87511159	防御艺术·大	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	1	3	0	0	0	0	0	0	10	150	1	天梯赛时，全队物理暴击抵抗+350%（最终值）
87211160	干扰艺术·小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	1	3	0	"1,7,10"	0	0	2	0	10	50	1	天梯赛时，全队魔法暴击抵抗+50%（最终值）
87411161	干扰艺术·中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	1	3	0	0	0	0	0	0	10	100	1	天梯赛时，全队魔法暴击抵抗+200%（最终值）
87511162	干扰艺术·大	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	1	3	0	0	0	0	0	0	10	150	1	天梯赛时，全队魔法暴击抵抗+350%（最终值）
87201163	天神下凡·小	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	0	3	0	"1,3,3,7"	0	0	1	0	10	20	3	天梯赛时，全属性+15%（最终值）
87401164	天神下凡·中	0	0	35	0	0	35	0	0	35	0	0	35	0	0	35	0	0	35	0	0	35	0	0	35	0	0	35	0	0	35	0	0	35	0	3	0	"1,4,8,9,10"	0	0	0	0	10	50	3	天梯赛时，全属性+35%（最终值）
87501165	天神下凡·大	0	0	90	0	0	90	0	0	90	0	0	90	0	0	90	0	0	90	0	0	90	0	0	90	0	0	90	0	0	90	0	0	90	0	3	0	0	0	0	0	0	10	100	3	天梯赛时，全属性+90%（最终值）
87411166	众神之战·小	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	0	0	15	1	3	0	"1,3,3,9"	0	0	1	0	10	50	3	天梯赛时，全队全属性+15%（最终值）
87511167	众神之战·中	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	1	3	0	"1,5,6,8,10"	0	0	0	0	10	100	3	天梯赛时，全队全属性+40%（最终值）
87611168	众神之战·大	0	0	100	0	0	100	0	0	100	0	0	100	0	0	100	0	0	100	0	0	100	0	0	100	0	0	100	0	0	100	0	0	100	1	3	0	0	0	0	0	0	10	150	3	天梯赛时，全队全属性+100%（最终值）
87201169	战神无双·小	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	0	3	0	"1,4,4,5"	0	0	1	0	20	20	1	天梯赛时，全属性+10%（最终值）
87401170	战神无双·中	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	0	3	0	"2,2,3,7,9"	0	0	0	0	20	50	1	天梯赛时，全属性+25%（最终值）
87501171	战神无双·大	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	3	0	0	0	0	0	0	20	100	1	天梯赛时，全属性+70%（最终值）
87411172	诸神黄昏·小	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	0	0	10	1	3	0	"1,4,4,6"	0	0	1	0	20	50	1	天梯赛时，全队全属性+10%（最终值）
87511173	诸神黄昏·中	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	0	0	40	1	3	0	"2,2,3,7,11"	0	0	0	0	20	100	1	天梯赛时，全队全属性+40%（最终值）
87611174	诸神黄昏·大	0	0	80	0	0	80	0	0	80	0	0	80	0	0	80	0	0	80	0	0	80	0	0	80	0	0	80	0	0	80	0	0	80	1	3	0	0	0	0	0	0	20	150	1	天梯赛时，全队全属性+80%（最终值）
87201175	无尽华尔兹·小	0	0	30	0	0	30	0	0	30	0	0	30	0	0	30	0	0	30	0	0	30	0	0	30	0	0	30	0	0	30	0	0	30	0	8	0	"8,8,9"	0	0	2	0	1	20	3	无尽回廊时，全属性+30%（最终值）
87401176	无尽华尔兹·中	0	0	55	0	0	55	0	0	55	0	0	55	0	0	55	0	0	55	0	0	55	0	0	55	0	0	55	0	0	55	0	0	55	0	8	0	"1,4,4,7"	0	0	1	0	1	50	3	无尽回廊时，全属性+55%（最终值）
87501177	无尽华尔兹·大	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	0	70	0	8	0	0	0	0	0	0	1	100	3	无尽回廊时，全属性+70%（最终值）
87211178	永恒交响曲·小	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	0	0	25	1	8	0	"2,2,3,3"	0	0	1	0	1	50	1	无尽回廊时，全队全属性+25%（最终值）
87411179	永恒交响曲·中	0	0	45	0	0	45	0	0	45	0	0	45	0	0	45	0	0	45	0	0	45	0	0	45	0	0	45	0	0	45	0	0	45	1	8	0	0	0	0	0	0	1	100	1	无尽回廊时，全队全属性+45%（最终值）
87511180	永恒交响曲·大	0	0	65	0	0	65	0	0	65	0	0	65	0	0	65	0	0	65	0	0	65	0	0	65	0	0	65	0	0	65	0	0	65	1	8	0	0	0	0	0	0	1	150	1	无尽回廊时，全队全属性+65%（最终值）
