表ID	层数	怪物群	奖励内容	掉落金币	地图BUFF	地图特效	场景资源	怪物数量
247	148	314801;314802;		100	0	0	0	5
248	149	314901;314902;		100	0	0	0	5
249	150	315001;315002;315005;	4{64000001:1:1;64000002:1:1;64000003:1:1;64000004:1:1;64000005:1:1;64000006:1:1;64000007:1:1;64000008:1:1;64000009:1:1;64000010:1:1;64000011:1:1;64000012:1:1;64000001:2:1;64000002:2:1;64000003:2:1;64000004:2:1;64000005:2:1;64000006:2:1;64000007:2:1;64000008:2:1;64000009:2:1;64000010:2:1;64000011:2:1;64000012:2:1;65000001:1:1;65000002:1:1;65000003:1:1;65000004:1:1;65000005:1:1;65000006:1:1;65000007:1:1;65000008:1:1;65000009:1:1;65000010:1:1;}	100	0	0	0	5
250	151	315101;315102;		100	0	0	0	5
251	152	315201;		100	0	0	0	5
252	153	315301;315302;		100	0	0	0	5
253	154	315401;315402;		100	0	0	0	5
254	155	315501;315502;315505;	4{64000001:1:1;64000002:1:1;64000003:1:1;64000004:1:1;64000005:1:1;64000006:1:1;64000007:1:1;64000008:1:1;64000009:1:1;64000010:1:1;64000011:1:1;64000012:1:1;64000001:2:1;64000002:2:1;64000003:2:1;64000004:2:1;64000005:2:1;64000006:2:1;64000007:2:1;64000008:2:1;64000009:2:1;64000010:2:1;64000011:2:1;64000012:2:1;65000001:1:1;65000002:1:1;65000003:1:1;65000004:1:1;65000005:1:1;65000006:1:1;65000007:1:1;65000008:1:1;65000009:1:1;65000010:1:1;}	100	0	0	0	5
255	156	315601;315602;		100	0	0	0	5
256	157	315701;		100	0	0	0	5
257	158	315801;315802;		100	0	0	0	5
258	159	315901;315902;		100	0	0	0	5
259	160	316001;316002;316005;	4{64000001:1:1;64000002:1:1;64000003:1:1;64000004:1:1;64000005:1:1;64000006:1:1;64000007:1:1;64000008:1:1;64000009:1:1;64000010:1:1;64000011:1:1;64000012:1:1;64000001:2:1;64000002:2:1;64000003:2:1;64000004:2:1;64000005:2:1;64000006:2:1;64000007:2:1;64000008:2:1;64000009:2:1;64000010:2:1;64000011:2:1;64000012:2:1;65000001:1:1;65000002:1:1;65000003:1:1;65000004:1:1;65000005:1:1;65000006:1:1;65000007:1:1;65000008:1:1;65000009:1:1;65000010:1:1;}	100	0	0	0	5
260	161	316101;316102;		100	0	0	0	5
261	162	316201;		100	0	0	0	5
262	163	316301;316302;		100	0	0	0	5
263	164	316401;316402;		100	0	0	0	5
264	165	316501;316502;316505;	4{64000001:1:1;64000002:1:1;64000003:1:1;64000004:1:1;64000005:1:1;64000006:1:1;64000007:1:1;64000008:1:1;64000009:1:1;64000010:1:1;64000011:1:1;64000012:1:1;64000001:2:1;64000002:2:1;64000003:2:1;64000004:2:1;64000005:2:1;64000006:2:1;64000007:2:1;64000008:2:1;64000009:2:1;64000010:2:1;64000011:2:1;64000012:2:1;65000001:1:1;65000002:1:1;65000003:1:1;65000004:1:1;65000005:1:1;65000006:1:1;65000007:1:1;65000008:1:1;65000009:1:1;65000010:1:1;}	100	0	0	0	5
265	166	316601;316602;		100	0	0	0	5
266	167	316701;		100	0	0	0	5
267	168	316801;316802;		100	0	0	0	5
268	169	316901;316902;		100	0	0	0	5
269	170	317001;317002;317005;	4{64000001:1:1;64000002:1:1;64000003:1:1;64000004:1:1;64000005:1:1;64000006:1:1;64000007:1:1;64000008:1:1;64000009:1:1;64000010:1:1;64000011:1:1;64000012:1:1;64000001:2:1;64000002:2:1;64000003:2:1;64000004:2:1;64000005:2:1;64000006:2:1;64000007:2:1;64000008:2:1;64000009:2:1;64000010:2:1;64000011:2:1;64000012:2:1;65000001:1:1;65000002:1:1;65000003:1:1;65000004:1:1;65000005:1:1;65000006:1:1;65000007:1:1;65000008:1:1;65000009:1:1;65000010:1:1;}	100	0	0	0	5
270	171	317101;317102;		100	0	0	0	5
271	172	317201;		100	0	0	0	5
272	173	317301;317302;		100	0	0	0	5
273	174	317401;317402;		100	0	0	0	5
274	175	317501;317502;317505;	4{64000001:1:1;64000002:1:1;64000003:1:1;64000004:1:1;64000005:1:1;64000006:1:1;64000007:1:1;64000008:1:1;64000009:1:1;64000010:1:1;64000011:1:1;64000012:1:1;64000001:2:1;64000002:2:1;64000003:2:1;64000004:2:1;64000005:2:1;64000006:2:1;64000007:2:1;64000008:2:1;64000009:2:1;64000010:2:1;64000011:2:1;64000012:2:1;65000001:1:1;65000002:1:1;65000003:1:1;65000004:1:1;65000005:1:1;65000006:1:1;65000007:1:1;65000008:1:1;65000009:1:1;65000010:1:1;}	100	0	0	0	5
275	176	317601;317602;		100	0	0	0	5
276	177	317701;		100	0	0	0	5
277	178	317801;317802;		100	0	0	0	5
278	179	317901;317902;		100	0	0	0	5
279	180	318001;318002;318005;	4{64000001:1:1;64000002:1:1;64000003:1:1;64000004:1:1;64000005:1:1;64000006:1:1;64000007:1:1;64000008:1:1;64000009:1:1;64000010:1:1;64000011:1:1;64000012:1:1;64000001:2:1;64000002:2:1;64000003:2:1;64000004:2:1;64000005:2:1;64000006:2:1;64000007:2:1;64000008:2:1;64000009:2:1;64000010:2:1;64000011:2:1;64000012:2:1;65000001:1:1;65000002:1:1;65000003:1:1;65000004:1:1;65000005:1:1;65000006:1:1;65000007:1:1;65000008:1:1;65000009:1:1;65000010:1:1;}	100	0	0	0	5
280	181	318101;318102;		100	0	0	0	5
281	182	318201;		100	0	0	0	5
282	183	318301;318302;		100	0	0	0	5
283	184	318401;318402;		100	0	0	0	5
284	185	318501;318502;318505;	4{64000001:1:1;64000002:1:1;64000003:1:1;64000004:1:1;64000005:1:1;64000006:1:1;64000007:1:1;64000008:1:1;64000009:1:1;64000010:1:1;64000011:1:1;64000012:1:1;64000001:2:1;64000002:2:1;64000003:2:1;64000004:2:1;64000005:2:1;64000006:2:1;64000007:2:1;64000008:2:1;64000009:2:1;64000010:2:1;64000011:2:1;64000012:2:1;65000001:1:1;65000002:1:1;65000003:1:1;65000004:1:1;65000005:1:1;65000006:1:1;65000007:1:1;65000008:1:1;65000009:1:1;65000010:1:1;}	100	0	0	0	5
285	186	318601;318602;		100	0	0	0	5
286	187	318701;		100	0	0	0	5
287	188	318801;318802;		100	0	0	0	5
288	189	318901;318902;		100	0	0	0	5
289	190	319001;319002;319005;	4{64000001:1:1;64000002:1:1;64000003:1:1;64000004:1:1;64000005:1:1;64000006:1:1;64000007:1:1;64000008:1:1;64000009:1:1;64000010:1:1;64000011:1:1;64000012:1:1;64000001:2:1;64000002:2:1;64000003:2:1;64000004:2:1;64000005:2:1;64000006:2:1;64000007:2:1;64000008:2:1;64000009:2:1;64000010:2:1;64000011:2:1;64000012:2:1;65000001:1:1;65000002:1:1;65000003:1:1;65000004:1:1;65000005:1:1;65000006:1:1;65000007:1:1;65000008:1:1;65000009:1:1;65000010:1:1;}	100	0	0	0	5
290	191	319101;319102;		100	0	0	0	5
291	192	319201;		100	0	0	0	5
292	193	319301;319302;		100	0	0	0	5
293	194	319401;319402;		100	0	0	0	5
294	195	319501;319502;319505;	4{64000001:1:1;64000002:1:1;64000003:1:1;64000004:1:1;64000005:1:1;64000006:1:1;64000007:1:1;64000008:1:1;64000009:1:1;64000010:1:1;64000011:1:1;64000012:1:1;64000001:2:1;64000002:2:1;64000003:2:1;64000004:2:1;64000005:2:1;64000006:2:1;64000007:2:1;64000008:2:1;64000009:2:1;64000010:2:1;64000011:2:1;64000012:2:1;65000001:1:1;65000002:1:1;65000003:1:1;65000004:1:1;65000005:1:1;65000006:1:1;65000007:1:1;65000008:1:1;65000009:1:1;65000010:1:1;}	100	0	0	0	5
295	196	319601;319602;		100	0	0	0	5
296	197	319701;		100	0	0	0	5
297	198	319801;319802;		100	0	0	0	5
298	199	319901;319902;		100	0	0	0	5
299	200	320001;320002;320005;	4{64000001:1:1;64000002:1:1;64000003:1:1;64000004:1:1;64000005:1:1;64000006:1:1;64000007:1:1;64000008:1:1;64000009:1:1;64000010:1:1;64000011:1:1;64000012:1:1;64000001:2:1;64000002:2:1;64000003:2:1;64000004:2:1;64000005:2:1;64000006:2:1;64000007:2:1;64000008:2:1;64000009:2:1;64000010:2:1;64000011:2:1;64000012:2:1;65000001:1:1;65000002:1:1;65000003:1:1;65000004:1:1;65000005:1:1;65000006:1:1;65000007:1:1;65000008:1:1;65000009:1:1;65000010:1:1;}	100	0	0	0	5
