道具组id	道具id	道具名称	道具数量	道具权重	需求货币数量
203050	60000001	暗夜猫眼石	10	10	20
203050	60000002	骷髅骨灰	10	10	20
203050	60000003	秘银碎屑	10	10	20
203050	60000004	冰霜残迹	10	10	20
203050	60000005	骷髅法师的手骨	10	10	20
203050	60000006	腐骨羊的骨椎	10	10	20
203050	60000001	暗夜猫眼石	15	10	30
203050	60000002	骷髅骨灰	15	10	30
203050	60000003	秘银碎屑	15	10	30
203050	60000004	冰霜残迹	15	10	30
203050	60000005	骷髅法师的手骨	15	10	30
203050	60000006	腐骨羊的骨椎	15	10	30
203050	60000001	暗夜猫眼石	20	10	40
203050	60000002	骷髅骨灰	20	10	40
203050	60000003	秘银碎屑	20	10	40
203050	60000004	冰霜残迹	20	10	40
203050	60000005	骷髅法师的手骨	20	10	40
203050	60000006	腐骨羊的骨椎	20	10	40
203050	61000001	白巫女泪痕	1	10	5
203050	61000002	赤蝎尾针	1	10	5
203050	61000003	猩红毒针	1	10	5
203050	61000004	赤影元素	1	10	5
203050	61000005	磨砂石	1	10	5
203050	61000006	沙蚕丝	1	10	5
203050	61000007	琥珀晶石	1	10	5
203050	61000008	烈焰石	1	10	5
203050	61000001	白巫女泪痕	3	10	15
203050	61000002	赤蝎尾针	3	10	15
203050	61000003	猩红毒针	3	10	15
203050	61000004	赤影元素	3	10	15
203050	61000005	磨砂石	3	10	15
203050	61000006	沙蚕丝	3	10	15
203050	61000007	琥珀晶石	3	10	15
203050	61000008	烈焰石	3	10	15
203050	61000001	白巫女泪痕	5	10	25
203050	61000002	赤蝎尾针	5	10	25
203050	61000003	猩红毒针	5	10	25
203050	61000004	赤影元素	5	10	25
203050	61000005	磨砂石	5	10	25
203050	61000006	沙蚕丝	5	10	25
203050	61000007	琥珀晶石	5	10	25
203050	61000008	烈焰石	5	10	25
203050	61000001	白巫女泪痕	10	10	50
203050	61000002	赤蝎尾针	10	10	50
203050	61000003	猩红毒针	10	10	50
203050	61000004	赤影元素	10	10	50
203050	61000005	磨砂石	10	10	50
203050	61000006	沙蚕丝	10	10	50
203050	61000007	琥珀晶石	10	10	50
203050	61000008	烈焰石	10	10	50
203050	61000001	白巫女泪痕	15	10	75
203050	61000002	赤蝎尾针	15	10	75
203050	61000003	猩红毒针	15	10	75
203050	61000004	赤影元素	15	10	75
203050	61000005	磨砂石	15	10	75
203050	61000006	沙蚕丝	15	10	75
203050	61000007	琥珀晶石	15	10	75
203050	61000008	烈焰石	15	10	75
203050	61000001	白巫女泪痕	20	10	100
203050	61000002	赤蝎尾针	20	10	100
203050	61000003	猩红毒针	20	10	100
203050	61000004	赤影元素	20	10	100
203050	61000005	磨砂石	20	10	100
203050	61000006	沙蚕丝	20	10	100
203050	61000007	琥珀晶石	20	10	100
203050	61000008	烈焰石	20	10	100
203050	62000001	火精华	1	10	15
203050	62000002	魔法师印章	1	10	15
203050	62000003	魔法溶解剂	1	10	15
203050	62000004	蓝白晶	1	10	15
203050	62000005	岩之气息	1	10	15
203050	62000006	岩之精魄	1	10	15
203050	62000007	流地徽章	1	10	15
203050	62000008	剔髓龙脊	1	10	15
203050	62000009	浪人的勇气	1	10	15
203050	62000010	术愿之心	1	10	15
203050	62000001	火精华	3	10	45
203050	62000002	魔法师印章	3	10	45
203050	62000003	魔法溶解剂	3	10	45
203050	62000004	蓝白晶	3	10	45
203050	62000005	岩之气息	3	10	45
203050	62000006	岩之精魄	3	10	45
203050	62000007	流地徽章	3	10	45
203050	62000008	剔髓龙脊	3	10	45
203050	62000009	浪人的勇气	3	10	45
203050	62000010	术愿之心	3	10	45
203050	62000001	火精华	5	10	75
203050	62000002	魔法师印章	5	10	75
203050	62000003	魔法溶解剂	5	10	75
203050	62000004	蓝白晶	5	10	75
203050	62000005	岩之气息	5	10	75
203050	62000006	岩之精魄	5	10	75
203050	62000007	流地徽章	5	10	75
203050	62000008	剔髓龙脊	5	10	75
203050	62000009	浪人的勇气	5	10	75
203050	62000010	术愿之心	5	10	75
203050	62000001	火精华	10	10	150
203050	62000002	魔法师印章	10	10	150
203050	62000003	魔法溶解剂	10	10	150
203050	62000004	蓝白晶	10	10	150
203050	62000005	岩之气息	10	10	150
203050	62000006	岩之精魄	10	10	150
203050	62000007	流地徽章	10	10	150
203050	62000008	剔髓龙脊	10	10	150
203050	62000009	浪人的勇气	10	10	150
203050	62000010	术愿之心	10	10	150
203050	62000001	火精华	15	10	225
203050	62000002	魔法师印章	15	10	225
203050	62000003	魔法溶解剂	15	10	225
203050	62000004	蓝白晶	15	10	225
203050	62000005	岩之气息	15	10	225
203050	62000006	岩之精魄	15	10	225
203050	62000007	流地徽章	15	10	225
203050	62000008	剔髓龙脊	15	10	225
203050	62000009	浪人的勇气	15	10	225
203050	62000010	术愿之心	15	10	225
203050	62000001	火精华	20	10	300
203050	62000002	魔法师印章	20	10	300
203050	62000003	魔法溶解剂	20	10	300
203050	62000004	蓝白晶	20	10	300
203050	62000005	岩之气息	20	10	300
203050	62000006	岩之精魄	20	10	300
203050	62000007	流地徽章	20	10	300
203050	62000008	剔髓龙脊	20	10	300
203050	62000009	浪人的勇气	20	10	300
203050	62000010	术愿之心	20	10	300
203050	64000001	红袍碎片	1	10	50
203050	64000002	时之沙	1	10	50
203050	64000003	寒冰石	1	10	50
203050	64000004	落日岩浆	1	10	50
203050	64000005	水晶矿脉	1	10	50
203050	64000006	有毒泥浆	1	10	50
203050	64000007	海洋珍珠	1	10	50
203050	64000008	龙骨碎片	1	10	50
203050	64000009	刀锋碎片	1	10	50
203050	64000010	戈壁石	1	10	50
203050	64000011	燃烧心脏	1	10	50
203050	64000012	龙人鳞片	1	10	50
203050	64000001	红袍碎片	3	10	150
203050	64000002	时之沙	3	10	150
203050	64000003	寒冰石	3	10	150
203050	64000004	落日岩浆	3	10	150
203050	64000005	水晶矿脉	3	10	150
203050	64000006	有毒泥浆	3	10	150
203050	64000007	海洋珍珠	3	10	150
203050	64000008	龙骨碎片	3	10	150
203050	64000009	刀锋碎片	3	10	150
203050	64000010	戈壁石	3	10	150
203050	64000011	燃烧心脏	3	10	150
203050	64000012	龙人鳞片	3	10	150
203050	64000001	红袍碎片	5	10	250
203050	64000002	时之沙	5	10	250
203050	64000003	寒冰石	5	10	250
203050	64000004	落日岩浆	5	10	250
203050	64000005	水晶矿脉	5	10	250
203050	64000006	有毒泥浆	5	10	250
203050	64000007	海洋珍珠	5	10	250
203050	64000008	龙骨碎片	5	10	250
203050	64000009	刀锋碎片	5	10	250
203050	64000010	戈壁石	5	10	250
203050	64000011	燃烧心脏	5	10	250
203050	64000012	龙人鳞片	5	10	250
203050	64000001	红袍碎片	10	10	500
203050	64000002	时之沙	10	10	500
203050	64000003	寒冰石	10	10	500
203050	64000004	落日岩浆	10	10	500
203050	64000005	水晶矿脉	10	10	500
203050	64000006	有毒泥浆	10	10	500
203050	64000007	海洋珍珠	10	10	500
203050	64000008	龙骨碎片	10	10	500
203050	64000009	刀锋碎片	10	10	500
203050	64000010	戈壁石	10	10	500
203050	64000011	燃烧心脏	10	10	500
203050	64000012	龙人鳞片	10	10	500
203050	64000001	红袍碎片	15	10	750
203050	64000002	时之沙	15	10	750
203050	64000003	寒冰石	15	10	750
203050	64000004	落日岩浆	15	10	750
203050	64000005	水晶矿脉	15	10	750
203050	64000006	有毒泥浆	15	10	750
203050	64000007	海洋珍珠	15	10	750
203050	64000008	龙骨碎片	15	10	750
203050	64000009	刀锋碎片	15	10	750
203050	64000010	戈壁石	15	10	750
203050	64000011	燃烧心脏	15	10	750
203050	64000012	龙人鳞片	15	10	750
203050	64000001	红袍碎片	20	10	1000
203050	64000002	时之沙	20	10	1000
203050	64000003	寒冰石	20	10	1000
203050	64000004	落日岩浆	20	10	1000
203050	64000005	水晶矿脉	20	10	1000
203050	64000006	有毒泥浆	20	10	1000
203050	64000007	海洋珍珠	20	10	1000
203050	64000008	龙骨碎片	20	10	1000
203050	64000009	刀锋碎片	20	10	1000
203050	64000010	戈壁石	20	10	1000
203050	64000011	燃烧心脏	20	10	1000
203050	64000012	龙人鳞片	20	10	1000
203085	60000001	暗夜猫眼石	1	10	2
203085	60000002	骷髅骨灰	1	10	2
203085	60000003	秘银碎屑	1	10	2
203085	60000004	冰霜残迹	1	10	2
203085	60000005	骷髅法师的手骨	1	10	2
203085	60000006	腐骨羊的骨椎	1	10	2
203085	60000001	暗夜猫眼石	3	10	6
203085	60000002	骷髅骨灰	3	10	6
203085	60000003	秘银碎屑	3	10	6
203085	60000004	冰霜残迹	3	10	6
203085	60000005	骷髅法师的手骨	3	10	6
203085	60000006	腐骨羊的骨椎	3	10	6
203085	60000001	暗夜猫眼石	5	10	10
203085	60000002	骷髅骨灰	5	10	10
203085	60000003	秘银碎屑	5	10	10
203085	60000004	冰霜残迹	5	10	10
203085	60000005	骷髅法师的手骨	5	10	10
203085	60000006	腐骨羊的骨椎	5	10	10
203085	60000001	暗夜猫眼石	10	10	20
203085	60000002	骷髅骨灰	10	10	20
203085	60000003	秘银碎屑	10	10	20
203085	60000004	冰霜残迹	10	10	20
203085	60000005	骷髅法师的手骨	10	10	20
203085	60000006	腐骨羊的骨椎	10	10	20
203085	60000001	暗夜猫眼石	15	10	30
203085	60000002	骷髅骨灰	15	10	30
203085	60000003	秘银碎屑	15	10	30
203085	60000004	冰霜残迹	15	10	30
203085	60000005	骷髅法师的手骨	15	10	30
203085	60000006	腐骨羊的骨椎	15	10	30
203085	60000001	暗夜猫眼石	20	10	40
203085	60000002	骷髅骨灰	20	10	40
203085	60000003	秘银碎屑	20	10	40
203085	60000004	冰霜残迹	20	10	40
203085	60000005	骷髅法师的手骨	20	10	40
203085	60000006	腐骨羊的骨椎	20	10	40
203085	61000001	白巫女泪痕	1	10	5
203085	61000002	赤蝎尾针	1	10	5
203085	61000003	猩红毒针	1	10	5
203085	61000004	赤影元素	1	10	5
203085	61000005	磨砂石	1	10	5
203085	61000006	沙蚕丝	1	10	5
203085	61000007	琥珀晶石	1	10	5
203085	61000008	烈焰石	1	10	5
203085	61000001	白巫女泪痕	3	10	15
203085	61000002	赤蝎尾针	3	10	15
203085	61000003	猩红毒针	3	10	15
203085	61000004	赤影元素	3	10	15
203085	61000005	磨砂石	3	10	15
203085	61000006	沙蚕丝	3	10	15
203085	61000007	琥珀晶石	3	10	15
203085	61000008	烈焰石	3	10	15
203085	61000001	白巫女泪痕	5	10	25
203085	61000002	赤蝎尾针	5	10	25
203085	61000003	猩红毒针	5	10	25
203085	61000004	赤影元素	5	10	25
203085	61000005	磨砂石	5	10	25
203085	61000006	沙蚕丝	5	10	25
203085	61000007	琥珀晶石	5	10	25
203085	61000008	烈焰石	5	10	25
203085	61000001	白巫女泪痕	10	10	50
203085	61000002	赤蝎尾针	10	10	50
203085	61000003	猩红毒针	10	10	50
203085	61000004	赤影元素	10	10	50
203085	61000005	磨砂石	10	10	50
203085	61000006	沙蚕丝	10	10	50
203085	61000007	琥珀晶石	10	10	50
203085	61000008	烈焰石	10	10	50
203085	61000001	白巫女泪痕	15	10	75
203085	61000002	赤蝎尾针	15	10	75
203085	61000003	猩红毒针	15	10	75
203085	61000004	赤影元素	15	10	75
203085	61000005	磨砂石	15	10	75
203085	61000006	沙蚕丝	15	10	75
203085	61000007	琥珀晶石	15	10	75
203085	61000008	烈焰石	15	10	75
203085	61000001	白巫女泪痕	20	10	100
203085	61000002	赤蝎尾针	20	10	100
203085	61000003	猩红毒针	20	10	100
203085	61000004	赤影元素	20	10	100
203085	61000005	磨砂石	20	10	100
203085	61000006	沙蚕丝	20	10	100
203085	61000007	琥珀晶石	20	10	100
203085	61000008	烈焰石	20	10	100
203085	62000001	火精华	1	10	15
203085	62000002	魔法师印章	1	10	15
203085	62000003	魔法溶解剂	1	10	15
203085	62000004	蓝白晶	1	10	15
203085	62000005	岩之气息	1	10	15
203085	62000006	岩之精魄	1	10	15
203085	62000007	流地徽章	1	10	15
203085	62000008	剔髓龙脊	1	10	15
203085	62000009	浪人的勇气	1	10	15
203085	62000010	术愿之心	1	10	15
203085	62000001	火精华	3	10	45
203085	62000002	魔法师印章	3	10	45
203085	62000003	魔法溶解剂	3	10	45
203085	62000004	蓝白晶	3	10	45
203085	62000005	岩之气息	3	10	45
203085	62000006	岩之精魄	3	10	45
203085	62000007	流地徽章	3	10	45
203085	62000008	剔髓龙脊	3	10	45
203085	62000009	浪人的勇气	3	10	45
203085	62000010	术愿之心	3	10	45
203085	62000001	火精华	5	10	75
203085	62000002	魔法师印章	5	10	75
203085	62000003	魔法溶解剂	5	10	75
203085	62000004	蓝白晶	5	10	75
203085	62000005	岩之气息	5	10	75
203085	62000006	岩之精魄	5	10	75
203085	62000007	流地徽章	5	10	75
203085	62000008	剔髓龙脊	5	10	75
203085	62000009	浪人的勇气	5	10	75
203085	62000010	术愿之心	5	10	75
203085	62000001	火精华	10	10	150
203085	62000002	魔法师印章	10	10	150
203085	62000003	魔法溶解剂	10	10	150
203085	62000004	蓝白晶	10	10	150
203085	62000005	岩之气息	10	10	150
203085	62000006	岩之精魄	10	10	150
203085	62000007	流地徽章	10	10	150
203085	62000008	剔髓龙脊	10	10	150
203085	62000009	浪人的勇气	10	10	150
203085	62000010	术愿之心	10	10	150
203085	62000001	火精华	15	10	225
203085	62000002	魔法师印章	15	10	225
203085	62000003	魔法溶解剂	15	10	225
203085	62000004	蓝白晶	15	10	225
203085	62000005	岩之气息	15	10	225
203085	62000006	岩之精魄	15	10	225
203085	62000007	流地徽章	15	10	225
203085	62000008	剔髓龙脊	15	10	225
203085	62000009	浪人的勇气	15	10	225
203085	62000010	术愿之心	15	10	225
203085	62000001	火精华	20	10	300
203085	62000002	魔法师印章	20	10	300
203085	62000003	魔法溶解剂	20	10	300
203085	62000004	蓝白晶	20	10	300
203085	62000005	岩之气息	20	10	300
203085	62000006	岩之精魄	20	10	300
203085	62000007	流地徽章	20	10	300
203085	62000008	剔髓龙脊	20	10	300
203085	62000009	浪人的勇气	20	10	300
203085	62000010	术愿之心	20	10	300
203085	64000001	红袍碎片	1	10	50
203085	64000002	时之沙	1	10	50
203085	64000003	寒冰石	1	10	50
203085	64000004	落日岩浆	1	10	50
203085	64000005	水晶矿脉	1	10	50
203085	64000006	有毒泥浆	1	10	50
203085	64000007	海洋珍珠	1	10	50
203085	64000008	龙骨碎片	1	10	50
203085	64000009	刀锋碎片	1	10	50
203085	64000010	戈壁石	1	10	50
203085	64000011	燃烧心脏	1	10	50
203085	64000012	龙人鳞片	1	10	50
203085	64000001	红袍碎片	3	10	150
203085	64000002	时之沙	3	10	150
203085	64000003	寒冰石	3	10	150
203085	64000004	落日岩浆	3	10	150
203085	64000005	水晶矿脉	3	10	150
203085	64000006	有毒泥浆	3	10	150
203085	64000007	海洋珍珠	3	10	150
203085	64000008	龙骨碎片	3	10	150
203085	64000009	刀锋碎片	3	10	150
203085	64000010	戈壁石	3	10	150
203085	64000011	燃烧心脏	3	10	150
203085	64000012	龙人鳞片	3	10	150
203085	64000001	红袍碎片	5	10	250
203085	64000002	时之沙	5	10	250
203085	64000003	寒冰石	5	10	250
203085	64000004	落日岩浆	5	10	250
203085	64000005	水晶矿脉	5	10	250
203085	64000006	有毒泥浆	5	10	250
203085	64000007	海洋珍珠	5	10	250
203085	64000008	龙骨碎片	5	10	250
203085	64000009	刀锋碎片	5	10	250
203085	64000010	戈壁石	5	10	250
203085	64000011	燃烧心脏	5	10	250
203085	64000012	龙人鳞片	5	10	250
203085	64000001	红袍碎片	10	10	500
203085	64000002	时之沙	10	10	500
203085	64000003	寒冰石	10	10	500
203085	64000004	落日岩浆	10	10	500
203085	64000005	水晶矿脉	10	10	500
203085	64000006	有毒泥浆	10	10	500
203085	64000007	海洋珍珠	10	10	500
203085	64000008	龙骨碎片	10	10	500
203085	64000009	刀锋碎片	10	10	500
203085	64000010	戈壁石	10	10	500
203085	64000011	燃烧心脏	10	10	500
203085	64000012	龙人鳞片	10	10	500
203085	64000001	红袍碎片	15	10	750
203085	64000002	时之沙	15	10	750
203085	64000003	寒冰石	15	10	750
203085	64000004	落日岩浆	15	10	750
203085	64000005	水晶矿脉	15	10	750
203085	64000006	有毒泥浆	15	10	750
203085	64000007	海洋珍珠	15	10	750
203085	64000008	龙骨碎片	15	10	750
203085	64000009	刀锋碎片	15	10	750
203085	64000010	戈壁石	15	10	750
203085	64000011	燃烧心脏	15	10	750
203085	64000012	龙人鳞片	15	10	750
203085	64000001	红袍碎片	20	10	1000
203085	64000002	时之沙	20	10	1000
203085	64000003	寒冰石	20	10	1000
203085	64000004	落日岩浆	20	10	1000
203085	64000005	水晶矿脉	20	10	1000
203085	64000006	有毒泥浆	20	10	1000
203085	64000007	海洋珍珠	20	10	1000
203085	64000008	龙骨碎片	20	10	1000
203085	64000009	刀锋碎片	20	10	1000
203085	64000010	戈壁石	20	10	1000
203085	64000011	燃烧心脏	20	10	1000
203085	64000012	龙人鳞片	20	10	1000
203085	65000001	龙人之眼	1	10	100
203085	65000002	有毒药剂	1	10	100
203085	65000003	古董瓷器	1	10	100
203085	65000004	破损的墙砖	1	10	100
203085	65000005	世界之树碎片	1	10	100
203085	65000006	猎人的徽章	1	10	100
203085	65000007	鲛人丝绸	1	10	100
203085	65000008	金色嫩草	1	10	100
203085	65000009	海洋精魄	1	10	100
203085	65000010	精灵翅膀	1	10	100
203085	65000011	燃烧之血	1	10	100
203085	65000012	熊爪	1	10	100
203085	65000013	镇长钥匙	1	10	100
203085	65000014	盾牌残片	1	10	100
203085	65000001	龙人之眼	3	10	300
203085	65000002	有毒药剂	3	10	300
203085	65000003	古董瓷器	3	10	300
203085	65000004	破损的墙砖	3	10	300
203085	65000005	世界之树碎片	3	10	300
203085	65000006	猎人的徽章	3	10	300
203085	65000007	鲛人丝绸	3	10	300
203085	65000008	金色嫩草	3	10	300
203085	65000009	海洋精魄	3	10	300
203085	65000010	精灵翅膀	3	10	300
203085	65000011	燃烧之血	3	10	300
203085	65000012	熊爪	3	10	300
203085	65000013	镇长钥匙	3	10	300
203085	65000014	盾牌残片	3	10	300
203085	65000001	龙人之眼	5	10	500
203085	65000002	有毒药剂	5	10	500
203085	65000003	古董瓷器	5	10	500
203085	65000004	破损的墙砖	5	10	500
203085	65000005	世界之树碎片	5	10	500
203085	65000006	猎人的徽章	5	10	500
203085	65000007	鲛人丝绸	5	10	500
203085	65000008	金色嫩草	5	10	500
203085	65000009	海洋精魄	5	10	500
203085	65000010	精灵翅膀	5	10	500
203085	65000011	燃烧之血	5	10	500
203085	65000012	熊爪	5	10	500
203085	65000013	镇长钥匙	5	10	500
203085	65000014	盾牌残片	5	10	500
203085	65000001	龙人之眼	10	10	1000
203085	65000002	有毒药剂	10	10	1000
203085	65000003	古董瓷器	10	10	1000
203085	65000004	破损的墙砖	10	10	1000
203085	65000005	世界之树碎片	10	10	1000
203085	65000006	猎人的徽章	10	10	1000
203085	65000007	鲛人丝绸	10	10	1000
203085	65000008	金色嫩草	10	10	1000
203085	65000009	海洋精魄	10	10	1000
203085	65000010	精灵翅膀	10	10	1000
203085	65000011	燃烧之血	10	10	1000
203085	65000012	熊爪	10	10	1000
203085	65000013	镇长钥匙	10	10	1000
203085	65000014	盾牌残片	10	10	1000
203085	65000001	龙人之眼	15	10	1500
203085	65000002	有毒药剂	15	10	1500
203085	65000003	古董瓷器	15	10	1500
203085	65000004	破损的墙砖	15	10	1500
203085	65000005	世界之树碎片	15	10	1500
203085	65000006	猎人的徽章	15	10	1500
203085	65000007	鲛人丝绸	15	10	1500
203085	65000008	金色嫩草	15	10	1500
203085	65000009	海洋精魄	15	10	1500
203085	65000010	精灵翅膀	15	10	1500
203085	65000011	燃烧之血	15	10	1500
203085	65000012	熊爪	15	10	1500
203085	65000013	镇长钥匙	15	10	1500
203085	65000014	盾牌残片	15	10	1500
203085	65000001	龙人之眼	20	10	2000
203085	65000002	有毒药剂	20	10	2000
203085	65000003	古董瓷器	20	10	2000
203085	65000004	破损的墙砖	20	10	2000
203085	65000005	世界之树碎片	20	10	2000
203085	65000006	猎人的徽章	20	10	2000
203085	65000007	鲛人丝绸	20	10	2000
203085	65000008	金色嫩草	20	10	2000
203085	65000009	海洋精魄	20	10	2000
203085	65000010	精灵翅膀	20	10	2000
203085	65000011	燃烧之血	20	10	2000
203085	65000012	熊爪	20	10	2000
203085	65000013	镇长钥匙	20	10	2000
203085	65000014	盾牌残片	20	10	2000
204005	44002001	5级衣服	1	10	510
204005	44003001	5级头盔	1	10	510
204005	44004001	5级鞋子	1	10	510
204005	44005001	5级裤子	1	10	510
204005	44006101	5级项链	1	10	510
204005	44006501	5级戒指	1	10	510
204005	45002001	5级衣服	1	10	2984
204005	45003001	5级头盔	1	10	2984
204005	45004001	5级鞋子	1	10	2984
204005	45005001	5级裤子	1	10	2984
204005	45006101	5级项链	1	10	2984
204005	45006501	5级戒指	1	10	2984
204010	44002002	10级衣服	1	10	544
204010	44003002	10级头盔	1	10	544
204010	44004002	10级鞋子	1	10	544
204010	44005002	10级裤子	1	10	544
204010	44006102	10级项链	1	10	544
204010	44006502	10级戒指	1	10	544
204010	45002002	10级衣服	1	10	3179
204010	45003002	10级头盔	1	10	3179
204010	45004002	10级鞋子	1	10	3179
204010	45005002	10级裤子	1	10	3179
204010	45006102	10级项链	1	10	3179
204010	45006502	10级戒指	1	10	3179
204015	44002003	15级衣服	1	10	580
204015	44003003	15级头盔	1	10	580
204015	44004003	15级鞋子	1	10	580
204015	44005003	15级裤子	1	10	580
204015	44006103	15级项链	1	10	580
204015	44006503	15级戒指	1	10	580
204015	45002003	15级衣服	1	10	3375
204015	45003003	15级头盔	1	10	3375
204015	45004003	15级鞋子	1	10	3375
204015	45005003	15级裤子	1	10	3375
204015	45006103	15级项链	1	10	3375
204015	45006503	15级戒指	1	10	3375
204020	44002004	20级衣服	1	10	619
204020	44003004	20级头盔	1	10	619
204020	44004004	20级鞋子	1	10	619
204020	44005004	20级裤子	1	10	619
204020	44006104	20级项链	1	10	619
204020	44006504	20级戒指	1	10	619
204020	45002004	20级衣服	1	10	3575
204020	45003004	20级头盔	1	10	3575
204020	45004004	20级鞋子	1	10	3575
204020	45005004	20级裤子	1	10	3575
204020	45006104	20级项链	1	10	3575
204020	45006504	20级戒指	1	10	3575
204025	44006105	25级项链	1	10	662
204025	44006505	25级戒指	1	10	662
204025	44102005	25级剑客紫衣服	1	10	662
204025	44103005	25级剑客紫头盔	1	10	662
204025	44104005	25级剑客紫鞋子	1	10	662
204025	44105005	25级剑客紫裤子	1	10	662
204025	44202005	25级枪炮紫衣服	1	10	662
204025	44203005	25级枪炮紫头盔	1	10	662
204025	44204005	25级枪炮紫鞋子	1	10	662
204025	44205005	25级枪炮紫裤子	1	10	662
204025	44302005	25级拳师紫衣服	1	10	662
204025	44303005	25级拳师紫头盔	1	10	662
204025	44304005	25级拳师紫鞋子	1	10	662
204025	44305005	25级拳师紫裤子	1	10	662
204025	44402005	25级法师紫衣服	1	10	662
204025	44403005	25级法师紫头盔	1	10	662
204025	44404005	25级法师紫鞋子	1	10	662
204025	44405005	25级法师紫裤子	1	10	662
204025	45006105	25级项链	1	10	3779
204025	45006505	25级戒指	1	10	3779
204025	45102005	25级剑客橙衣服	1	10	3779
204025	45103005	25级剑客橙头盔	1	10	3779
204025	45104005	25级剑客橙鞋子	1	10	3779
204025	45105005	25级剑客橙裤子	1	10	3779
204025	45202005	25级枪炮橙衣服	1	10	3779
204025	45203005	25级枪炮橙头盔	1	10	3779
204025	45204005	25级枪炮橙鞋子	1	10	3779
204025	45205005	25级枪炮橙裤子	1	10	3779
204025	45302005	25级拳师橙衣服	1	10	3779
204025	45303005	25级拳师橙头盔	1	10	3779
204025	45304005	25级拳师橙鞋子	1	10	3779
204025	45305005	25级拳师橙裤子	1	10	3779
204025	45402005	25级法师橙衣服	1	10	3779
204025	45403005	25级法师橙头盔	1	10	3779
204025	45404005	25级法师橙鞋子	1	10	3779
204025	45405005	25级法师橙裤子	1	10	3779
204030	44006106	30级项链	1	10	711
204030	44006506	30级戒指	1	10	711
204030	44102006	30级剑客紫衣服	1	10	711
204030	44103006	30级剑客紫头盔	1	10	711
204030	44104006	30级剑客紫鞋子	1	10	711
204030	44105006	30级剑客紫裤子	1	10	711
204030	44202006	30级枪炮紫衣服	1	10	711
204030	44203006	30级枪炮紫头盔	1	10	711
204030	44204006	30级枪炮紫鞋子	1	10	711
204030	44205006	30级枪炮紫裤子	1	10	711
204030	44302006	30级拳师紫衣服	1	10	711
204030	44303006	30级拳师紫头盔	1	10	711
204030	44304006	30级拳师紫鞋子	1	10	711
204030	44305006	30级拳师紫裤子	1	10	711
204030	44402006	30级法师紫衣服	1	10	711
204030	44403006	30级法师紫头盔	1	10	711
204030	44404006	30级法师紫鞋子	1	10	711
204030	44405006	30级法师紫裤子	1	10	711
204030	45006106	30级项链	1	10	3988
204030	45006506	30级戒指	1	10	3988
204030	45102006	30级剑客橙衣服	1	10	3988
204030	45103006	30级剑客橙头盔	1	10	3988
204030	45104006	30级剑客橙鞋子	1	10	3988
204030	45105006	30级剑客橙裤子	1	10	3988
204030	45202006	30级枪炮橙衣服	1	10	3988
204030	45203006	30级枪炮橙头盔	1	10	3988
204030	45204006	30级枪炮橙鞋子	1	10	3988
204030	45205006	30级枪炮橙裤子	1	10	3988
204030	45302006	30级拳师橙衣服	1	10	3988
204030	45303006	30级拳师橙头盔	1	10	3988
204030	45304006	30级拳师橙鞋子	1	10	3988
204030	45305006	30级拳师橙裤子	1	10	3988
204030	45402006	30级法师橙衣服	1	10	3988
204030	45403006	30级法师橙头盔	1	10	3988
204030	45404006	30级法师橙鞋子	1	10	3988
204030	45405006	30级法师橙裤子	1	10	3988
204035	44006107	35级项链	1	10	767
204035	44006507	35级戒指	1	10	767
204035	44102007	35级剑客紫衣服	1	10	767
204035	44103007	35级剑客紫头盔	1	10	767
204035	44104007	35级剑客紫鞋子	1	10	767
204035	44105007	35级剑客紫裤子	1	10	767
204035	44202007	35级枪炮紫衣服	1	10	767
204035	44203007	35级枪炮紫头盔	1	10	767
204035	44204007	35级枪炮紫鞋子	1	10	767
204035	44205007	35级枪炮紫裤子	1	10	767
204035	44302007	35级拳师紫衣服	1	10	767
204035	44303007	35级拳师紫头盔	1	10	767
204035	44304007	35级拳师紫鞋子	1	10	767
204035	44305007	35级拳师紫裤子	1	10	767
204035	44402007	35级法师紫衣服	1	10	767
204035	44403007	35级法师紫头盔	1	10	767
204035	44404007	35级法师紫鞋子	1	10	767
204035	44405007	35级法师紫裤子	1	10	767
204035	45006107	35级项链	1	10	4206
204035	45006507	35级戒指	1	10	4206
204035	45102007	35级剑客橙衣服	1	10	4206
204035	45103007	35级剑客橙头盔	1	10	4206
204035	45104007	35级剑客橙鞋子	1	10	4206
204035	45105007	35级剑客橙裤子	1	10	4206
204035	45202007	35级枪炮橙衣服	1	10	4206
204035	45203007	35级枪炮橙头盔	1	10	4206
204035	45204007	35级枪炮橙鞋子	1	10	4206
204035	45205007	35级枪炮橙裤子	1	10	4206
204035	45302007	35级拳师橙衣服	1	10	4206
204035	45303007	35级拳师橙头盔	1	10	4206
204035	45304007	35级拳师橙鞋子	1	10	4206
204035	45305007	35级拳师橙裤子	1	10	4206
204035	45402007	35级法师橙衣服	1	10	4206
204035	45403007	35级法师橙头盔	1	10	4206
204035	45404007	35级法师橙鞋子	1	10	4206
204035	45405007	35级法师橙裤子	1	10	4206
204040	44006108	40级项链	1	10	834
204040	44006508	40级戒指	1	10	834
204040	44102008	40级剑客紫衣服	1	10	834
204040	44103008	40级剑客紫头盔	1	10	834
204040	44104008	40级剑客紫鞋子	1	10	834
204040	44105008	40级剑客紫裤子	1	10	834
204040	44202008	40级枪炮紫衣服	1	10	834
