名称	说明	移动时间	时间	距离	速度X	速度Y	引力X	重力	跟随	屏幕震动	抖动	停顿帧	打击特效颜色	受击特效偏移	受击特效角度	受击特效缩放	受击特效随机	方向参照(坐标)	受击者方向(面对面)	特殊击退	倒地震屏	控制(抓取技)	受击者纵深吸附到攻击者(0关，1置后，-1置前)	
BeHitBack_2001_atk	刀兵普攻	0.2	0.2	20	-150	-1150	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2001_atk1	刀兵技能	0.2	0.2	20	-150	-1150	0	800	0	0	0	0	hurt	-60	0	0.9	0	0	1	1	0	0	0	
BeHitBack_2002_atk	盾兵普攻	0.2	0.2	20	-150	-1150	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2002_atk1	盾兵技能	0.2	0.2	20	-150	-1150	0	800	0	0	0	0	hurt	-60	0	0.9	0	0	1	1	0	0	0	
BeHitBack_2003_atk	枪兵普攻	0.2	0.2	20	-150	-1150	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2003_atk1	枪兵技能	0.2	0.2	20	-150	-1150	0	800	0	0	0	0	hurt	-60	0	0.9	0	0	1	1	0	0	0	
BeHitBack_2009_atk	禁卫弓手普攻	0.2	0.2	20	-150	-1150	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2009_skill1	禁卫弓手技能1	0.2	0.2	20	-150	-1150	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2011_atk	钢背勇士普攻	0.1	0.1	0	-150	-1150	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2011_atk2	钢背勇士普攻2	0.2	0.2	20	-150	-1150	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2011_atk3	钢背勇士普攻3	0.2	0.2	20	-150	-1150	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2011_skill1	钢背勇士技能1	0.2	0.2	20	-150	-1150	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2011_skill2	钢背勇士技能2	0.2	0.2	60	-150	-1150	0	1050	0	0	0	0	hurt	-60	0	0.8	0	1	1	1	0	0	0	
BeHitBack_2011_skill3_1	钢背勇士技能3_1	0.2	0.2	100	-150	-1150	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2011_skill3_2	钢背勇士技能3_2	0.2	0.2	60	-150	-1150	0	1050	0	0	0	0	hurt	-60	0	0.8	0	1	1	1	0	0	0	
BeHitBack_2011_skill4	钢背勇士技能4	0.3	0.2	120	-150	-1150	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2011_skill5	钢背勇士技能5	0.3	0.2	120	-150	-1150	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2012_atk	兔先生普攻	0.2	0.2	60	-150	-1150	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2013_atk	机械兵普攻	0.1	0.1	20	-150	-1150	0	1050	0	0	0	0	fire	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_2013_skill4	机械兵技能4	0.3	0.3	100	-150	-1150	0	1050	0	0	0	0	fire	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_3001_atk	地雷机关_触发	0	0	0	0	-1150	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	0	1	0	0	0	
BeHitBack_3001_baozha	地雷机关_爆炸	0.3	0.3	100	-150	-1150	0	800	0	0	0	0	fire	-60	0	0.8	0	0	0	1	0	0	0	
BeHitBack_monster_boss_013_atk1	流浪剑客普通攻击	0.1	0.2	20	0	-1050	0	850	0	0	0	0	hurt	-60	0	1	1	0	1	1	0	0	0	
BeHitBack_monster_boss_013_atk2	流浪剑客普通攻击2	0.25	0.5	150	-200	-1200	0	1000	0	0	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_monster_boss_013_skill3	流浪剑客技能3全屏	0.2	0.2	20	0	-1200	0	1100	0	0	0	0	hurt	-100	0	0.8	1	0	1	1	0	0	0	
BeHitBack_monster_021_atk	炎猫妖攻击	0.2	0.2	30	0	-1200	0	920	0	0	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_monster_021_skill	炎猫妖技能	0.2	0.2	30	0	-1200	0	920	0	0	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_1032_atk1	的卢普通1	0.2	0.2	70	-100	-1350	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1032_atk2	的卢普通2	0.2	0.2	80	-100	-1400	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1032_atk3	的卢普通3	0.1	0.2	100	-300	-1650	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1032_atk4	的卢普通4	0.2	0.2	80	-200	-1550	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1032_skill1_1	的卢技能1直踹	0.1	0.2	50	-100	-1650	0	1100	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1032_skill1_2	的卢技能1向上踢	0.1	0.2	50	-100	-1650	0	1100	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1032_skill1_3	的卢技能1勾腿	0.1	0.2	-50	-100	-1650	0	1100	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1032_skill1_4	的卢技能1飞腿	0.1	0.2	100	-100	-1650	0	1100	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1032_skill2_1	的卢技能2	0.1	0.2	50	-120	-1450	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1032_skill2_2	的卢技能2	0.1	0.2	50	-120	-1450	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1032_skill2_3	的卢技能2	0.1	0.2	50	-120	-1450	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1032_skill2_4	的卢技能2	0.1	0.2	50	-120	-1450	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1032_skill2_5	的卢技能2	0.1	0.2	50	-120	-1450	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1027_atk1	华雄普通攻击1	0.2	0.2	-30	-100	-1100	0	1050	0	0	0	0	hurt	0	0	1.2	0	0	1	1	0	0	0	
BeHitBack_1027_atk2	华雄普通攻击2	0.2	0.2	60	-100	-1100	0	1050	0	0	0	0	hurt	0	0	1.2	0	0	1	1	0	0	0	
BeHitBack_1027_atk3	华雄普通攻击3	0.2	0.2	60	-100	-1100	0	1050	0	0	0	0	hurt	0	0	1.2	0	0	1	1	0	0	0	
BeHitBack_1027_atk4_1	华雄普通攻击4	0.2	0.2	60	-100	-1100	0	1050	0	0	0	0	hurt	0	0	1.2	0	0	1	1	0	0	0	
BeHitBack_1027_skill2	华雄技能2	0.1	0.2	150	-300	-1680	0	1050	0	0	0	0	hurt	0	0	1.2	0	0	1	1	0	0	0	
BeHitBack_1027_skill3_1	华雄技能3_1	0.2	0.2	60	-100	-1100	0	1050	0	0	0	0	hurt	0	0	1.2	0	0	1	1	0	0	0	
BeHitBack_1027_skill4_1	华雄技能4	0.2	0.2	60	-100	-1100	0	1050	0	0	0	0	hurt	0	0	1.2	0	0	1	1	0	0	0	
