图纸ID	所需职业	所需角色	所需装备ID	产出装备ID	消耗材料	削减等级	锻造价格
54221000	22	52205	43221005	44221005	54221000:1;62000007:19;62000008:19;61000007:17;61000008:17;61000001:17;	10	500000
55221000	22	52205	44221005	45221005	55221000:1;64000007:20;62000007:20;62000008:20;62000009:20;61000007:18;	10	1000000
56221000	22	52205	45221005	46221005	56221000:1;64000007:22;64000008:24;62000009:22;62000010:22;62000001:24;	10	3000000
51301000	30	53002	0	41301002	51301000:1;60000004:9;60000005:9;60000006:7;	0	10000
52301000	30	53002	41301002	42301002	52301000:1;61000001:12;61000002:11;60000003:10;60000004:12;60000005:10;	10	50000
53301000	30	53002	42301002	43301002	53301000:1;62000009:16;61000001:15;61000002:15;61000003:15;60000003:14;	10	150000
54301000	30	53002	43301002	44301002	54301000:1;62000009:19;62000010:19;61000001:17;61000002:17;61000003:17;	10	500000
55301000	30	53002	44301002	45301002	55301000:1;64000009:20;62000009:20;62000010:20;62000001:20;61000001:18;	10	1000000
56301000	30	53002	45301002	46301002	56301000:1;64000009:22;64000010:24;62000001:22;62000002:22;62000003:24;	10	3000000
51311000	31	43102	0	41311002	51311000:1;60000006:9;60000001:9;60000002:8;	0	10000
52311000	31	43102	41311002	42311002	52311000:1;61000002:12;61000003:11;60000004:10;60000005:12;60000006:10;	10	50000
53311000	31	43102	42311002	43311002	53311000:1;62000010:16;61000002:15;61000003:15;61000004:15;60000004:14;	10	150000
54311000	31	43102	43311002	44311002	54311000:1;62000010:19;62000001:19;61000002:17;61000003:17;61000004:17;	10	500000
55311000	31	43102	44311002	45311002	55311000:1;64000010:20;62000010:20;62000001:20;62000002:20;61000002:18;	10	1000000
56311000	31	43102	45311002	46311002	56311000:1;64000010:22;64000011:24;62000002:22;62000003:22;62000004:24;	10	3000000
51311000	31	53103	0	41311003	51311000:1;60000006:9;60000001:9;60000002:8;	0	10000
52311000	31	53103	41311003	42311003	52311000:1;61000002:12;61000003:11;60000004:10;60000005:12;60000006:10;	10	50000
53311000	31	53103	42311003	43311003	53311000:1;62000010:16;61000002:15;61000003:15;61000004:15;60000004:14;	10	150000
54311000	31	53103	43311003	44311003	54311000:1;62000010:19;62000001:19;61000002:17;61000003:17;61000004:17;	10	500000
55311000	31	53103	44311003	45311003	55311000:1;64000010:20;62000010:20;62000001:20;62000002:20;61000002:18;	10	1000000
56311000	31	53103	45311003	46311003	56311000:1;64000010:22;64000011:24;62000002:22;62000003:22;62000004:24;	10	3000000
51321000	32	43202	0	41321002	51321000:1;60000001:9;60000002:9;60000003:7;	0	10000
52321000	32	43202	41321002	42321002	52321000:1;61000003:12;61000004:11;60000005:10;60000006:12;60000001:10;	10	50000
53321000	32	43202	42321002	43321002	53321000:1;62000001:15;61000003:15;61000004:15;61000005:15;60000005:14;	10	150000
54321000	32	43202	43321002	44321002	54321000:1;62000001:17;62000002:17;61000003:17;61000004:17;61000005:17;	10	500000
55321000	32	43202	44321002	45321002	55321000:1;64000011:20;62000001:20;62000002:20;62000003:20;61000003:18;	10	1000000
56321000	32	43202	45321002	46321002	56321000:1;64000011:22;64000012:24;62000003:20;62000004:20;62000005:23;	10	3000000
51321000	32	53203	0	41321003	51321000:1;60000001:9;60000002:9;60000003:7;	0	10000
52321000	32	53203	41321003	42321003	52321000:1;61000003:12;61000004:11;60000005:10;60000006:12;60000001:10;	10	50000
53321000	32	53203	42321003	43321003	53321000:1;62000001:15;61000003:15;61000004:15;61000005:15;60000005:14;	10	150000
54321000	32	53203	43321003	44321003	54321000:1;62000001:17;62000002:17;61000003:17;61000004:17;61000005:17;	10	500000
55321000	32	53203	44321003	45321003	55321000:1;64000011:20;62000001:20;62000002:20;62000003:20;61000003:18;	10	1000000
56321000	32	53203	45321003	46321003	56321000:1;64000011:22;64000012:24;62000003:20;62000004:20;62000005:23;	10	3000000
51401000	40	54002	0	41401002	51401000:1;60000003:9;60000004:9;60000005:7;	0	10000
52401000	40	54002	41401002	42401002	52401000:1;61000006:12;61000007:11;60000001:12;60000002:12;60000003:10;	10	50000
53401000	40	54002	42401002	43401002	53401000:1;62000003:15;61000006:15;61000007:15;61000008:15;60000001:14;	10	150000
54401000	40	54002	43401002	44401002	54401000:1;62000003:17;62000004:17;61000006:17;61000007:17;61000008:17;	10	500000
55401000	40	54002	44401002	45401002	55401000:1;64000001:20;62000003:18;62000004:18;62000005:18;61000005:18;	10	1000000
56401000	40	54002	45401002	46401002	56401000:1;64000001:22;64000002:24;62000005:20;62000006:20;62000007:23;	10	3000000
51401000	40	44003	0	41401003	51401000:1;60000003:9;60000004:9;60000005:7;	0	10000
52401000	40	44003	41401003	42401003	52401000:1;61000006:12;61000007:11;60000001:12;60000002:12;60000003:10;	10	50000
53401000	40	44003	42401003	43401003	53401000:1;62000003:15;61000006:15;61000007:15;61000008:15;60000001:14;	10	150000
54401000	40	44003	43401003	44401003	54401000:1;62000003:17;62000004:17;61000006:17;61000007:17;61000008:17;	10	500000
55401000	40	44003	44401003	45401003	55401000:1;64000001:20;62000003:18;62000004:18;62000005:18;61000005:18;	10	1000000
56401000	40	44003	45401003	46401003	56401000:1;64000001:22;64000002:24;62000005:20;62000006:20;62000007:23;	10	3000000
51401000	40	24004	0	41401004	51401000:1;60000003:9;60000004:9;60000005:7;	0	10000
52401000	40	24004	41401004	42401004	52401000:1;61000006:12;61000007:11;60000001:12;60000002:12;60000003:10;	10	50000
53401000	40	24004	42401004	43401004	53401000:1;62000003:15;61000006:15;61000007:15;61000008:15;60000001:14;	10	150000
54401000	40	24004	43401004	44401004	54401000:1;62000003:17;62000004:17;61000006:17;61000007:17;61000008:17;	10	500000
55401000	40	24004	44401004	45401004	55401000:1;64000001:20;62000003:18;62000004:18;62000005:18;61000005:18;	10	1000000
56401000	40	24004	45401004	0
51411000	41	54102	0	41411002	51411000:1;60000004:9;60000005:9;60000006:7;	0	10000
52411000	41	54102	41411002	42411002	52411000:1;61000005:12;61000006:11;60000002:10;60000003:12;60000004:10;	10	50000
53411000	41	54102	42411002	43411002	53411000:1;62000004:15;61000005:15;61000006:15;61000007:15;60000002:14;	10	150000
54411000	41	54102	43411002	44411002	54411000:1;62000004:17;62000005:17;61000005:17;61000006:17;61000007:17;	10	500000
55411000	41	54102	44411002	45411002	55411000:1;64000002:20;62000004:18;62000005:18;62000006:18;61000006:18;	10	1000000
56411000	41	54102	45411002	46411002	56411000:1;64000002:22;64000003:24;62000006:20;62000007:20;62000008:23;	10	3000000
51411000	41	54103	0	41411003	51411000:1;60000004:9;60000005:9;60000006:7;	0	10000
52411000	41	54103	41411003	42411003	52411000:1;61000005:12;61000006:11;60000002:10;60000003:12;60000004:10;	10	50000
53411000	41	54103	42411003	43411003	53411000:1;62000004:15;61000005:15;61000006:15;61000007:15;60000002:14;	10	150000
54411000	41	54103	43411003	44411003	54411000:1;62000004:17;62000005:17;61000005:17;61000006:17;61000007:17;	10	500000
55411000	41	54103	44411003	45411003	55411000:1;64000002:20;62000004:18;62000005:18;62000006:18;61000006:18;	10	1000000
56411000	41	54103	45411003	46411003	56411000:1;64000002:22;64000003:24;62000006:20;62000007:20;62000008:23;	10	3000000
51431000	43	54302	0	41431002	51431000:1;60000001:9;60000002:9;60000003:7;	0	10000
52431000	43	54302	41431002	42431002	52431000:1;61000008:12;61000001:11;60000004:10;60000005:12;60000006:10;	10	50000
53431000	43	54302	42431002	43431002	53431000:1;62000006:16;61000008:15;61000001:15;61000002:15;60000004:14;	10	150000
54431000	43	54302	43431002	44431002	54431000:1;62000006:19;62000007:19;61000008:17;61000001:17;61000002:17;	10	500000
55431000	43	54302	44431002	45431002	55431000:1;64000004:20;62000005:18;62000006:18;62000007:18;61000008:18;	10	1000000
56431000	43	54302	45431002	46431002	56431000:1;64000004:22;64000005:24;62000008:22;62000009:22;62000010:24;	10	3000000
51431000	43	14303	0	41431003	51431000:1;60000001:9;60000002:9;60000003:7;	0	10000
52431000	43	14303	41431003	42431003	52431000:1;61000008:12;61000001:11;60000004:10;60000005:12;60000006:10;	10	50000
53431000	43	14303	42431003	43431003	53431000:1;62000006:16;61000008:15;61000001:15;61000002:15;60000004:14;	10	150000
54431000	43	14303	43431003	44431003	54431000:1;62000006:19;62000007:19;61000008:17;61000001:17;61000002:17;	10	500000
55431000	43	14303	44431003	45431003	55431000:1;64000004:20;62000005:18;62000006:18;62000007:18;61000008:18;	10	1000000
56431000	43	14303	45431003	0
51431000	43	24304	0	41431004	51431000:1;60000001:9;60000002:9;60000003:7;	0	10000
52431000	43	24304	41431004	42431004	52431000:1;61000008:12;61000001:11;60000004:10;60000005:12;60000006:10;	10	50000
53431000	43	24304	42431004	43431004	53431000:1;62000006:16;61000008:15;61000001:15;61000002:15;60000004:14;	10	150000
54431000	43	24304	43431004	44431004	54431000:1;62000006:19;62000007:19;61000008:17;61000001:17;61000002:17;	10	500000
55431000	43	24304	44431004	45431004	55431000:1;64000004:20;62000005:18;62000006:18;62000007:18;61000008:18;	10	1000000
56431000	43	24304	45431004	0
51431000	43	34305	0	41431005	51431000:1;60000001:9;60000002:9;60000003:7;	0	10000
52431000	43	34305	41431005	42431005	52431000:1;61000008:12;61000001:11;60000004:10;60000005:12;60000006:10;	10	50000
53431000	43	34305	42431005	43431005	53431000:1;62000006:16;61000008:15;61000001:15;61000002:15;60000004:14;	10	150000
54431000	43	34305	43431005	44431005	54431000:1;62000006:19;62000007:19;61000008:17;61000001:17;61000002:17;	10	500000
55431000	43	34305	44431005	45431005	55431000:1;64000004:20;62000005:18;62000006:18;62000007:18;61000008:18;	10	1000000
56431000	43	34305	45431005	0
51501000	50	55002	0	41501002	51501000:1;60000002:9;60000003:9;60000004:7;	0	10000
52501000	50	55002	41501002	42501002	52501000:1;61000001:12;61000002:11;60000005:10;60000006:12;60000001:10;	10	50000
53501000	50	55002	42501002	43501002	53501000:1;62000007:16;61000001:15;61000002:15;61000003:15;60000005:14;	10	150000
54501000	50	55002	43501002	44501002	54501000:1;62000007:19;62000008:19;61000001:17;61000002:17;61000003:17;	10	500000
55501000	50	55002	44501002	45501002	55501000:1;64000006:20;62000007:20;62000008:20;62000009:20;61000001:18;	10	1000000
56501000	50	55002	45501002	46501002	56501000:1;64000006:22;64000007:24;62000009:22;62000010:22;62000001:24;	10	3000000
51611000	61	56102	0	41611002	51611000:1;60000002:9;60000003:9;60000004:7;	0	10000
52611000	61	56102	41611002	42611002	52611000:1;61000005:12;61000006:11;60000004:10;60000005:12;60000006:10;	10	50000
53611000	61	56102	42611002	43611002	53611000:1;62000002:15;61000005:15;61000006:15;61000007:15;60000004:14;	10	150000
54611000	61	56102	43611002	44611002	54611000:1;62000002:17;62000003:17;61000005:17;61000006:17;61000007:17;	10	500000
55611000	61	56102	44611002	45611002	55611000:1;64000010:20;62000003:18;62000004:18;62000005:18;61000006:18;	10	1000000
56611000	61	56102	45611002	46611002	56611000:1;64000010:22;64000011:24;62000004:20;62000005:20;62000006:23;	10	3000000
51301000	30	3	0	41301001	51301000:1;60000004:9;60000005:9;60000006:7;	0	10000
52301000	30	3	41301001	42301001	52301000:1;61000001:12;61000002:11;60000003:10;60000004:12;60000005:10;	10	50000
53301000	30	3	42301001	43301001	53301000:1;62000009:16;61000001:15;61000002:15;61000003:15;60000003:14;	10	150000
54301000	30	3	43301001	44301001	54301000:1;62000009:19;62000010:19;61000001:17;61000002:17;61000003:17;	10	500000
55301000	30	3	44301001	45301001	55301000:1;64000009:20;62000009:20;62000010:20;62000001:20;61000001:18;	10	1000000
56301000	30	3	45301001	46301001	56301000:1;64000009:22;64000010:24;62000001:22;62000002:22;62000003:24;	10	3000000
51231000	23	52302	0	41231002	51231000:1;60000003:9;60000004:9;60000005:7;	0	10000
52231000	23	52302	41231002	42231002	52231000:1;61000008:12;61000001:11;60000002:10;60000003:12;60000004:10;	10	50000
53231000	23	52302	42231002	43231002	53231000:1;62000008:16;61000008:15;61000001:15;61000002:15;60000002:14;	10	150000
54231000	23	52302	43231002	44231002	54231000:1;62000008:19;62000009:19;61000008:17;61000001:17;61000002:17;	10	500000
55231000	23	52302	44231002	45231002	55231000:1;64000008:20;62000008:20;62000009:20;62000010:20;61000008:18;	10	1000000
56231000	23	52302	45231002	46231002	56231000:1;64000008:22;64000009:24;62000010:22;62000001:22;62000002:24;	10	3000000
51431000	43	4		41431006	51431000:1;60000001:9;60000002:9;60000003:7;	0	10000
52431000	43	4	41431006	42431006	52431000:1;61000008:12;61000001:11;60000004:10;60000005:12;60000006:10;	10	50000
53431000	43	4	42431006	43431006	53431000:1;62000006:16;61000008:15;61000001:15;61000002:15;60000004:14;	10	150000
54431000	43	4	43431006	44431006	54431000:1;62000006:19;62000007:19;61000008:17;61000001:17;61000002:17;	10	500000
55431000	43	4	44431006	45431006	55431000:1;64000004:20;62000005:18;62000006:18;62000007:18;61000008:18;	10	1000000
56431000	43	4	45431006	46431006	56431000:1;64000004:19;64000010:22;62000004:21;62000001:23;62000002:24;	10	3000000
