技能唯一ID	技能类型0-14	动画资源名	图标	技能名称	技能释放距离	释放纵深	职业所属	等级	开启等级	前置技能	前置技能等级	所需金币	材料1	材料1数量	材料2	材料2数量	品质	冷却	物理伤害比例	魔法伤害比例	物理固定伤害	魔法固定伤害	物理暴击值	魔法暴击值	命中值	技能消耗能量	技能说明	天赋预览	伤害类型	其他属性计算
22007007	13	monster_boss_007_hurt1		冰霜女巫受击反击旋风攻击	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	冰霜女巫受击反击旋风攻击		0	0
22007008	14	monster_boss_007_born_1		冰霜女巫出生动画1	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	冰霜女巫基础出生动画1		0	0
22007009	15	monster_boss_007_born_2		冰霜女巫出生动画2	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	冰霜女巫基础出生动画2		0	0
20660001	10	dici_green_idle1		地刺绿普攻	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	地刺绿普攻		0	0
20670001	10	dici_red_idle1		地刺红普攻	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	地刺红普攻		0	0
20680001	0	stone_run		滚石	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	滚石		0	0
20690001	10	bucket_born		木桶	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	木桶		0	0
20690002	10	jump_bucket_born		小跳桶	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	木桶		0	0
20690003	10	jump_bucket_born2		大跳桶	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	木桶		0	0
20690004	10	fast_bucket_born		快速桶	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	木桶		0	0
20700001	10	trap_box_mubei		机关缔造者放1个墓碑	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	机关缔造者放1个墓碑		0	0
20700002	11	trap_box_mubeis		机关缔造者放1圈墓碑	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	机关缔造者放1圈墓碑		0	0
20700003	12	trap_box_mubeiss		机关缔造者放1堆墓碑	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	机关缔造者放1堆墓碑		0	0
20700004	13	doSummon_trap_box_mubei		墓碑指定坐标	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	机关缔造者放1个墓碑		0	0
20700005	14	doSummon_trap_box_mubeis		墓碑废弃	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	机关缔造者放1圈墓碑		0	0
20700006	15	doSummon_trap_box_mubeiss		墓碑随机	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	机关缔造者放1堆墓碑		0	0
20710001	0	stab_atk		钢铁地刺插屁眼	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	钢铁地刺插屁眼		0	0
20720001	10	trap_meteorite_born		陨石垂直落下	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	垂直陨石		0	0
20730001	10	icicle		冰锥落下	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	冰锥落下		0	0
20740001	10	thunder		闪电	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	闪电		0	0
20750001	10	leg_born		大脚出生	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	大脚出生		0	0
20750002	0	leg_atk		大脚攻击	30	30	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	大脚攻击		0	0
20750003	1	leg_atk2		大脚快攻	30	30	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	大脚攻击		0	0
20760001	0	activity_monster_killer01		死亡穿越杀人不偿命怪	900	900	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	死亡穿越杀人不偿命怪		0	0
21007001	0	monster_007_atk1		投掷哥布林技能1扔石头近	700	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	投掷哥布林技能1扔石头近		0	0
21007002	1	monster_007_atk2		投掷哥布林技能2扔石头远	900	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	投掷哥布林技能2扔石头远		0	0
21007003	2	monster_007_atk3		投掷哥布林技能3扔石头3颗石头	700	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	投掷哥布林技能3扔石头3颗石头		0	0
21007004	10	monster_007_born_0		投掷哥布林基础出生动画	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	投掷哥布林基础出生动画		0	0
21007005	11	monster_007_hurt		投掷哥布林受击反击75%扔1个25%扔3个	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	投掷哥布林受击反击75%扔1个25%扔3个		0	0
21007006	12	monster_007_hurt1		投掷哥布林受击反击75%扔1个25%扔3个	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	投掷哥布林受击反击75%扔1个25%扔3个		0	0
21013001	0	monster_013_atk1		骷髅弓箭手射1根箭无火	750	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	骷髅弓箭手射1根箭无火		0	0
21013002	1	monster_013_atk2		骷髅弓箭手近身挥弓	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	骷髅弓箭手近身挥弓		0	0
21013003	2	monster_013_skill1		骷髅弓箭手3连射越射越近有火	600	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	骷髅弓箭手3连射越射越近有火		0	0
21013004	3	monster_013_skill2		骷髅弓箭手散射3根箭无火	700	100	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	骷髅弓箭手散射3根箭无火		0	0
21013005	4	monster_013_skill3		骷髅弓箭手散射3根箭有火	700	100	0	0	1	0	0	0	0	0	0	0	1	9000	10000	10000	0	0	0	0	10000	0	骷髅弓箭手散射3根箭有火		0	0
21013006	10	monster_013_born_0		骷髅弓箭手基础出生动画	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	骷髅弓箭手基础出生动画		0	0
21013007	11	monster_013_hurt		骷髅弓箭手受击反击近身挥弓远程75%射一根25%散射	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	骷髅弓箭手受击反击近身挥弓远程75%射一根25%散射		0	0
21013008	12	monster_013_hurt1		骷髅弓箭手受击反击近身挥弓远程75%射一根25%散射	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	骷髅弓箭手受击反击近身挥弓远程75%射一根25%散射		0	0
21013009	5	monster_013_skill1_super		骷髅弓箭手3连射越射越近有火	600	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	骷髅弓箭手3连射越射越近有火		0	0
21013010	6	monster_013_skill1_1		骷髅弓箭手3连射越射越近无火	600	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	骷髅弓箭手3连射越射越近无火		0	0
22004001	0	monster_boss_004_atk1		牛头首领组合拳	200	40	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	牛头首领组合拳		0	0
22004002	1	monster_boss_004_atk2		牛头首领疯狂连续组合拳	200	40	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	牛头首领疯狂连续组合拳		0	0
22004003	2	monster_boss_004_skill1		牛头首领野蛮冲撞	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	牛头首领野蛮冲撞		0	0
22004004	3	monster_boss_004_skill2_boxing		牛头首领冲击组合拳	450	40	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	牛头首领冲击组合拳		0	0
22004005	10	monster_boss_004_born_0		牛头出生动画	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	牛头首领出生动画		0	0
22004006	4	monster_boss_004_skill3		牛头前抛扔桶（可当普通技能）	600	40	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	牛头前抛扔桶（可当普通技能）		0	0
22004007	5	monster_boss_004_throwBucket		牛头高抛扔桶（可当普通技能）	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	牛头高抛扔桶（可当普通技能）		0	0
22004008	11	monster_boss_004_hurt		牛头反击技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	牛头反击技		0	0
22004009	12	monster_boss_004_hurt1		牛头反击技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	牛头反击技		0	0
22004010	13	monster_boss_004_up		牛头起身技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	牛头起身技		0	0
22004011	14	monster_boss_004_rage		牛头首领狂暴跑墙角扔桶	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	牛头首领狂暴跑墙角扔桶		0	0
21008001	0	monster_008_atk1		普通牛头普通1	200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	普通牛头普通1		0	0
21008002	1	monster_008_atk2		普通牛头冲撞	600	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	普通牛头冲撞		0	0
21008003	2	monster_008_atk3		普通牛头飞天地裂拳	400	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	普通牛头飞天地裂拳		0	0
21008004	10	monster_008_born_0		普通牛头基础出生动画法阵	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	普通牛头基础出生动画法阵		0	0
21008005	11	monster_008_hurt		普通牛头反击技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	普通牛头反击技		0	0
21008006	12	monster_008_hurt		普通牛头反击技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	普通牛头反击技		0	0
21008007	13	monster_008_up		普通牛头起身技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	普通牛头起身技		0	0
21008008	14	monster_008_dash		普通牛头冲锋（作为出生动画）	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	普通牛头冲锋		0	0
21010001	0	monster_010_atk1		炸弹哥布林普通攻击	550	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炸弹哥布林		0	0
21010002	1	monster_010_atk2		炸弹哥布林技能	550	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炸弹哥布林		0	0
21010003	10	monster_011_up		炸弹哥布林起身技	550	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炸弹哥布林		0	0
21010004	11	monster_010_hurt		炸弹哥布林反击技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炸弹哥布林		0	0
21010005	12	monster_010_hurt1		炸弹哥布林反击技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炸弹哥布林		0	0
21010006	13	monster_010_born_0		炸弹哥布林出生动画	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炸弹哥布林		0	0
21010007	14	monster_010_down_die		炸弹哥布林死亡	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炸弹哥布林		0	0
21010008	3	monster_010_atk3		炸弹哥布林大炸弹	700	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炸弹哥布林		0	0
21019001	0	monster_019_atk1		火焰人踢腿普攻	190	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	火焰人踢腿普攻		0	0
21019002	1	monster_019_skill1		火焰人技能一闪抓取	430	40	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	火焰人技能一闪抓取		0	0
21019003	10	monster_019_born		火焰人普通出生	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	火焰人普通出生		0	0
21019004	11	monster_019_hurt		火焰人反击技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	火焰人反击技		0	0
21019005	12	monster_019_hurt1		火焰人反击技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	火焰人反击技		0	0
21019006	13	monster_019_up		火焰人起身技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	火焰人起身技		0	0
21014001	0	monster_014_atk1		飞龙小火球	600	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	飞龙小火球		0	0
21014002	11	monster_014_skill1		飞龙吐息	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	飞龙吐息		0	0
21014003	2	monster_014_catch		飞龙抓取	1200	100	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	飞龙抓取		0	0
21014004	10	monster_014_born		飞龙出生	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	飞龙出生		0	0
21014005	3	monster_014_AutoRun		飞龙乱飞	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	飞龙出生		0	0
21006001	0	monster_006_atkStart		野猪冲撞	960	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	野猪冲撞		0	0
21006002	10	monster_006_born		野猪出生	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	野猪出生		0	0
23009001	0	card_009_atk1		鸾若音尘普通1	900	30	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	鸾若音尘普通1		0	0
23009002	1	card_009_skill1_2		鸾若音尘技能2冰墙	900	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	鸾若音尘技能2冰墙		0	0
23009003	2	card_009_skill2_2		鸾若音尘普通3火球	900	30	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	鸾若音尘普通3火球		0	0
23009004	3	card_009_skill3_2		鸾若音尘普通4跟踪闪电	900	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	鸾若音尘普通4跟踪闪电		0	0
23009005	10	card_009_born_0		鸾若音尘出生	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	鸾若音尘出生		0	0
21017001	0	monster_017_atk1		幽灵攻击1	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	幽灵用手向前2段挥击		0	0
21017002	1	monster_017_atk2		幽灵攻击2	400	45	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	幽灵体型变大，向前扑击		0	0
21017003	2	monster_017_atk3		幽灵远程攻击	500	40	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	幽灵体型变大，向前扑击		0	0
90004001	1	dazzle_light_skill1		光炫纹技能1	550	50	0	0	1	0	0	0	0	0	0	0	1	30	10000	10000	0	0	0	0	10000	0	光炫纹技能1		0	0
90004002	2	dazzle_light_skill1		光炫纹技能2	550	50	0	0	1	0	0	0	0	0	0	0	1	30	10000	10000	0	0	0	0	10000	0	光炫纹技能2		0	0
90004003	3	dazzle_light_skill1		光炫纹技能3	550	50	0	0	1	0	0	0	0	0	0	0	1	30	10000	10000	0	0	0	0	10000	0	光炫纹技能3		0	0
90004004	4	dazzle_light_skill1		光炫纹技能4	550	50	0	0	1	0	0	0	0	0	0	0	1	30	10000	10000	0	0	0	0	10000	0	光炫纹技能4		0	0
90004005	5	dazzle_light_skill1		光炫纹技能5	550	50	0	0	1	0	0	0	0	0	0	0	1	30	10000	10000	0	0	0	0	10000	0	光炫纹技能5		0	0
22013001	0	monster_boss_013_atk1		流浪剑客普通攻击	200	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	流浪剑客普通攻击		0	0
22013002	1	monster_boss_013_skill1		流浪剑客技能1	600	200	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	流浪剑客技能！，聚集剑气释放小范围砸地攻击		0	0
22013003	2	monster_boss_013_skill_tiao		流浪剑客技能2	1200	300	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	流浪剑客2释放石柱直线攻击敌人，带击飞破霸体		0	0
22013004	3	monster_boss_013_skill3		流浪剑客技能3	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	流浪剑客技能3全屏攻击		0	0
22013005	4	monster_boss_013_skill4_zizhi		流浪剑客技能4	1200	150	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	快速突进到目标身前攻击		0	0
22013006	5	monster_boss_013_skill5_zizhi		流浪剑客技能5	600	100	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	向前用剑气攻击		0	0
22013007	6	monster_boss_013_skill6_zizhi		流浪剑客技能6	900	400	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	自身小范围内随机攻击敌人！自身无法被选取！		0	0
23010001	0	card_007_atk		寒烟柔普攻	250	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	寒烟柔普攻		0	0
23010002	1	card_007_skill1		强龙压	350	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]轰击地面，将敌人击倒。		0	0
23010003	2	card_007_skill2		百龙流星打	500	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]巨大的战矛刺穿敌人。		0	0
23010004	3	card_007_skill3		豪龙破军	200	40	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]抡起战矛攻击敌人。		0	0
23011001	0	card_003_atk1_Ai		战斗法师小伙伴普攻	350	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	战斗法师小伙伴普攻		0	0
23011002	1	card_003_skill1		付龙翔天	700	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]一条火龙从地下窜出攻击敌人。		0	0
23011003	2	card_003_skill2_1		怒龙穿心破	700	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]快速向前移动身体，利用身体产生的旋风攻击敌人。		0	0
23011004	3	card_003_skill3		蛟龙出海	500	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]巨大的风火轮向前滚动，长时间攻击敌人。[r]造成[txt:size=18 color=green]119.1%+21600[txt:size=18 color=white]点物理伤害；		0	0
23012001	0	card_006_atk1_Ai		飞刀剑普攻	225	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	飞刀剑普攻		0	0
23012002	1	card_006_skill1		冲刺撞击	380	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向前使出迅猛的连续剑击，刺穿敌人。		0	0
23012003	2	card_006_skill2		瞬影斩击	750	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]射出剑气击穿敌人。		0	0
23012004	3	card_006_skill3		幻影极光斩	250	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]旋转身体释放剑气攻击目标敌人。		0	0
23013001	0	card_001_atk1_monster		魔剑士小伙伴普攻	250	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	魔剑士小伙伴普攻		0	0
23013002	1	card_001_skill4		回身斩	350	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。		0	0
23013003	2	card_001_skill3		冲刺撞击	400	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]冲撞敌人后单手挥剑上挑，使其浮空。		0	0
23013004	3	card_001_skill5		裂波破空斩	400	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。		0	0
23013005	1	card_001_skill8		血之怒斩	300	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]挥剑垂直斩击地面，同时剑身上爆发出血气波产生裂地效果，冲击周围敌人。		0	0
23013006	3	card_001_skill7		剑气	300	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	释放剑气		0	0
23014001	0	card_002_atk1_monster		神枪手小伙伴普攻	550	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	神枪手小伙伴普攻		0	0
23014002	1	card_002_skill1		乱射	275	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	乱射		0	0
23014003	2	card_002_skill2		回旋倒踢	400	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]倒立并快速旋转身体，利用倒旋的双腿踢击周围敌人。		0	0
23014004	3	card_002_skill4		浮空一枪	275	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向敌人脚下发射一颗子弹，反弹后击中目标并将其击飞。		0	0
23014005	1	card_002_skill3		飞枪反击	500	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]将手枪投掷出去，向前笔直飞行击中敌人后原路返回。		0	0
23015001	0	card_012_atk1_AiSkill		再水一夏普攻	225	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	再水一夏普攻		0	0
23015002	1	card_012_skill1		旋风斩	280	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]挥刀快速旋转		0	0
23015003	2	card_012_skill2		血影狂刀	620	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]挥动武器斩击敌人使其浮空，继续向空中的敌人发动攻击并将其击飞。		0	0
23015004	3	card_012_skill3		噬魂血手	425	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=19 color=white]释放血气将敌人吸附到身前，造成伤害后弹飞。		0	0
23016001	0	card_013_atk1_ai		气冲云水普攻	200	35	32	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	气冲云水普攻		0	0
23016002	1	card_013_skill01		轰天炮	200	35	32	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向前发出强力压缩后的气波弹，对敌人造成伤害。		0	0
23016003	2	card_013_skill02_01		念气漩涡	200	35	32	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]用念气制造一个漩涡向前推动，并在途中造成爆炸。		0	0
23016004	3	card_013_skill03_01		狂虎啸龙拳	200	35	32	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]迅速的打出念气，有龙虎咆哮之力。		0	0
50001001	10	huoqiu_1		1颗陨石无限循环垂直落下	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	1颗陨石无限循环垂直落下		0	0
50001002	10	huoqiu_5		每4秒落下5颗陨石垂直落下	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	每4秒落下5颗陨石垂直落下		0	0
50001003	10	huoqiu_30		一大波陨石垂直落下	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	一大波陨石垂直落下		0	0
50002001	10	bing_1		1颗冰锥无限循环垂直落下	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	1颗冰锥无限循环垂直落下		0	0
50002002	10	bing_5		每4秒落下5颗冰锥垂直落下	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	每4秒落下5颗冰锥垂直落下		0	0
50002003	10	bing_30		一大波冰锥垂直落下	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	一大波冰锥垂直落下		0	0
50003001	10	shandian_1		1颗雷电无限循环垂直落下	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	1颗雷电无限循环垂直落下		0	0
50003002	10	shandian_5		每4秒落下5颗雷电垂直落下	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	每4秒落下5颗雷电垂直落下		0	0
50003003	10	shandian_30		一大波雷电垂直落下	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	一大波雷电垂直落下		0	0
22015001	0	monster_boss_006_atk1		火焰女巫普通攻击一道龙卷风	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	火焰女巫普通攻击一道火龙卷		0	0
22015002	1	monster_boss_006_skill1		火焰女巫三道火龙卷	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	火焰女巫三道火龙卷		0	0
22015003	2	monster_boss_006_skill2		火焰女巫天降陨石	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	火焰女巫天降陨石		0	0
22014001	0	monster_boss_014_atk1		老鹰普通攻击1	1200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	老鹰俯冲向敌人抓取攻击		0	0
22014002	1	monster_boss_014_atk2		老鹰普通攻击2	1200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	老鹰俯冲敌人撞击敌人		0	0
