道具组id	道具类型	道具id	道具名称	道具数量	道具权重
20013030	1	44006106	封印之息	1	0
20013030	1	45006106	封印之息	1	0
20023030	1	41006106	封印之息	1	3
20023030	1	42006106	封印之息	1	1
20023030	1	43006106	封印之息	1	0
20023030	1	44006106	封印之息	1	0
20023030	1	45006106	封印之息	1	0
20033030	1	41006106	封印之息	1	2
20033030	1	42006106	封印之息	1	2
20033030	1	43006106	封印之息	1	0
20033030	1	44006106	封印之息	1	0
20033030	1	45006106	封印之息	1	0
30013030	1	41006106	封印之息	1	2
30013030	1	42006106	封印之息	1	2
30013030	1	43006106	封印之息	1	0
30013030	1	44006106	封印之息	1	0
30013030	1	45006106	封印之息	1	0
30023030	1	41006106	封印之息	1	0
30023030	1	42006106	封印之息	1	2
30023030	1	43006106	封印之息	1	0
30023030	1	44006106	封印之息	1	0
30023030	1	45006106	封印之息	1	0
30033030	1	41006106	封印之息	1	0
30033030	1	42006106	封印之息	1	2
30033030	1	43006106	封印之息	1	0
30033030	1	44006106	封印之息	1	0
30033030	1	45006106	封印之息	1	0
10013035	1	41006107	守护者的意志	1	0
10013035	1	42006107	守护者的意志	1	0
10013035	1	43006107	守护者的意志	1	0
10013035	1	44006107	守护者的意志	1	0
10013035	1	45006107	守护者的意志	1	0
10023035	1	41006107	守护者的意志	1	0
10023035	1	42006107	守护者的意志	1	0
10023035	1	43006107	守护者的意志	1	0
10023035	1	44006107	守护者的意志	1	0
10023035	1	45006107	守护者的意志	1	0
10033035	1	41006107	守护者的意志	1	3
10033035	1	42006107	守护者的意志	1	1
10033035	1	43006107	守护者的意志	1	0
10033035	1	44006107	守护者的意志	1	0
10033035	1	45006107	守护者的意志	1	0
20013035	1	41006107	守护者的意志	1	0
20013035	1	42006107	守护者的意志	1	0
20013035	1	43006107	守护者的意志	1	0
20013035	1	44006107	守护者的意志	1	0
20013035	1	45006107	守护者的意志	1	0
20023035	1	41006107	守护者的意志	1	3
20023035	1	42006107	守护者的意志	1	1
20023035	1	43006107	守护者的意志	1	1
20023035	1	44006107	守护者的意志	1	0
20023035	1	45006107	守护者的意志	1	0
20033035	1	41006107	守护者的意志	1	2
20033035	1	42006107	守护者的意志	1	2
20033035	1	43006107	守护者的意志	1	1
20033035	1	44006107	守护者的意志	1	0
20033035	1	45006107	守护者的意志	1	0
30013035	1	41006107	守护者的意志	1	2
30013035	1	42006107	守护者的意志	1	2
30013035	1	43006107	守护者的意志	1	1
30013035	1	44006107	守护者的意志	1	0
30013035	1	45006107	守护者的意志	1	0
30023035	1	41006107	守护者的意志	1	0
30023035	1	42006107	守护者的意志	1	2
30023035	1	43006107	守护者的意志	1	1
30023035	1	44006107	守护者的意志	1	1
30023035	1	45006107	守护者的意志	1	0
30033035	1	41006107	守护者的意志	1	0
30033035	1	42006107	守护者的意志	1	2
30033035	1	43006107	守护者的意志	1	2
30033035	1	44006107	守护者的意志	1	1
30033035	1	45006107	守护者的意志	1	0
10013040	1	41006108	冰霜狼人獠牙	1	0
10013040	1	42006108	冰霜狼人獠牙	1	0
10013040	1	43006108	冰霜狼人獠牙	1	0
10013040	1	44006108	冰霜狼人獠牙	1	0
10013040	1	45006108	冰霜狼人獠牙	1	0
10023040	1	41006108	冰霜狼人獠牙	1	0
10023040	1	42006108	冰霜狼人獠牙	1	0
10023040	1	43006108	冰霜狼人獠牙	1	0
10023040	1	44006108	冰霜狼人獠牙	1	0
10023040	1	45006108	冰霜狼人獠牙	1	0
10033040	1	41006108	冰霜狼人獠牙	1	3
10033040	1	42006108	冰霜狼人獠牙	1	1
10033040	1	43006108	冰霜狼人獠牙	1	0
10033040	1	44006108	冰霜狼人獠牙	1	0
10033040	1	45006108	冰霜狼人獠牙	1	0
20013040	1	41006108	冰霜狼人獠牙	1	0
20013040	1	42006108	冰霜狼人獠牙	1	0
20013040	1	43006108	冰霜狼人獠牙	1	0
20013040	1	44006108	冰霜狼人獠牙	1	0
20013040	1	45006108	冰霜狼人獠牙	1	0
20023040	1	41006108	冰霜狼人獠牙	1	3
20023040	1	42006108	冰霜狼人獠牙	1	1
20023040	1	43006108	冰霜狼人獠牙	1	1
20023040	1	44006108	冰霜狼人獠牙	1	0
20023040	1	45006108	冰霜狼人獠牙	1	0
20033040	1	41006108	冰霜狼人獠牙	1	2
20033040	1	42006108	冰霜狼人獠牙	1	2
20033040	1	43006108	冰霜狼人獠牙	1	1
20033040	1	44006108	冰霜狼人獠牙	1	0
20033040	1	45006108	冰霜狼人獠牙	1	0
30013040	1	41006108	冰霜狼人獠牙	1	2
30013040	1	42006108	冰霜狼人獠牙	1	2
30013040	1	43006108	冰霜狼人獠牙	1	1
30013040	1	44006108	冰霜狼人獠牙	1	0
30013040	1	45006108	冰霜狼人獠牙	1	0
30023040	1	41006108	冰霜狼人獠牙	1	0
30023040	1	42006108	冰霜狼人獠牙	1	2
30023040	1	43006108	冰霜狼人獠牙	1	1
30023040	1	44006108	冰霜狼人獠牙	1	1
30023040	1	45006108	冰霜狼人獠牙	1	0
30033040	1	41006108	冰霜狼人獠牙	1	0
30033040	1	42006108	冰霜狼人獠牙	1	2
30033040	1	43006108	冰霜狼人獠牙	1	2
30033040	1	44006108	冰霜狼人獠牙	1	1
30033040	1	45006108	冰霜狼人獠牙	1	1
10013045	1	41006109	僵尸猎人项链	1	0
10013045	1	42006109	僵尸猎人项链	1	0
10013045	1	43006109	僵尸猎人项链	1	0
10013045	1	44006109	僵尸猎人项链	1	0
10013045	1	45006109	僵尸猎人项链	1	0
10023045	1	41006109	僵尸猎人项链	1	0
10023045	1	42006109	僵尸猎人项链	1	0
10023045	1	43006109	僵尸猎人项链	1	0
10023045	1	44006109	僵尸猎人项链	1	0
10023045	1	45006109	僵尸猎人项链	1	0
10033045	1	41006109	僵尸猎人项链	1	3
10033045	1	42006109	僵尸猎人项链	1	1
10033045	1	43006109	僵尸猎人项链	1	0
10033045	1	44006109	僵尸猎人项链	1	0
10033045	1	45006109	僵尸猎人项链	1	0
20013045	1	41006109	僵尸猎人项链	1	0
20013045	1	42006109	僵尸猎人项链	1	0
20013045	1	43006109	僵尸猎人项链	1	0
20013045	1	44006109	僵尸猎人项链	1	0
20013045	1	45006109	僵尸猎人项链	1	0
20023045	1	41006109	僵尸猎人项链	1	3
20023045	1	42006109	僵尸猎人项链	1	1
20023045	1	43006109	僵尸猎人项链	1	1
20023045	1	44006109	僵尸猎人项链	1	0
20023045	1	45006109	僵尸猎人项链	1	0
20033045	1	41006109	僵尸猎人项链	1	2
20033045	1	42006109	僵尸猎人项链	1	2
20033045	1	43006109	僵尸猎人项链	1	1
20033045	1	44006109	僵尸猎人项链	1	0
20033045	1	45006109	僵尸猎人项链	1	0
30013045	1	41006109	僵尸猎人项链	1	2
30013045	1	42006109	僵尸猎人项链	1	2
30013045	1	43006109	僵尸猎人项链	1	1
30013045	1	44006109	僵尸猎人项链	1	0
30013045	1	45006109	僵尸猎人项链	1	0
30023045	1	41006109	僵尸猎人项链	1	0
30023045	1	42006109	僵尸猎人项链	1	2
30023045	1	43006109	僵尸猎人项链	1	1
30023045	1	44006109	僵尸猎人项链	1	1
30023045	1	45006109	僵尸猎人项链	1	0
30033045	1	41006109	僵尸猎人项链	1	0
30033045	1	42006109	僵尸猎人项链	1	2
30033045	1	43006109	僵尸猎人项链	1	2
30033045	1	44006109	僵尸猎人项链	1	1
30033045	1	45006109	僵尸猎人项链	1	1
10013050	1	41006110	迷离吊坠	1	0
10013050	1	42006110	迷离吊坠	1	0
10013050	1	43006110	迷离吊坠	1	0
10013050	1	44006110	迷离吊坠	1	0
10013050	1	45006110	迷离吊坠	1	0
10023050	1	41006110	迷离吊坠	1	0
10023050	1	42006110	迷离吊坠	1	0
10023050	1	43006110	迷离吊坠	1	0
10023050	1	44006110	迷离吊坠	1	0
10023050	1	45006110	迷离吊坠	1	0
10033050	1	41006110	迷离吊坠	1	3
10033050	1	42006110	迷离吊坠	1	1
10033050	1	43006110	迷离吊坠	1	0
10033050	1	44006110	迷离吊坠	1	0
10033050	1	45006110	迷离吊坠	1	0
20013050	1	41006110	迷离吊坠	1	0
20013050	1	42006110	迷离吊坠	1	0
20013050	1	43006110	迷离吊坠	1	0
20013050	1	44006110	迷离吊坠	1	0
20013050	1	45006110	迷离吊坠	1	0
20023050	1	41006110	迷离吊坠	1	3
20023050	1	42006110	迷离吊坠	1	1
20023050	1	43006110	迷离吊坠	1	1
20023050	1	44006110	迷离吊坠	1	0
20023050	1	45006110	迷离吊坠	1	0
20033050	1	41006110	迷离吊坠	1	2
20033050	1	42006110	迷离吊坠	1	2
20033050	1	43006110	迷离吊坠	1	1
20033050	1	44006110	迷离吊坠	1	0
20033050	1	45006110	迷离吊坠	1	0
30013050	1	41006110	迷离吊坠	1	2
30013050	1	42006110	迷离吊坠	1	2
30013050	1	43006110	迷离吊坠	1	1
30013050	1	44006110	迷离吊坠	1	0
30013050	1	45006110	迷离吊坠	1	0
30023050	1	41006110	迷离吊坠	1	0
30023050	1	42006110	迷离吊坠	1	2
30023050	1	43006110	迷离吊坠	1	1
30023050	1	44006110	迷离吊坠	1	1
30023050	1	45006110	迷离吊坠	1	0
30033050	1	41006110	迷离吊坠	1	0
30033050	1	42006110	迷离吊坠	1	2
30033050	1	43006110	迷离吊坠	1	2
30033050	1	44006110	迷离吊坠	1	1
30033050	1	45006110	迷离吊坠	1	1
10013055	1	41006111	拉尔顿之泪	1	0
10013055	1	42006111	拉尔顿之泪	1	0
10013055	1	43006111	拉尔顿之泪	1	0
10013055	1	44006111	拉尔顿之泪	1	0
10013055	1	45006111	拉尔顿之泪	1	0
10023055	1	41006111	拉尔顿之泪	1	0
10023055	1	42006111	拉尔顿之泪	1	0
10023055	1	43006111	拉尔顿之泪	1	0
10023055	1	44006111	拉尔顿之泪	1	0
10023055	1	45006111	拉尔顿之泪	1	0
10033055	1	41006111	拉尔顿之泪	1	3
10033055	1	42006111	拉尔顿之泪	1	1
10033055	1	43006111	拉尔顿之泪	1	0
10033055	1	44006111	拉尔顿之泪	1	0
10033055	1	45006111	拉尔顿之泪	1	0
20013055	1	41006111	拉尔顿之泪	1	0
20013055	1	42006111	拉尔顿之泪	1	0
20013055	1	43006111	拉尔顿之泪	1	0
20013055	1	44006111	拉尔顿之泪	1	0
20013055	1	45006111	拉尔顿之泪	1	0
20023055	1	41006111	拉尔顿之泪	1	3
20023055	1	42006111	拉尔顿之泪	1	1
20023055	1	43006111	拉尔顿之泪	1	1
20023055	1	44006111	拉尔顿之泪	1	0
20023055	1	45006111	拉尔顿之泪	1	0
20033055	1	41006111	拉尔顿之泪	1	2
20033055	1	42006111	拉尔顿之泪	1	2
20033055	1	43006111	拉尔顿之泪	1	1
20033055	1	44006111	拉尔顿之泪	1	0
20033055	1	45006111	拉尔顿之泪	1	0
30013055	1	41006111	拉尔顿之泪	1	2
30013055	1	42006111	拉尔顿之泪	1	2
30013055	1	43006111	拉尔顿之泪	1	1
30013055	1	44006111	拉尔顿之泪	1	0
30013055	1	45006111	拉尔顿之泪	1	0
30023055	1	41006111	拉尔顿之泪	1	0
30023055	1	42006111	拉尔顿之泪	1	2
30023055	1	43006111	拉尔顿之泪	1	1
30023055	1	44006111	拉尔顿之泪	1	1
30023055	1	45006111	拉尔顿之泪	1	0
30033055	1	41006111	拉尔顿之泪	1	0
30033055	1	42006111	拉尔顿之泪	1	2
30033055	1	43006111	拉尔顿之泪	1	2
30033055	1	44006111	拉尔顿之泪	1	1
30033055	1	45006111	拉尔顿之泪	1	1
10013060	1	41006112	法师丹克之心	1	0
10013060	1	42006112	法师丹克之心	1	0
10013060	1	43006112	法师丹克之心	1	0
10013060	1	44006112	法师丹克之心	1	0
10013060	1	45006112	法师丹克之心	1	0
10023060	1	41006112	法师丹克之心	1	0
10023060	1	42006112	法师丹克之心	1	0
10023060	1	43006112	法师丹克之心	1	0
10023060	1	44006112	法师丹克之心	1	0
10023060	1	45006112	法师丹克之心	1	0
10033060	1	41006112	法师丹克之心	1	3
10033060	1	42006112	法师丹克之心	1	1
10033060	1	43006112	法师丹克之心	1	0
10033060	1	44006112	法师丹克之心	1	0
10033060	1	45006112	法师丹克之心	1	0
20013060	1	41006112	法师丹克之心	1	0
20013060	1	42006112	法师丹克之心	1	0
20013060	1	43006112	法师丹克之心	1	0
20013060	1	44006112	法师丹克之心	1	0
20013060	1	45006112	法师丹克之心	1	0
20023060	1	41006112	法师丹克之心	1	3
20023060	1	42006112	法师丹克之心	1	1
20023060	1	43006112	法师丹克之心	1	1
20023060	1	44006112	法师丹克之心	1	0
20023060	1	45006112	法师丹克之心	1	0
20033060	1	41006112	法师丹克之心	1	2
20033060	1	42006112	法师丹克之心	1	2
20033060	1	43006112	法师丹克之心	1	1
20033060	1	44006112	法师丹克之心	1	0
20033060	1	45006112	法师丹克之心	1	0
30013060	1	41006112	法师丹克之心	1	2
30013060	1	42006112	法师丹克之心	1	2
30013060	1	43006112	法师丹克之心	1	1
30013060	1	44006112	法师丹克之心	1	0
30013060	1	45006112	法师丹克之心	1	0
30023060	1	41006112	法师丹克之心	1	0
30023060	1	42006112	法师丹克之心	1	2
30023060	1	43006112	法师丹克之心	1	1
30023060	1	44006112	法师丹克之心	1	1
30023060	1	45006112	法师丹克之心	1	0
30033060	1	41006112	法师丹克之心	1	0
30033060	1	42006112	法师丹克之心	1	2
30033060	1	43006112	法师丹克之心	1	2
30033060	1	44006112	法师丹克之心	1	1
30033060	1	45006112	法师丹克之心	1	1
10013065	1	41006113	毒猫王之眼	1	0
10013065	1	42006113	毒猫王之眼	1	0
10013065	1	43006113	毒猫王之眼	1	0
10013065	1	44006113	毒猫王之眼	1	0
10013065	1	45006113	毒猫王之眼	1	0
10023065	1	41006113	毒猫王之眼	1	0
10023065	1	42006113	毒猫王之眼	1	0
10023065	1	43006113	毒猫王之眼	1	0
10023065	1	44006113	毒猫王之眼	1	0
10023065	1	45006113	毒猫王之眼	1	0
10033065	1	41006113	毒猫王之眼	1	3
10033065	1	42006113	毒猫王之眼	1	1
10033065	1	43006113	毒猫王之眼	1	0
10033065	1	44006113	毒猫王之眼	1	0
10033065	1	45006113	毒猫王之眼	1	0
20013065	1	41006113	毒猫王之眼	1	0
20013065	1	42006113	毒猫王之眼	1	0
20013065	1	43006113	毒猫王之眼	1	0
20013065	1	44006113	毒猫王之眼	1	0
20013065	1	45006113	毒猫王之眼	1	0
20023065	1	41006113	毒猫王之眼	1	3
20023065	1	42006113	毒猫王之眼	1	1
20023065	1	43006113	毒猫王之眼	1	1
20023065	1	44006113	毒猫王之眼	1	0
20023065	1	45006113	毒猫王之眼	1	0
20033065	1	41006113	毒猫王之眼	1	2
20033065	1	42006113	毒猫王之眼	1	2
20033065	1	43006113	毒猫王之眼	1	1
20033065	1	44006113	毒猫王之眼	1	0
20033065	1	45006113	毒猫王之眼	1	0
30013065	1	41006113	毒猫王之眼	1	2
30013065	1	42006113	毒猫王之眼	1	2
30013065	1	43006113	毒猫王之眼	1	1
30013065	1	44006113	毒猫王之眼	1	0
30013065	1	45006113	毒猫王之眼	1	0
30023065	1	41006113	毒猫王之眼	1	0
30023065	1	42006113	毒猫王之眼	1	2
30023065	1	43006113	毒猫王之眼	1	1
30023065	1	44006113	毒猫王之眼	1	1
30023065	1	45006113	毒猫王之眼	1	0
30033065	1	41006113	毒猫王之眼	1	0
30033065	1	42006113	毒猫王之眼	1	2
30033065	1	43006113	毒猫王之眼	1	2
30033065	1	44006113	毒猫王之眼	1	1
30033065	1	45006113	毒猫王之眼	1	1
10015010	2	11099	白经验卡	1	20
10025010	2	11099	白经验卡	1	20
10035010	2	11099	白经验卡	1	20
20015010	2	11099	白经验卡	1	18
20015010	2	21099	绿经验卡	1	2
20025010	2	11099	白经验卡	1	15
20025010	2	21099	绿经验卡	1	5
20035010	2	11099	白经验卡	1	5
20035010	2	21099	绿经验卡	1	15
30015010	2	21099	绿经验卡	1	18
30015010	2	31099	蓝经验卡	1	2
30025010	2	21099	绿经验卡	1	15
30025010	2	31099	蓝经验卡	1	5
30035010	2	21099	绿经验卡	1	5
30035010	2	31099	蓝经验卡	1	15
30216010	3	51006	飞刀剑	1	100
30226010	3	51006	飞刀剑	1	95
30226010	3	51006	飞刀剑	2	5
30236010	3	51006	飞刀剑	1	10
30236010	3	51006	飞刀剑	2	90
30316010	3	44003	寒烟柔	1	100
30316010	3	42006	逐烟霞	1	100
30316010	3	43102	包子入侵	1	100
30326010	3	44003	寒烟柔	1	95
30326010	3	44003	寒烟柔	2	5
30326010	3	42006	逐烟霞	1	95
30326010	3	42006	逐烟霞	2	5
30326010	3	43102	包子入侵	1	95
30326010	3	43102	包子入侵	2	5
30336010	3	44003	寒烟柔	1	10
30336010	3	44003	寒烟柔	2	90
30336010	3	42006	逐烟霞	1	10
30336010	3	42006	逐烟霞	2	90
30336010	3	43102	包子入侵	1	10
30336010	3	43102	包子入侵	2	90
20116010	3	41103	再睡一夏	1	100
20126010	3	41103	再睡一夏	1	95
20126010	3	41103	再睡一夏	2	5
20136010	3	41103	再睡一夏	1	10
20136010	3	41103	再睡一夏	2	90
20216010	3	41203	鬼刻	1	100
20226010	3	41203	鬼刻	1	95
20226010	3	41203	鬼刻	2	5
20236010	3	41203	鬼刻	1	10
20236010	3	41203	鬼刻	2	90
30616010	3	43202	气冲云水	1	100
30626010	3	43202	气冲云水	1	95
30626010	3	43202	气冲云水	2	5
30636010	3	43202	气冲云水	1	10
30636010	3	43202	气冲云水	2	90
10017025	1	91000001	1级宝石	1	100
10017025	1	91000002	2级宝石	1	0
10027025	1	91000001	1级宝石	1	95
10027025	1	91000002	2级宝石	1	5
10037025	1	91000001	1级宝石	1	70
10037025	1	91000002	2级宝石	1	30
20017025	1	91000001	1级宝石	1	95
20017025	1	91000002	2级宝石	1	5
20027025	1	91000001	1级宝石	1	85
20027025	1	91000002	2级宝石	1	15
20037025	1	91000001	1级宝石	1	40
20037025	1	91000002	2级宝石	1	60
30017025	1	91000001	1级宝石	1	80
30017025	1	91000002	2级宝石	1	20
30027025	1	91000001	1级宝石	1	70
30027025	1	91000002	2级宝石	1	30
30037025	1	91000001	1级宝石	1	19
30037025	1	91000002	2级宝石	1	80
30037025	1	91000003	3级宝石	1	1
99999991	3	42006	逐烟霞碎片	1	100
99999992	2	31099	蓝色经验卡	1	100
99999993	1	71000001	30本+5SP	30	100
99999994	1	72000001	30本+10SP	30	100
99999995	1	73000001	30本+15SP	30	100
