道具组id	道具类型	道具id	道具名称	道具数量	道具权重	需求货币类型	需求货币数量
50040	1	83004003	冰碎片4	1	10	1	10
50040	1	83005003	冰碎片5	1	10	1	10
50040	1	84001003	光碎片1	1	10	1	10
50040	1	84002003	光碎片2	1	10	1	10
50040	1	84003003	光碎片3	1	10	1	10
50040	1	84004003	光碎片4	1	10	1	10
50040	1	84005003	光碎片5	1	10	1	10
50040	1	84006003	光碎片6	1	10	1	10
50040	1	85001003	暗碎片1	1	10	1	10
50040	1	85002003	暗碎片2	1	10	1	10
50040	1	85003003	暗碎片3	1	10	1	10
50040	1	85004003	暗碎片4	1	10	1	10
50040	1	81001003	雷碎片1	2	10	1	20
50040	1	81002003	雷碎片2	2	10	1	20
50040	1	81003003	雷碎片3	2	10	1	20
50040	1	81004003	雷碎片4	2	10	1	20
50040	1	82001003	火碎片1	2	10	1	20
50040	1	82002003	火碎片2	2	10	1	20
50040	1	82003003	火碎片3	2	10	1	20
50040	1	83001003	冰碎片1	2	10	1	20
50040	1	83002003	冰碎片2	2	10	1	20
50040	1	83003003	冰碎片3	2	10	1	20
50040	1	83004003	冰碎片4	2	10	1	20
50040	1	83005003	冰碎片5	2	10	1	20
50040	1	84001003	光碎片1	2	10	1	20
50040	1	84002003	光碎片2	2	10	1	20
50040	1	84003003	光碎片3	2	10	1	20
50040	1	84004003	光碎片4	2	10	1	20
50040	1	84005003	光碎片5	2	10	1	20
50040	1	84006003	光碎片6	2	10	1	20
50040	1	85001003	暗碎片1	2	10	1	20
50040	1	85002003	暗碎片2	2	10	1	20
50040	1	85003003	暗碎片3	2	10	1	20
50040	1	85004003	暗碎片4	2	10	1	20
50040	1	81001003	雷碎片1	3	10	1	30
50040	1	81002003	雷碎片2	3	10	1	30
50040	1	81003003	雷碎片3	3	10	1	30
50040	1	81004003	雷碎片4	3	10	1	30
50040	1	82001003	火碎片1	3	10	1	30
50040	1	82002003	火碎片2	3	10	1	30
50040	1	82003003	火碎片3	3	10	1	30
50040	1	83001003	冰碎片1	3	10	1	30
50040	1	83002003	冰碎片2	3	10	1	30
50040	1	83003003	冰碎片3	3	10	1	30
50040	1	83004003	冰碎片4	3	10	1	30
50040	1	83005003	冰碎片5	3	10	1	30
50040	1	84001003	光碎片1	3	10	1	30
50040	1	84002003	光碎片2	3	10	1	30
50040	1	84003003	光碎片3	3	10	1	30
50040	1	84004003	光碎片4	3	10	1	30
50040	1	84005003	光碎片5	3	10	1	30
50040	1	84006003	光碎片6	3	10	1	30
50040	1	85001003	暗碎片1	3	10	1	30
50040	1	85002003	暗碎片2	3	10	1	30
50040	1	85003003	暗碎片3	3	10	1	30
50040	1	85004003	暗碎片4	3	10	1	30
50040	1	81001003	雷碎片1	4	10	1	40
50040	1	81002003	雷碎片2	4	10	1	40
50040	1	81003003	雷碎片3	4	10	1	40
50040	1	81004003	雷碎片4	4	10	1	40
50040	1	82001003	火碎片1	4	10	1	40
50040	1	82002003	火碎片2	4	10	1	40
50040	1	82003003	火碎片3	4	10	1	40
50040	1	83001003	冰碎片1	4	10	1	40
50040	1	83002003	冰碎片2	4	10	1	40
50040	1	83003003	冰碎片3	4	10	1	40
50040	1	83004003	冰碎片4	4	10	1	40
50040	1	83005003	冰碎片5	4	10	1	40
50040	1	84001003	光碎片1	4	10	1	40
50040	1	84002003	光碎片2	4	10	1	40
50040	1	84003003	光碎片3	4	10	1	40
50040	1	84004003	光碎片4	4	10	1	40
50040	1	84005003	光碎片5	4	10	1	40
50040	1	84006003	光碎片6	4	10	1	40
50040	1	85001003	暗碎片1	4	10	1	40
50040	1	85002003	暗碎片2	4	10	1	40
50040	1	85003003	暗碎片3	4	10	1	40
50040	1	85004003	暗碎片4	4	10	1	40
50040	1	81001003	雷碎片1	5	10	1	50
50040	1	81002003	雷碎片2	5	10	1	50
50040	1	81003003	雷碎片3	5	10	1	50
50040	1	81004003	雷碎片4	5	10	1	50
50040	1	82001003	火碎片1	5	10	1	50
50040	1	82002003	火碎片2	5	10	1	50
50040	1	82003003	火碎片3	5	10	1	50
50040	1	83001003	冰碎片1	5	10	1	50
50040	1	83002003	冰碎片2	5	10	1	50
50040	1	83003003	冰碎片3	5	10	1	50
50040	1	83004003	冰碎片4	5	10	1	50
50040	1	83005003	冰碎片5	5	10	1	50
50040	1	84001003	光碎片1	5	10	1	50
50040	1	84002003	光碎片2	5	10	1	50
50040	1	84003003	光碎片3	5	10	1	50
50040	1	84004003	光碎片4	5	10	1	50
50040	1	84005003	光碎片5	5	10	1	50
50040	1	84006003	光碎片6	5	10	1	50
50040	1	85001003	暗碎片1	5	10	1	50
50040	1	85002003	暗碎片2	5	10	1	50
50040	1	85003003	暗碎片3	5	10	1	50
50040	1	85004003	暗碎片4	5	10	1	50
50050	1	81001001	雷碎片1	1	10	1	1
50050	1	81002001	雷碎片2	1	10	1	1
50050	1	81003001	雷碎片3	1	10	1	1
50050	1	81004001	雷碎片4	1	10	1	1
50050	1	82001001	火碎片1	1	10	1	1
50050	1	82002001	火碎片2	1	10	1	1
50050	1	82003001	火碎片3	1	10	1	1
50050	1	83001001	冰碎片1	1	10	1	1
50050	1	83002001	冰碎片2	1	10	1	1
50050	1	83003001	冰碎片3	1	10	1	1
50050	1	83004001	冰碎片4	1	10	1	1
50050	1	83005001	冰碎片5	1	10	1	1
50050	1	84001001	光碎片1	1	10	1	1
50050	1	84002001	光碎片2	1	10	1	1
50050	1	84003001	光碎片3	1	10	1	1
50050	1	84004001	光碎片4	1	10	1	1
50050	1	84005001	光碎片5	1	10	1	1
50050	1	84006001	光碎片6	1	10	1	1
50050	1	85001001	暗碎片1	1	10	1	1
50050	1	85002001	暗碎片2	1	10	1	1
50050	1	85003001	暗碎片3	1	10	1	1
50050	1	85004001	暗碎片4	1	10	1	1
50050	1	81001001	雷碎片1	2	10	1	2
50050	1	81002001	雷碎片2	2	10	1	2
50050	1	81003001	雷碎片3	2	10	1	2
50050	1	81004001	雷碎片4	2	10	1	2
50050	1	82001001	火碎片1	2	10	1	2
50050	1	82002001	火碎片2	2	10	1	2
50050	1	82003001	火碎片3	2	10	1	2
50050	1	83001001	冰碎片1	2	10	1	2
50050	1	83002001	冰碎片2	2	10	1	2
50050	1	83003001	冰碎片3	2	10	1	2
50050	1	83004001	冰碎片4	2	10	1	2
50050	1	83005001	冰碎片5	2	10	1	2
50050	1	84001001	光碎片1	2	10	1	2
50050	1	84002001	光碎片2	2	10	1	2
50050	1	84003001	光碎片3	2	10	1	2
50050	1	84004001	光碎片4	2	10	1	2
50050	1	84005001	光碎片5	2	10	1	2
50050	1	84006001	光碎片6	2	10	1	2
50050	1	85001001	暗碎片1	2	10	1	2
50050	1	85002001	暗碎片2	2	10	1	2
50050	1	85003001	暗碎片3	2	10	1	2
50050	1	85004001	暗碎片4	2	10	1	2
50050	1	81001001	雷碎片1	3	10	1	3
50050	1	81002001	雷碎片2	3	10	1	3
50050	1	81003001	雷碎片3	3	10	1	3
50050	1	81004001	雷碎片4	3	10	1	3
50050	1	82001001	火碎片1	3	10	1	3
50050	1	82002001	火碎片2	3	10	1	3
50050	1	82003001	火碎片3	3	10	1	3
50050	1	83001001	冰碎片1	3	10	1	3
50050	1	83002001	冰碎片2	3	10	1	3
50050	1	83003001	冰碎片3	3	10	1	3
50050	1	83004001	冰碎片4	3	10	1	3
50050	1	83005001	冰碎片5	3	10	1	3
50050	1	84001001	光碎片1	3	10	1	3
50050	1	84002001	光碎片2	3	10	1	3
50050	1	84003001	光碎片3	3	10	1	3
50050	1	84004001	光碎片4	3	10	1	3
50050	1	84005001	光碎片5	3	10	1	3
50050	1	84006001	光碎片6	3	10	1	3
50050	1	85001001	暗碎片1	3	10	1	3
50050	1	85002001	暗碎片2	3	10	1	3
50050	1	85003001	暗碎片3	3	10	1	3
50050	1	85004001	暗碎片4	3	10	1	3
50050	1	81001001	雷碎片1	4	10	1	4
50050	1	81002001	雷碎片2	4	10	1	4
50050	1	81003001	雷碎片3	4	10	1	4
50050	1	81004001	雷碎片4	4	10	1	4
50050	1	82001001	火碎片1	4	10	1	4
50050	1	82002001	火碎片2	4	10	1	4
50050	1	82003001	火碎片3	4	10	1	4
50050	1	83001001	冰碎片1	4	10	1	4
50050	1	83002001	冰碎片2	4	10	1	4
50050	1	83003001	冰碎片3	4	10	1	4
50050	1	83004001	冰碎片4	4	10	1	4
50050	1	83005001	冰碎片5	4	10	1	4
50050	1	84001001	光碎片1	4	10	1	4
50050	1	84002001	光碎片2	4	10	1	4
50050	1	84003001	光碎片3	4	10	1	4
50050	1	84004001	光碎片4	4	10	1	4
50050	1	84005001	光碎片5	4	10	1	4
50050	1	84006001	光碎片6	4	10	1	4
50050	1	85001001	暗碎片1	4	10	1	4
50050	1	85002001	暗碎片2	4	10	1	4
50050	1	85003001	暗碎片3	4	10	1	4
50050	1	85004001	暗碎片4	4	10	1	4
50050	1	81001001	雷碎片1	5	10	1	5
50050	1	81002001	雷碎片2	5	10	1	5
50050	1	81003001	雷碎片3	5	10	1	5
50050	1	81004001	雷碎片4	5	10	1	5
50050	1	82001001	火碎片1	5	10	1	5
50050	1	82002001	火碎片2	5	10	1	5
50050	1	82003001	火碎片3	5	10	1	5
50050	1	83001001	冰碎片1	5	10	1	5
50050	1	83002001	冰碎片2	5	10	1	5
50050	1	83003001	冰碎片3	5	10	1	5
50050	1	83004001	冰碎片4	5	10	1	5
50050	1	83005001	冰碎片5	5	10	1	5
50050	1	84001001	光碎片1	5	10	1	5
50050	1	84002001	光碎片2	5	10	1	5
50050	1	84003001	光碎片3	5	10	1	5
50050	1	84004001	光碎片4	5	10	1	5
50050	1	84005001	光碎片5	5	10	1	5
50050	1	84006001	光碎片6	5	10	1	5
50050	1	85001001	暗碎片1	5	10	1	5
50050	1	85002001	暗碎片2	5	10	1	5
50050	1	85003001	暗碎片3	5	10	1	5
50050	1	85004001	暗碎片4	5	10	1	5
50050	1	81001002	雷碎片1	1	10	1	3
50050	1	81002002	雷碎片2	1	10	1	3
50050	1	81003002	雷碎片3	1	10	1	3
50050	1	81004002	雷碎片4	1	10	1	3
50050	1	82001002	火碎片1	1	10	1	3
50050	1	82002002	火碎片2	1	10	1	3
50050	1	82003002	火碎片3	1	10	1	3
50050	1	83001002	冰碎片1	1	10	1	3
50050	1	83002002	冰碎片2	1	10	1	3
50050	1	83003002	冰碎片3	1	10	1	3
50050	1	83004002	冰碎片4	1	10	1	3
50050	1	83005002	冰碎片5	1	10	1	3
50050	1	84001002	光碎片1	1	10	1	3
50050	1	84002002	光碎片2	1	10	1	3
50050	1	84003002	光碎片3	1	10	1	3
50050	1	84004002	光碎片4	1	10	1	3
50050	1	84005002	光碎片5	1	10	1	3
50050	1	84006002	光碎片6	1	10	1	3
50050	1	85001002	暗碎片1	1	10	1	3
50050	1	85002002	暗碎片2	1	10	1	3
50050	1	85003002	暗碎片3	1	10	1	3
50050	1	85004002	暗碎片4	1	10	1	3
50050	1	81001002	雷碎片1	2	10	1	6
50050	1	81002002	雷碎片2	2	10	1	6
50050	1	81003002	雷碎片3	2	10	1	6
50050	1	81004002	雷碎片4	2	10	1	6
50050	1	82001002	火碎片1	2	10	1	6
50050	1	82002002	火碎片2	2	10	1	6
50050	1	82003002	火碎片3	2	10	1	6
50050	1	83001002	冰碎片1	2	10	1	6
50050	1	83002002	冰碎片2	2	10	1	6
50050	1	83003002	冰碎片3	2	10	1	6
50050	1	83004002	冰碎片4	2	10	1	6
50050	1	83005002	冰碎片5	2	10	1	6
50050	1	84001002	光碎片1	2	10	1	6
50050	1	84002002	光碎片2	2	10	1	6
50050	1	84003002	光碎片3	2	10	1	6
50050	1	84004002	光碎片4	2	10	1	6
50050	1	84005002	光碎片5	2	10	1	6
50050	1	84006002	光碎片6	2	10	1	6
50050	1	85001002	暗碎片1	2	10	1	6
50050	1	85002002	暗碎片2	2	10	1	6
50050	1	85003002	暗碎片3	2	10	1	6
50050	1	85004002	暗碎片4	2	10	1	6
50050	1	81001002	雷碎片1	3	10	1	9
50050	1	81002002	雷碎片2	3	10	1	9
50050	1	81003002	雷碎片3	3	10	1	9
50050	1	81004002	雷碎片4	3	10	1	9
50050	1	82001002	火碎片1	3	10	1	9
50050	1	82002002	火碎片2	3	10	1	9
50050	1	82003002	火碎片3	3	10	1	9
50050	1	83001002	冰碎片1	3	10	1	9
50050	1	83002002	冰碎片2	3	10	1	9
50050	1	83003002	冰碎片3	3	10	1	9
50050	1	83004002	冰碎片4	3	10	1	9
50050	1	83005002	冰碎片5	3	10	1	9
50050	1	84001002	光碎片1	3	10	1	9
50050	1	84002002	光碎片2	3	10	1	9
50050	1	84003002	光碎片3	3	10	1	9
50050	1	84004002	光碎片4	3	10	1	9
50050	1	84005002	光碎片5	3	10	1	9
50050	1	84006002	光碎片6	3	10	1	9
50050	1	85001002	暗碎片1	3	10	1	9
50050	1	85002002	暗碎片2	3	10	1	9
50050	1	85003002	暗碎片3	3	10	1	9
50050	1	85004002	暗碎片4	3	10	1	9
50050	1	81001002	雷碎片1	4	10	1	12
50050	1	81002002	雷碎片2	4	10	1	12
50050	1	81003002	雷碎片3	4	10	1	12
50050	1	81004002	雷碎片4	4	10	1	12
50050	1	82001002	火碎片1	4	10	1	12
50050	1	82002002	火碎片2	4	10	1	12
50050	1	82003002	火碎片3	4	10	1	12
50050	1	83001002	冰碎片1	4	10	1	12
50050	1	83002002	冰碎片2	4	10	1	12
50050	1	83003002	冰碎片3	4	10	1	12
50050	1	83004002	冰碎片4	4	10	1	12
50050	1	83005002	冰碎片5	4	10	1	12
50050	1	84001002	光碎片1	4	10	1	12
50050	1	84002002	光碎片2	4	10	1	12
50050	1	84003002	光碎片3	4	10	1	12
50050	1	84004002	光碎片4	4	10	1	12
50050	1	84005002	光碎片5	4	10	1	12
50050	1	84006002	光碎片6	4	10	1	12
50050	1	85001002	暗碎片1	4	10	1	12
50050	1	85002002	暗碎片2	4	10	1	12
50050	1	85003002	暗碎片3	4	10	1	12
50050	1	85004002	暗碎片4	4	10	1	12
50050	1	81001002	雷碎片1	5	10	1	15
50050	1	81002002	雷碎片2	5	10	1	15
50050	1	81003002	雷碎片3	5	10	1	15
50050	1	81004002	雷碎片4	5	10	1	15
50050	1	82001002	火碎片1	5	10	1	15
50050	1	82002002	火碎片2	5	10	1	15
50050	1	82003002	火碎片3	5	10	1	15
50050	1	83001002	冰碎片1	5	10	1	15
50050	1	83002002	冰碎片2	5	10	1	15
50050	1	83003002	冰碎片3	5	10	1	15
50050	1	83004002	冰碎片4	5	10	1	15
50050	1	83005002	冰碎片5	5	10	1	15
50050	1	84001002	光碎片1	5	10	1	15
50050	1	84002002	光碎片2	5	10	1	15
50050	1	84003002	光碎片3	5	10	1	15
50050	1	84004002	光碎片4	5	10	1	15
50050	1	84005002	光碎片5	5	10	1	15
50050	1	84006002	光碎片6	5	10	1	15
50050	1	85001002	暗碎片1	5	10	1	15
50050	1	85002002	暗碎片2	5	10	1	15
50050	1	85003002	暗碎片3	5	10	1	15
50050	1	85004002	暗碎片4	5	10	1	15
50050	1	81001003	雷碎片1	1	10	1	10
50050	1	81002003	雷碎片2	1	10	1	10
50050	1	81003003	雷碎片3	1	10	1	10
50050	1	81004003	雷碎片4	1	10	1	10
50050	1	82001003	火碎片1	1	10	1	10
50050	1	82002003	火碎片2	1	10	1	10
50050	1	82003003	火碎片3	1	10	1	10
50050	1	83001003	冰碎片1	1	10	1	10
50050	1	83002003	冰碎片2	1	10	1	10
50050	1	83003003	冰碎片3	1	10	1	10
50050	1	83004003	冰碎片4	1	10	1	10
50050	1	83005003	冰碎片5	1	10	1	10
50050	1	84001003	光碎片1	1	10	1	10
50050	1	84002003	光碎片2	1	10	1	10
50050	1	84003003	光碎片3	1	10	1	10
50050	1	84004003	光碎片4	1	10	1	10
50050	1	84005003	光碎片5	1	10	1	10
50050	1	84006003	光碎片6	1	10	1	10
50050	1	85001003	暗碎片1	1	10	1	10
50050	1	85002003	暗碎片2	1	10	1	10
50050	1	85003003	暗碎片3	1	10	1	10
50050	1	85004003	暗碎片4	1	10	1	10
50050	1	81001003	雷碎片1	2	10	1	20
50050	1	81002003	雷碎片2	2	10	1	20
50050	1	81003003	雷碎片3	2	10	1	20
50050	1	81004003	雷碎片4	2	10	1	20
50050	1	82001003	火碎片1	2	10	1	20
50050	1	82002003	火碎片2	2	10	1	20
50050	1	82003003	火碎片3	2	10	1	20
50050	1	83001003	冰碎片1	2	10	1	20
50050	1	83002003	冰碎片2	2	10	1	20
50050	1	83003003	冰碎片3	2	10	1	20
50050	1	83004003	冰碎片4	2	10	1	20
50050	1	83005003	冰碎片5	2	10	1	20
50050	1	84001003	光碎片1	2	10	1	20
50050	1	84002003	光碎片2	2	10	1	20
50050	1	84003003	光碎片3	2	10	1	20
50050	1	84004003	光碎片4	2	10	1	20
50050	1	84005003	光碎片5	2	10	1	20
50050	1	84006003	光碎片6	2	10	1	20
50050	1	85001003	暗碎片1	2	10	1	20
50050	1	85002003	暗碎片2	2	10	1	20
50050	1	85003003	暗碎片3	2	10	1	20
50050	1	85004003	暗碎片4	2	10	1	20
50050	1	81001003	雷碎片1	3	10	1	30
50050	1	81002003	雷碎片2	3	10	1	30
50050	1	81003003	雷碎片3	3	10	1	30
50050	1	81004003	雷碎片4	3	10	1	30
50050	1	82001003	火碎片1	3	10	1	30
50050	1	82002003	火碎片2	3	10	1	30
50050	1	82003003	火碎片3	3	10	1	30
50050	1	83001003	冰碎片1	3	10	1	30
50050	1	83002003	冰碎片2	3	10	1	30
50050	1	83003003	冰碎片3	3	10	1	30
50050	1	83004003	冰碎片4	3	10	1	30
50050	1	83005003	冰碎片5	3	10	1	30
50050	1	84001003	光碎片1	3	10	1	30
50050	1	84002003	光碎片2	3	10	1	30
50050	1	84003003	光碎片3	3	10	1	30
50050	1	84004003	光碎片4	3	10	1	30
50050	1	84005003	光碎片5	3	10	1	30
50050	1	84006003	光碎片6	3	10	1	30
50050	1	85001003	暗碎片1	3	10	1	30
50050	1	85002003	暗碎片2	3	10	1	30
50050	1	85003003	暗碎片3	3	10	1	30
50050	1	85004003	暗碎片4	3	10	1	30
50050	1	81001003	雷碎片1	4	10	1	40
50050	1	81002003	雷碎片2	4	10	1	40
50050	1	81003003	雷碎片3	4	10	1	40
50050	1	81004003	雷碎片4	4	10	1	40
50050	1	82001003	火碎片1	4	10	1	40
50050	1	82002003	火碎片2	4	10	1	40
50050	1	82003003	火碎片3	4	10	1	40
50050	1	83001003	冰碎片1	4	10	1	40
50050	1	83002003	冰碎片2	4	10	1	40
50050	1	83003003	冰碎片3	4	10	1	40
50050	1	83004003	冰碎片4	4	10	1	40
50050	1	83005003	冰碎片5	4	10	1	40
50050	1	84001003	光碎片1	4	10	1	40
50050	1	84002003	光碎片2	4	10	1	40
50050	1	84003003	光碎片3	4	10	1	40
50050	1	84004003	光碎片4	4	10	1	40
50050	1	84005003	光碎片5	4	10	1	40
50050	1	84006003	光碎片6	4	10	1	40
50050	1	85001003	暗碎片1	4	10	1	40
50050	1	85002003	暗碎片2	4	10	1	40
50050	1	85003003	暗碎片3	4	10	1	40
50050	1	85004003	暗碎片4	4	10	1	40
50050	1	81001003	雷碎片1	5	10	1	50
50050	1	81002003	雷碎片2	5	10	1	50
50050	1	81003003	雷碎片3	5	10	1	50
50050	1	81004003	雷碎片4	5	10	1	50
50050	1	82001003	火碎片1	5	10	1	50
50050	1	82002003	火碎片2	5	10	1	50
50050	1	82003003	火碎片3	5	10	1	50
50050	1	83001003	冰碎片1	5	10	1	50
50050	1	83002003	冰碎片2	5	10	1	50
50050	1	83003003	冰碎片3	5	10	1	50
50050	1	83004003	冰碎片4	5	10	1	50
50050	1	83005003	冰碎片5	5	10	1	50
50050	1	84001003	光碎片1	5	10	1	50
50050	1	84002003	光碎片2	5	10	1	50
50050	1	84003003	光碎片3	5	10	1	50
50050	1	84004003	光碎片4	5	10	1	50
50050	1	84005003	光碎片5	5	10	1	50
50050	1	84006003	光碎片6	5	10	1	50
50050	1	85001003	暗碎片1	5	10	1	50
50050	1	85002003	暗碎片2	5	10	1	50
50050	1	85003003	暗碎片3	5	10	1	50
50050	1	85004003	暗碎片4	5	10	1	50
50050	1	81001004	雷碎片1	1	10	1	50
50050	1	81002004	雷碎片2	1	10	1	50
50050	1	81003004	雷碎片3	1	10	1	50
50050	1	81004004	雷碎片4	1	10	1	50
50050	1	82001004	火碎片1	1	10	1	50
50050	1	82002004	火碎片2	1	10	1	50
50050	1	82003004	火碎片3	1	10	1	50
50050	1	83001004	冰碎片1	1	10	1	50
50050	1	83002004	冰碎片2	1	10	1	50
50050	1	83003004	冰碎片3	1	10	1	50
50050	1	83004004	冰碎片4	1	10	1	50
50050	1	83005004	冰碎片5	1	10	1	50
50050	1	84001004	光碎片1	1	10	1	50
50050	1	84002004	光碎片2	1	10	1	50
50050	1	84003004	光碎片3	1	10	1	50
50050	1	84004004	光碎片4	1	10	1	50
50050	1	84005004	光碎片5	1	10	1	50
50050	1	84006004	光碎片6	1	10	1	50
50050	1	85001004	暗碎片1	1	10	1	50
50050	1	85002004	暗碎片2	1	10	1	50
50050	1	85003004	暗碎片3	1	10	1	50
50050	1	85004004	暗碎片4	1	10	1	50
50050	1	81001004	雷碎片1	2	10	1	100
50050	1	81002004	雷碎片2	2	10	1	100
50050	1	81003004	雷碎片3	2	10	1	100
50050	1	81004004	雷碎片4	2	10	1	100
50050	1	82001004	火碎片1	2	10	1	100
50050	1	82002004	火碎片2	2	10	1	100
50050	1	82003004	火碎片3	2	10	1	100
50050	1	83001004	冰碎片1	2	10	1	100
50050	1	83002004	冰碎片2	2	10	1	100
50050	1	83003004	冰碎片3	2	10	1	100
50050	1	83004004	冰碎片4	2	10	1	100
50050	1	83005004	冰碎片5	2	10	1	100
50050	1	84001004	光碎片1	2	10	1	100
50050	1	84002004	光碎片2	2	10	1	100
50050	1	84003004	光碎片3	2	10	1	100
50050	1	84004004	光碎片4	2	10	1	100
50050	1	84005004	光碎片5	2	10	1	100
50050	1	84006004	光碎片6	2	10	1	100
50050	1	85001004	暗碎片1	2	10	1	100
50050	1	85002004	暗碎片2	2	10	1	100
50050	1	85003004	暗碎片3	2	10	1	100
50050	1	85004004	暗碎片4	2	10	1	100
50050	1	81001004	雷碎片1	3	10	1	150
50050	1	81002004	雷碎片2	3	10	1	150
50050	1	81003004	雷碎片3	3	10	1	150
50050	1	81004004	雷碎片4	3	10	1	150
50050	1	82001004	火碎片1	3	10	1	150
50050	1	82002004	火碎片2	3	10	1	150
50050	1	82003004	火碎片3	3	10	1	150
50050	1	83001004	冰碎片1	3	10	1	150
50050	1	83002004	冰碎片2	3	10	1	150
50050	1	83003004	冰碎片3	3	10	1	150
50050	1	83004004	冰碎片4	3	10	1	150
50050	1	83005004	冰碎片5	3	10	1	150
50050	1	84001004	光碎片1	3	10	1	150
50050	1	84002004	光碎片2	3	10	1	150
50050	1	84003004	光碎片3	3	10	1	150
50050	1	84004004	光碎片4	3	10	1	150
50050	1	84005004	光碎片5	3	10	1	150
50050	1	84006004	光碎片6	3	10	1	150
50050	1	85001004	暗碎片1	3	10	1	150
50050	1	85002004	暗碎片2	3	10	1	150
50050	1	85003004	暗碎片3	3	10	1	150
50050	1	85004004	暗碎片4	3	10	1	150
50050	1	81001004	雷碎片1	4	10	1	200
50050	1	81002004	雷碎片2	4	10	1	200
50050	1	81003004	雷碎片3	4	10	1	200
50050	1	81004004	雷碎片4	4	10	1	200
50050	1	82001004	火碎片1	4	10	1	200
50050	1	82002004	火碎片2	4	10	1	200
50050	1	82003004	火碎片3	4	10	1	200
50050	1	83001004	冰碎片1	4	10	1	200
50050	1	83002004	冰碎片2	4	10	1	200
50050	1	83003004	冰碎片3	4	10	1	200
50050	1	83004004	冰碎片4	4	10	1	200
50050	1	83005004	冰碎片5	4	10	1	200
50050	1	84001004	光碎片1	4	10	1	200
50050	1	84002004	光碎片2	4	10	1	200
50050	1	84003004	光碎片3	4	10	1	200
50050	1	84004004	光碎片4	4	10	1	200
50050	1	84005004	光碎片5	4	10	1	200
50050	1	84006004	光碎片6	4	10	1	200
50050	1	85001004	暗碎片1	4	10	1	200
50050	1	85002004	暗碎片2	4	10	1	200
50050	1	85003004	暗碎片3	4	10	1	200
50050	1	85004004	暗碎片4	4	10	1	200
50050	1	81001004	雷碎片1	5	10	1	250
50050	1	81002004	雷碎片2	5	10	1	250
50050	1	81003004	雷碎片3	5	10	1	250
50050	1	81004004	雷碎片4	5	10	1	250
50050	1	82001004	火碎片1	5	10	1	250
50050	1	82002004	火碎片2	5	10	1	250
50050	1	82003004	火碎片3	5	10	1	250
50050	1	83001004	冰碎片1	5	10	1	250
50050	1	83002004	冰碎片2	5	10	1	250
50050	1	83003004	冰碎片3	5	10	1	250
50050	1	83004004	冰碎片4	5	10	1	250
50050	1	83005004	冰碎片5	5	10	1	250
50050	1	84001004	光碎片1	5	10	1	250
50050	1	84002004	光碎片2	5	10	1	250
50050	1	84003004	光碎片3	5	10	1	250
50050	1	84004004	光碎片4	5	10	1	250
50050	1	84005004	光碎片5	5	10	1	250
50050	1	84006004	光碎片6	5	10	1	250
50050	1	85001004	暗碎片1	5	10	1	250
50050	1	85002004	暗碎片2	5	10	1	250
50050	1	85003004	暗碎片3	5	10	1	250
50050	1	85004004	暗碎片4	5	10	1	250
70030	1	91000004	4级宝石	1	10	1	20
70030	1	91000004	4级宝石	2	10	1	40
70030	1	91000004	4级宝石	3	10	1	60
70030	1	91000004	4级宝石	4	10	1	80
70030	1	91000004	4级宝石	5	10	1	100
70035	1	91000004	4级宝石	1	10	1	20
70035	1	91000004	4级宝石	2	10	1	40
70035	1	91000004	4级宝石	3	10	1	60
70035	1	91000004	4级宝石	4	10	1	80
70035	1	91000004	4级宝石	5	10	1	100
70035	1	91000005	5级宝石	1	10	1	70
70035	1	91000005	5级宝石	2	10	1	140
70035	1	91000005	5级宝石	3	10	1	210
70035	1	91000005	5级宝石	4	10	1	280
70035	1	91000005	5级宝石	5	10	1	350
70040	1	91000004	4级宝石	1	10	1	20
70040	1	91000004	4级宝石	2	10	1	40
70040	1	91000004	4级宝石	3	10	1	60
70040	1	91000004	4级宝石	4	10	1	80
70040	1	91000004	4级宝石	5	10	1	100
70040	1	91000005	5级宝石	1	10	1	70
70040	1	91000005	5级宝石	2	10	1	140
70040	1	91000005	5级宝石	3	10	1	210
70040	1	91000005	5级宝石	4	10	1	280
70040	1	91000005	5级宝石	5	10	1	350
70040	1	91000006	6级宝石	1	10	1	250
70040	1	91000006	6级宝石	2	10	1	500
70040	1	91000006	6级宝石	3	10	1	750
70040	1	91000006	6级宝石	4	10	1	1000
70040	1	91000006	6级宝石	5	10	1	1250
70045	1	91000004	4级宝石	1	10	1	20
70045	1	91000004	4级宝石	2	10	1	40
70045	1	91000004	4级宝石	3	10	1	60
70045	1	91000004	4级宝石	4	10	1	80
70045	1	91000004	4级宝石	5	10	1	100
70045	1	91000005	5级宝石	1	10	1	70
70045	1	91000005	5级宝石	2	10	1	140
70045	1	91000005	5级宝石	3	10	1	210
70045	1	91000005	5级宝石	4	10	1	280
70045	1	91000005	5级宝石	5	10	1	350
70045	1	91000006	6级宝石	1	10	1	250
70045	1	91000006	6级宝石	2	10	1	500
70045	1	91000006	6级宝石	3	10	1	750
70045	1	91000006	6级宝石	4	10	1	1000
70045	1	91000006	6级宝石	5	10	1	1250
70045	1	91000007	7级宝石	1	10	1	800
70045	1	91000007	7级宝石	2	10	1	1600
70045	1	91000007	7级宝石	3	10	1	2400
70045	1	91000007	7级宝石	4	10	1	3200
70045	1	91000007	7级宝石	5	10	1	4000
20001	1	71000001	+5sp	4	10	1	4
20001	1	71000001	+5sp	5	10	1	5
