道具组id	道具类型	道具id	道具名称	道具数量	道具权重
403056	1	62000001	火精华	2	10
403056	1	62000002	魔法师印章	2	10
403056	1	62000003	魔法溶解剂	2	10
403056	1	62000004	蓝白晶	2	10
403056	1	62000005	岩之气息	2	10
403056	1	62000006	岩之精魄	2	10
403056	1	62000007	流地徽章	2	10
403056	1	62000008	剔髓龙脊	2	10
403056	1	62000009	浪人的勇气	2	10
403056	1	62000010	术愿之心	2	10
403057	1	62000001	火精华	2	10
403057	1	62000002	魔法师印章	2	10
403057	1	62000003	魔法溶解剂	2	10
403057	1	62000004	蓝白晶	2	10
403057	1	62000005	岩之气息	2	10
403057	1	62000006	岩之精魄	2	10
403057	1	62000007	流地徽章	2	10
403057	1	62000008	剔髓龙脊	2	10
403057	1	62000009	浪人的勇气	2	10
403057	1	62000010	术愿之心	2	10
403058	1	62000001	火精华	2	10
403058	1	62000002	魔法师印章	2	10
403058	1	62000003	魔法溶解剂	2	10
403058	1	62000004	蓝白晶	2	10
403058	1	62000005	岩之气息	2	10
403058	1	62000006	岩之精魄	2	10
403058	1	62000007	流地徽章	2	10
403058	1	62000008	剔髓龙脊	2	10
403058	1	62000009	浪人的勇气	2	10
403058	1	62000010	术愿之心	2	10
403059	1	62000001	火精华	2	10
403059	1	62000002	魔法师印章	2	10
403059	1	62000003	魔法溶解剂	2	10
403059	1	62000004	蓝白晶	2	10
403059	1	62000005	岩之气息	2	10
403059	1	62000006	岩之精魄	2	10
403059	1	62000007	流地徽章	2	10
403059	1	62000008	剔髓龙脊	2	10
403059	1	62000009	浪人的勇气	2	10
403059	1	62000010	术愿之心	2	10
403060	1	62000001	火精华	2	10
403060	1	62000002	魔法师印章	2	10
403060	1	62000003	魔法溶解剂	2	10
403060	1	62000004	蓝白晶	2	10
403060	1	62000005	岩之气息	2	10
403060	1	62000006	岩之精魄	2	10
403060	1	62000007	流地徽章	2	10
403060	1	62000008	剔髓龙脊	2	10
403060	1	62000009	浪人的勇气	2	10
403060	1	62000010	术愿之心	2	10
403061	1	62000001	火精华	2	10
403061	1	62000002	魔法师印章	2	10
403061	1	62000003	魔法溶解剂	2	10
403061	1	62000004	蓝白晶	2	10
403061	1	62000005	岩之气息	2	10
403061	1	62000006	岩之精魄	2	10
403061	1	62000007	流地徽章	2	10
403061	1	62000008	剔髓龙脊	2	10
403061	1	62000009	浪人的勇气	2	10
403061	1	62000010	术愿之心	2	10
403062	1	62000001	火精华	2	10
403062	1	62000002	魔法师印章	2	10
403062	1	62000003	魔法溶解剂	2	10
403062	1	62000004	蓝白晶	2	10
403062	1	62000005	岩之气息	2	10
403062	1	62000006	岩之精魄	2	10
403062	1	62000007	流地徽章	2	10
403062	1	62000008	剔髓龙脊	2	10
403062	1	62000009	浪人的勇气	2	10
403062	1	62000010	术愿之心	2	10
403063	1	62000001	火精华	2	10
403063	1	62000002	魔法师印章	2	10
403063	1	62000003	魔法溶解剂	2	10
403063	1	62000004	蓝白晶	2	10
403063	1	62000005	岩之气息	2	10
403063	1	62000006	岩之精魄	2	10
403063	1	62000007	流地徽章	2	10
403063	1	62000008	剔髓龙脊	2	10
403063	1	62000009	浪人的勇气	2	10
403063	1	62000010	术愿之心	2	10
403064	1	62000001	火精华	2	10
403064	1	62000002	魔法师印章	2	10
403064	1	62000003	魔法溶解剂	2	10
403064	1	62000004	蓝白晶	2	10
403064	1	62000005	岩之气息	2	10
403064	1	62000006	岩之精魄	2	10
403064	1	62000007	流地徽章	2	10
403064	1	62000008	剔髓龙脊	2	10
403064	1	62000009	浪人的勇气	2	10
403064	1	62000010	术愿之心	2	10
403065	1	62000001	火精华	2	10
403065	1	62000002	魔法师印章	2	10
403065	1	62000003	魔法溶解剂	2	10
403065	1	62000004	蓝白晶	2	10
403065	1	62000005	岩之气息	2	10
403065	1	62000006	岩之精魄	2	10
403065	1	62000007	流地徽章	2	10
403065	1	62000008	剔髓龙脊	2	10
403065	1	62000009	浪人的勇气	2	10
403065	1	62000010	术愿之心	2	10
403066	1	62000001	火精华	2	10
403066	1	62000002	魔法师印章	2	10
403066	1	62000003	魔法溶解剂	2	10
403066	1	62000004	蓝白晶	2	10
403066	1	62000005	岩之气息	2	10
403066	1	62000006	岩之精魄	2	10
403066	1	62000007	流地徽章	2	10
403066	1	62000008	剔髓龙脊	2	10
403066	1	62000009	浪人的勇气	2	10
403066	1	62000010	术愿之心	2	10
403067	1	62000001	火精华	2	10
403067	1	62000002	魔法师印章	2	10
403067	1	62000003	魔法溶解剂	2	10
403067	1	62000004	蓝白晶	2	10
403067	1	62000005	岩之气息	2	10
403067	1	62000006	岩之精魄	2	10
403067	1	62000007	流地徽章	2	10
403067	1	62000008	剔髓龙脊	2	10
403067	1	62000009	浪人的勇气	2	10
403067	1	62000010	术愿之心	2	10
403068	1	62000001	火精华	2	10
403068	1	62000002	魔法师印章	2	10
403068	1	62000003	魔法溶解剂	2	10
403068	1	62000004	蓝白晶	2	10
403068	1	62000005	岩之气息	2	10
403068	1	62000006	岩之精魄	2	10
403068	1	62000007	流地徽章	2	10
403068	1	62000008	剔髓龙脊	2	10
403068	1	62000009	浪人的勇气	2	10
403068	1	62000010	术愿之心	2	10
403069	1	62000001	火精华	2	10
403069	1	62000002	魔法师印章	2	10
403069	1	62000003	魔法溶解剂	2	10
403069	1	62000004	蓝白晶	2	10
403069	1	62000005	岩之气息	2	10
403069	1	62000006	岩之精魄	2	10
403069	1	62000007	流地徽章	2	10
403069	1	62000008	剔髓龙脊	2	10
403069	1	62000009	浪人的勇气	2	10
403069	1	62000010	术愿之心	2	10
403070	1	62000001	火精华	2	10
403070	1	62000002	魔法师印章	2	10
403070	1	62000003	魔法溶解剂	2	10
403070	1	62000004	蓝白晶	2	10
403070	1	62000005	岩之气息	2	10
403070	1	62000006	岩之精魄	2	10
403070	1	62000007	流地徽章	2	10
403070	1	62000008	剔髓龙脊	2	10
403070	1	62000009	浪人的勇气	2	10
403070	1	62000010	术愿之心	2	10
403071	1	62000001	火精华	2	10
403071	1	62000002	魔法师印章	2	10
403071	1	62000003	魔法溶解剂	2	10
403071	1	62000004	蓝白晶	2	10
403071	1	62000005	岩之气息	2	10
403071	1	62000006	岩之精魄	2	10
403071	1	62000007	流地徽章	2	10
403071	1	62000008	剔髓龙脊	2	10
403071	1	62000009	浪人的勇气	2	10
403071	1	62000010	术愿之心	2	10
403072	1	62000001	火精华	2	10
403072	1	62000002	魔法师印章	2	10
403072	1	62000003	魔法溶解剂	2	10
403072	1	62000004	蓝白晶	2	10
403072	1	62000005	岩之气息	2	10
403072	1	62000006	岩之精魄	2	10
403072	1	62000007	流地徽章	2	10
403072	1	62000008	剔髓龙脊	2	10
403072	1	62000009	浪人的勇气	2	10
403072	1	62000010	术愿之心	2	10
403073	1	62000001	火精华	2	10
403073	1	62000002	魔法师印章	2	10
403073	1	62000003	魔法溶解剂	2	10
403073	1	62000004	蓝白晶	2	10
403073	1	62000005	岩之气息	2	10
403073	1	62000006	岩之精魄	2	10
403073	1	62000007	流地徽章	2	10
403073	1	62000008	剔髓龙脊	2	10
403073	1	62000009	浪人的勇气	2	10
403073	1	62000010	术愿之心	2	10
403074	1	62000001	火精华	2	10
403074	1	62000002	魔法师印章	2	10
403074	1	62000003	魔法溶解剂	2	10
403074	1	62000004	蓝白晶	2	10
403074	1	62000005	岩之气息	2	10
403074	1	62000006	岩之精魄	2	10
403074	1	62000007	流地徽章	2	10
403074	1	62000008	剔髓龙脊	2	10
403074	1	62000009	浪人的勇气	2	10
403074	1	62000010	术愿之心	2	10
403075	1	62000001	火精华	2	10
403075	1	62000002	魔法师印章	2	10
403075	1	62000003	魔法溶解剂	2	10
403075	1	62000004	蓝白晶	2	10
403075	1	62000005	岩之气息	2	10
403075	1	62000006	岩之精魄	2	10
403075	1	62000007	流地徽章	2	10
403075	1	62000008	剔髓龙脊	2	10
403075	1	62000009	浪人的勇气	2	10
403075	1	62000010	术愿之心	2	10
403076	1	62000001	火精华	2	10
403076	1	62000002	魔法师印章	2	10
403076	1	62000003	魔法溶解剂	2	10
403076	1	62000004	蓝白晶	2	10
403076	1	62000005	岩之气息	2	10
403076	1	62000006	岩之精魄	2	10
403076	1	62000007	流地徽章	2	10
403076	1	62000008	剔髓龙脊	2	10
403076	1	62000009	浪人的勇气	2	10
403076	1	62000010	术愿之心	2	10
403077	1	62000001	火精华	2	10
403077	1	62000002	魔法师印章	2	10
403077	1	62000003	魔法溶解剂	2	10
403077	1	62000004	蓝白晶	2	10
403077	1	62000005	岩之气息	2	10
403077	1	62000006	岩之精魄	2	10
403077	1	62000007	流地徽章	2	10
403077	1	62000008	剔髓龙脊	2	10
403077	1	62000009	浪人的勇气	2	10
403077	1	62000010	术愿之心	2	10
403078	1	62000001	火精华	2	10
403078	1	62000002	魔法师印章	2	10
403078	1	62000003	魔法溶解剂	2	10
403078	1	62000004	蓝白晶	2	10
403078	1	62000005	岩之气息	2	10
403078	1	62000006	岩之精魄	2	10
403078	1	62000007	流地徽章	2	10
403078	1	62000008	剔髓龙脊	2	10
403078	1	62000009	浪人的勇气	2	10
403078	1	62000010	术愿之心	2	10
403079	1	62000001	火精华	2	10
403079	1	62000002	魔法师印章	2	10
403079	1	62000003	魔法溶解剂	2	10
403079	1	62000004	蓝白晶	2	10
403079	1	62000005	岩之气息	2	10
403079	1	62000006	岩之精魄	2	10
403079	1	62000007	流地徽章	2	10
403079	1	62000008	剔髓龙脊	2	10
403079	1	62000009	浪人的勇气	2	10
403079	1	62000010	术愿之心	2	10
403080	1	62000001	火精华	2	10
403080	1	62000002	魔法师印章	2	10
403080	1	62000003	魔法溶解剂	2	10
403080	1	62000004	蓝白晶	2	10
403080	1	62000005	岩之气息	2	10
403080	1	62000006	岩之精魄	2	10
403080	1	62000007	流地徽章	2	10
403080	1	62000008	剔髓龙脊	2	10
403080	1	62000009	浪人的勇气	2	10
403080	1	62000010	术愿之心	2	10
403081	1	62000001	火精华	2	10
403081	1	62000002	魔法师印章	2	10
403081	1	62000003	魔法溶解剂	2	10
403081	1	62000004	蓝白晶	2	10
403081	1	62000005	岩之气息	2	10
403081	1	62000006	岩之精魄	2	10
403081	1	62000007	流地徽章	2	10
403081	1	62000008	剔髓龙脊	2	10
403081	1	62000009	浪人的勇气	2	10
403081	1	62000010	术愿之心	2	10
403082	1	62000001	火精华	2	10
403082	1	62000002	魔法师印章	2	10
403082	1	62000003	魔法溶解剂	2	10
403082	1	62000004	蓝白晶	2	10
403082	1	62000005	岩之气息	2	10
403082	1	62000006	岩之精魄	2	10
403082	1	62000007	流地徽章	2	10
403082	1	62000008	剔髓龙脊	2	10
403082	1	62000009	浪人的勇气	2	10
403082	1	62000010	术愿之心	2	10
403083	1	62000001	火精华	2	10
403083	1	62000002	魔法师印章	2	10
403083	1	62000003	魔法溶解剂	2	10
403083	1	62000004	蓝白晶	2	10
403083	1	62000005	岩之气息	2	10
403083	1	62000006	岩之精魄	2	10
403083	1	62000007	流地徽章	2	10
403083	1	62000008	剔髓龙脊	2	10
403083	1	62000009	浪人的勇气	2	10
403083	1	62000010	术愿之心	2	10
403084	1	62000001	火精华	2	10
403084	1	62000002	魔法师印章	2	10
403084	1	62000003	魔法溶解剂	2	10
403084	1	62000004	蓝白晶	2	10
403084	1	62000005	岩之气息	2	10
403084	1	62000006	岩之精魄	2	10
403084	1	62000007	流地徽章	2	10
403084	1	62000008	剔髓龙脊	2	10
403084	1	62000009	浪人的勇气	2	10
403084	1	62000010	术愿之心	2	10
403085	1	62000001	火精华	2	10
403085	1	62000002	魔法师印章	2	10
403085	1	62000003	魔法溶解剂	2	10
403085	1	62000004	蓝白晶	2	10
403085	1	62000005	岩之气息	2	10
403085	1	62000006	岩之精魄	2	10
403085	1	62000007	流地徽章	2	10
403085	1	62000008	剔髓龙脊	2	10
403085	1	62000009	浪人的勇气	2	10
403085	1	62000010	术愿之心	2	10
403086	1	62000001	火精华	2	10
403086	1	62000002	魔法师印章	2	10
403086	1	62000003	魔法溶解剂	2	10
403086	1	62000004	蓝白晶	2	10
403086	1	62000005	岩之气息	2	10
403086	1	62000006	岩之精魄	2	10
403086	1	62000007	流地徽章	2	10
403086	1	62000008	剔髓龙脊	2	10
403086	1	62000009	浪人的勇气	2	10
403086	1	62000010	术愿之心	2	10
403087	1	62000001	火精华	2	10
403087	1	62000002	魔法师印章	2	10
403087	1	62000003	魔法溶解剂	2	10
403087	1	62000004	蓝白晶	2	10
403087	1	62000005	岩之气息	2	10
403087	1	62000006	岩之精魄	2	10
403087	1	62000007	流地徽章	2	10
403087	1	62000008	剔髓龙脊	2	10
403087	1	62000009	浪人的勇气	2	10
403087	1	62000010	术愿之心	2	10
403088	1	62000001	火精华	2	10
403088	1	62000002	魔法师印章	2	10
403088	1	62000003	魔法溶解剂	2	10
403088	1	62000004	蓝白晶	2	10
403088	1	62000005	岩之气息	2	10
403088	1	62000006	岩之精魄	2	10
403088	1	62000007	流地徽章	2	10
403088	1	62000008	剔髓龙脊	2	10
403088	1	62000009	浪人的勇气	2	10
403088	1	62000010	术愿之心	2	10
403089	1	62000001	火精华	2	10
403089	1	62000002	魔法师印章	2	10
403089	1	62000003	魔法溶解剂	2	10
403089	1	62000004	蓝白晶	2	10
403089	1	62000005	岩之气息	2	10
403089	1	62000006	岩之精魄	2	10
403089	1	62000007	流地徽章	2	10
403089	1	62000008	剔髓龙脊	2	10
403089	1	62000009	浪人的勇气	2	10
403089	1	62000010	术愿之心	2	10
403090	1	62000001	火精华	2	10
403090	1	62000002	魔法师印章	2	10
403090	1	62000003	魔法溶解剂	2	10
403090	1	62000004	蓝白晶	2	10
403090	1	62000005	岩之气息	2	10
403090	1	62000006	岩之精魄	2	10
403090	1	62000007	流地徽章	2	10
403090	1	62000008	剔髓龙脊	2	10
403090	1	62000009	浪人的勇气	2	10
403090	1	62000010	术愿之心	2	10
403091	1	62000001	火精华	2	10
403091	1	62000002	魔法师印章	2	10
403091	1	62000003	魔法溶解剂	2	10
403091	1	62000004	蓝白晶	2	10
403091	1	62000005	岩之气息	2	10
403091	1	62000006	岩之精魄	2	10
403091	1	62000007	流地徽章	2	10
403091	1	62000008	剔髓龙脊	2	10
403091	1	62000009	浪人的勇气	2	10
403091	1	62000010	术愿之心	2	10
403092	1	62000001	火精华	2	10
403092	1	62000002	魔法师印章	2	10
403092	1	62000003	魔法溶解剂	2	10
403092	1	62000004	蓝白晶	2	10
403092	1	62000005	岩之气息	2	10
403092	1	62000006	岩之精魄	2	10
403092	1	62000007	流地徽章	2	10
403092	1	62000008	剔髓龙脊	2	10
403092	1	62000009	浪人的勇气	2	10
403092	1	62000010	术愿之心	2	10
403093	1	62000001	火精华	2	10
403093	1	62000002	魔法师印章	2	10
403093	1	62000003	魔法溶解剂	2	10
403093	1	62000004	蓝白晶	2	10
403093	1	62000005	岩之气息	2	10
403093	1	62000006	岩之精魄	2	10
403093	1	62000007	流地徽章	2	10
403093	1	62000008	剔髓龙脊	2	10
403093	1	62000009	浪人的勇气	2	10
403093	1	62000010	术愿之心	2	10
403094	1	62000001	火精华	2	10
403094	1	62000002	魔法师印章	2	10
403094	1	62000003	魔法溶解剂	2	10
403094	1	62000004	蓝白晶	2	10
403094	1	62000005	岩之气息	2	10
403094	1	62000006	岩之精魄	2	10
403094	1	62000007	流地徽章	2	10
403094	1	62000008	剔髓龙脊	2	10
403094	1	62000009	浪人的勇气	2	10
403094	1	62000010	术愿之心	2	10
403095	1	62000001	火精华	2	10
403095	1	62000002	魔法师印章	2	10
403095	1	62000003	魔法溶解剂	2	10
403095	1	62000004	蓝白晶	2	10
403095	1	62000005	岩之气息	2	10
403095	1	62000006	岩之精魄	2	10
403095	1	62000007	流地徽章	2	10
403095	1	62000008	剔髓龙脊	2	10
403095	1	62000009	浪人的勇气	2	10
403095	1	62000010	术愿之心	2	10
403096	1	62000001	火精华	2	10
403096	1	62000002	魔法师印章	2	10
403096	1	62000003	魔法溶解剂	2	10
403096	1	62000004	蓝白晶	2	10
403096	1	62000005	岩之气息	2	10
403096	1	62000006	岩之精魄	2	10
403096	1	62000007	流地徽章	2	10
403096	1	62000008	剔髓龙脊	2	10
403096	1	62000009	浪人的勇气	2	10
403096	1	62000010	术愿之心	2	10
403097	1	62000001	火精华	2	10
403097	1	62000002	魔法师印章	2	10
403097	1	62000003	魔法溶解剂	2	10
403097	1	62000004	蓝白晶	2	10
403097	1	62000005	岩之气息	2	10
403097	1	62000006	岩之精魄	2	10
403097	1	62000007	流地徽章	2	10
403097	1	62000008	剔髓龙脊	2	10
403097	1	62000009	浪人的勇气	2	10
403097	1	62000010	术愿之心	2	10
403098	1	62000001	火精华	2	10
403098	1	62000002	魔法师印章	2	10
403098	1	62000003	魔法溶解剂	2	10
403098	1	62000004	蓝白晶	2	10
403098	1	62000005	岩之气息	2	10
403098	1	62000006	岩之精魄	2	10
403098	1	62000007	流地徽章	2	10
403098	1	62000008	剔髓龙脊	2	10
403098	1	62000009	浪人的勇气	2	10
403098	1	62000010	术愿之心	2	10
403099	1	62000001	火精华	2	10
403099	1	62000002	魔法师印章	2	10
403099	1	62000003	魔法溶解剂	2	10
403099	1	62000004	蓝白晶	2	10
403099	1	62000005	岩之气息	2	10
403099	1	62000006	岩之精魄	2	10
403099	1	62000007	流地徽章	2	10
403099	1	62000008	剔髓龙脊	2	10
403099	1	62000009	浪人的勇气	2	10
403099	1	62000010	术愿之心	2	10
403100	1	62000001	火精华	2	10
403100	1	62000002	魔法师印章	2	10
403100	1	62000003	魔法溶解剂	2	10
403100	1	62000004	蓝白晶	2	10
403100	1	62000005	岩之气息	2	10
403100	1	62000006	岩之精魄	2	10
403100	1	62000007	流地徽章	2	10
403100	1	62000008	剔髓龙脊	2	10
403100	1	62000009	浪人的勇气	2	10
403100	1	62000010	术愿之心	2	10
403036	1	64000001	红袍碎片	1	10
403036	1	64000002	时之沙	1	10
403036	1	64000003	寒冰石	1	10
403036	1	64000004	落日岩浆	1	10
403036	1	64000005	水晶矿脉	1	10
403036	1	64000006	有毒泥浆	1	10
403036	1	64000007	海洋珍珠	1	10
403036	1	64000008	龙骨碎片	1	10
403036	1	64000009	刀锋碎片	1	10
403036	1	64000010	戈壁石	1	10
403036	1	64000011	燃烧心脏	1	10
403036	1	64000012	龙人鳞片	1	10
403037	1	64000001	红袍碎片	1	10
403037	1	64000002	时之沙	1	10
403037	1	64000003	寒冰石	1	10
403037	1	64000004	落日岩浆	1	10
403037	1	64000005	水晶矿脉	1	10
403037	1	64000006	有毒泥浆	1	10
403037	1	64000007	海洋珍珠	1	10
403037	1	64000008	龙骨碎片	1	10
403037	1	64000009	刀锋碎片	1	10
403037	1	64000010	戈壁石	1	10
403037	1	64000011	燃烧心脏	1	10
403037	1	64000012	龙人鳞片	1	10
403038	1	64000001	红袍碎片	1	10
403038	1	64000002	时之沙	1	10
403038	1	64000003	寒冰石	1	10
403038	1	64000004	落日岩浆	1	10
403038	1	64000005	水晶矿脉	1	10
403038	1	64000006	有毒泥浆	1	10
403038	1	64000007	海洋珍珠	1	10
403038	1	64000008	龙骨碎片	1	10
403038	1	64000009	刀锋碎片	1	10
403038	1	64000010	戈壁石	1	10
403038	1	64000011	燃烧心脏	1	10
403038	1	64000012	龙人鳞片	1	10
403039	1	64000001	红袍碎片	1	10
403039	1	64000002	时之沙	1	10
403039	1	64000003	寒冰石	1	10
403039	1	64000004	落日岩浆	1	10
403039	1	64000005	水晶矿脉	1	10
403039	1	64000006	有毒泥浆	1	10
403039	1	64000007	海洋珍珠	1	10
403039	1	64000008	龙骨碎片	1	10
403039	1	64000009	刀锋碎片	1	10
403039	1	64000010	戈壁石	1	10
403039	1	64000011	燃烧心脏	1	10
403039	1	64000012	龙人鳞片	1	10
403040	1	64000001	红袍碎片	1	10
403040	1	64000002	时之沙	1	10
403040	1	64000003	寒冰石	1	10
403040	1	64000004	落日岩浆	1	10
403040	1	64000005	水晶矿脉	1	10
403040	1	64000006	有毒泥浆	1	10
403040	1	64000007	海洋珍珠	1	10
403040	1	64000008	龙骨碎片	1	10
403040	1	64000009	刀锋碎片	1	10
403040	1	64000010	戈壁石	1	10
403040	1	64000011	燃烧心脏	1	10
403040	1	64000012	龙人鳞片	1	10
403041	1	64000001	红袍碎片	1	10
403041	1	64000002	时之沙	1	10
403041	1	64000003	寒冰石	1	10
403041	1	64000004	落日岩浆	1	10
403041	1	64000005	水晶矿脉	1	10
403041	1	64000006	有毒泥浆	1	10
403041	1	64000007	海洋珍珠	1	10
403041	1	64000008	龙骨碎片	1	10
403041	1	64000009	刀锋碎片	1	10
403041	1	64000010	戈壁石	1	10
403041	1	64000011	燃烧心脏	1	10
403041	1	64000012	龙人鳞片	1	10
403042	1	64000001	红袍碎片	1	10
403042	1	64000002	时之沙	1	10
403042	1	64000003	寒冰石	1	10
403042	1	64000004	落日岩浆	1	10
403042	1	64000005	水晶矿脉	1	10
403042	1	64000006	有毒泥浆	1	10
403042	1	64000007	海洋珍珠	1	10
403042	1	64000008	龙骨碎片	1	10
403042	1	64000009	刀锋碎片	1	10
403042	1	64000010	戈壁石	1	10
403042	1	64000011	燃烧心脏	1	10
403042	1	64000012	龙人鳞片	1	10
403043	1	64000001	红袍碎片	1	10
403043	1	64000002	时之沙	1	10
403043	1	64000003	寒冰石	1	10
403043	1	64000004	落日岩浆	1	10
403043	1	64000005	水晶矿脉	1	10
403043	1	64000006	有毒泥浆	1	10
403043	1	64000007	海洋珍珠	1	10
403043	1	64000008	龙骨碎片	1	10
403043	1	64000009	刀锋碎片	1	10
403043	1	64000010	戈壁石	1	10
403043	1	64000011	燃烧心脏	1	10
403043	1	64000012	龙人鳞片	1	10
403044	1	64000001	红袍碎片	1	10
403044	1	64000002	时之沙	1	10
403044	1	64000003	寒冰石	1	10
403044	1	64000004	落日岩浆	1	10
403044	1	64000005	水晶矿脉	1	10
403044	1	64000006	有毒泥浆	1	10
403044	1	64000007	海洋珍珠	1	10
403044	1	64000008	龙骨碎片	1	10
403044	1	64000009	刀锋碎片	1	10
403044	1	64000010	戈壁石	1	10
403044	1	64000011	燃烧心脏	1	10
403044	1	64000012	龙人鳞片	1	10
403045	1	64000001	红袍碎片	1	10
403045	1	64000002	时之沙	1	10
403045	1	64000003	寒冰石	1	10
403045	1	64000004	落日岩浆	1	10
403045	1	64000005	水晶矿脉	1	10
403045	1	64000006	有毒泥浆	1	10
403045	1	64000007	海洋珍珠	1	10
403045	1	64000008	龙骨碎片	1	10
403045	1	64000009	刀锋碎片	1	10
403045	1	64000010	戈壁石	1	10
403045	1	64000011	燃烧心脏	1	10
403045	1	64000012	龙人鳞片	1	10
403046	1	64000001	红袍碎片	1	10
403046	1	64000002	时之沙	1	10
403046	1	64000003	寒冰石	1	10
403046	1	64000004	落日岩浆	1	10
403046	1	64000005	水晶矿脉	1	10
403046	1	64000006	有毒泥浆	1	10
403046	1	64000007	海洋珍珠	1	10
403046	1	64000008	龙骨碎片	1	10
403046	1	64000009	刀锋碎片	1	10
403046	1	64000010	戈壁石	1	10
403046	1	64000011	燃烧心脏	1	10
403046	1	64000012	龙人鳞片	1	10
403047	1	64000001	红袍碎片	1	10
403047	1	64000002	时之沙	1	10
403047	1	64000003	寒冰石	1	10
403047	1	64000004	落日岩浆	1	10
403047	1	64000005	水晶矿脉	1	10
403047	1	64000006	有毒泥浆	1	10
403047	1	64000007	海洋珍珠	1	10
403047	1	64000008	龙骨碎片	1	10
403047	1	64000009	刀锋碎片	1	10
403047	1	64000010	戈壁石	1	10
403047	1	64000011	燃烧心脏	1	10
403047	1	64000012	龙人鳞片	1	10
403048	1	64000001	红袍碎片	1	10
403048	1	64000002	时之沙	1	10
403048	1	64000003	寒冰石	1	10
403048	1	64000004	落日岩浆	1	10
403048	1	64000005	水晶矿脉	1	10
403048	1	64000006	有毒泥浆	1	10
403048	1	64000007	海洋珍珠	1	10
403048	1	64000008	龙骨碎片	1	10
403048	1	64000009	刀锋碎片	1	10
403048	1	64000010	戈壁石	1	10
403048	1	64000011	燃烧心脏	1	10
403048	1	64000012	龙人鳞片	1	10
403049	1	64000001	红袍碎片	1	10
403049	1	64000002	时之沙	1	10
403049	1	64000003	寒冰石	1	10
403049	1	64000004	落日岩浆	1	10
403049	1	64000005	水晶矿脉	1	10
403049	1	64000006	有毒泥浆	1	10
403049	1	64000007	海洋珍珠	1	10
403049	1	64000008	龙骨碎片	1	10
403049	1	64000009	刀锋碎片	1	10
403049	1	64000010	戈壁石	1	10
403049	1	64000011	燃烧心脏	1	10
403049	1	64000012	龙人鳞片	1	10
403050	1	64000001	红袍碎片	1	10
403050	1	64000002	时之沙	1	10
403050	1	64000003	寒冰石	1	10
403050	1	64000004	落日岩浆	1	10
403050	1	64000005	水晶矿脉	1	10
403050	1	64000006	有毒泥浆	1	10
403050	1	64000007	海洋珍珠	1	10
403050	1	64000008	龙骨碎片	1	10
403050	1	64000009	刀锋碎片	1	10
403050	1	64000010	戈壁石	1	10
403050	1	64000011	燃烧心脏	1	10
403050	1	64000012	龙人鳞片	1	10
403051	1	64000001	红袍碎片	1	10
403051	1	64000002	时之沙	1	10
403051	1	64000003	寒冰石	1	10
403051	1	64000004	落日岩浆	1	10
403051	1	64000005	水晶矿脉	1	10
403051	1	64000006	有毒泥浆	1	10
403051	1	64000007	海洋珍珠	1	10
403051	1	64000008	龙骨碎片	1	10
403051	1	64000009	刀锋碎片	1	10
403051	1	64000010	戈壁石	1	10
403051	1	64000011	燃烧心脏	1	10
403051	1	64000012	龙人鳞片	1	10
403052	1	64000001	红袍碎片	1	10
403052	1	64000002	时之沙	1	10
403052	1	64000003	寒冰石	1	10
403052	1	64000004	落日岩浆	1	10
403052	1	64000005	水晶矿脉	1	10
403052	1	64000006	有毒泥浆	1	10
403052	1	64000007	海洋珍珠	1	10
403052	1	64000008	龙骨碎片	1	10
403052	1	64000009	刀锋碎片	1	10
403052	1	64000010	戈壁石	1	10
403052	1	64000011	燃烧心脏	1	10
403052	1	64000012	龙人鳞片	1	10
403053	1	64000001	红袍碎片	1	10
403053	1	64000002	时之沙	1	10
403053	1	64000003	寒冰石	1	10
403053	1	64000004	落日岩浆	1	10
403053	1	64000005	水晶矿脉	1	10
403053	1	64000006	有毒泥浆	1	10
403053	1	64000007	海洋珍珠	1	10
403053	1	64000008	龙骨碎片	1	10
403053	1	64000009	刀锋碎片	1	10
403053	1	64000010	戈壁石	1	10
403053	1	64000011	燃烧心脏	1	10
403053	1	64000012	龙人鳞片	1	10
403054	1	64000001	红袍碎片	1	10
403054	1	64000002	时之沙	1	10
403054	1	64000003	寒冰石	1	10
403054	1	64000004	落日岩浆	1	10
403054	1	64000005	水晶矿脉	1	10
403054	1	64000006	有毒泥浆	1	10
403054	1	64000007	海洋珍珠	1	10
403054	1	64000008	龙骨碎片	1	10
403054	1	64000009	刀锋碎片	1	10
403054	1	64000010	戈壁石	1	10
403054	1	64000011	燃烧心脏	1	10
403054	1	64000012	龙人鳞片	1	10
403055	1	64000001	红袍碎片	1	10
403055	1	64000002	时之沙	1	10
403055	1	64000003	寒冰石	1	10
403055	1	64000004	落日岩浆	1	10
403055	1	64000005	水晶矿脉	1	10
403055	1	64000006	有毒泥浆	1	10
403055	1	64000007	海洋珍珠	1	10
403055	1	64000008	龙骨碎片	1	10
403055	1	64000009	刀锋碎片	1	10
403055	1	64000010	戈壁石	1	10
403055	1	64000011	燃烧心脏	1	10
403055	1	64000012	龙人鳞片	1	10
403056	1	64000001	红袍碎片	1	10
403056	1	64000002	时之沙	1	10
403056	1	64000003	寒冰石	1	10
403056	1	64000004	落日岩浆	1	10
403056	1	64000005	水晶矿脉	1	10
403056	1	64000006	有毒泥浆	1	10
403056	1	64000007	海洋珍珠	1	10
